S.No,Station,Latitude,Longitude,line_geom
1,Kundah PH 6,11.364805097831594,76.60428928087126,
2,Sandynallah,11.439268424576056,76.6450341611043,"LINESTRING(76.60428928087126 11.364805097831594, 76.6450341611043 11.439268424576056)"
