S.No,Station,Latitude,Longitude,line_geom
1,Mondipatty,10.680479886052817,78.43511230408168,
2,Vellalavidhuthi( 3km yet to be laid at Mondipatty,10.50501,79.08099,"LINESTRING(78.43511230408168 10.680479886052817, 79.08099 10.50501)"
