S.No,Station,Latitude,Longitude,line_geom
1,Korattur,13.099829383148942,80.18205021728409,
2,Ambattur,13.095609062454397,80.16482552646707,"LINESTRING(80.18205021728409 13.099829383148942, 80.16482552646707 13.095609062454397)"
