S.No,Station,Latitude,Longitude,line_geom
1,Valparai Town,10.915785743659963,78.80191073124539,
2,Chinchona,9.077253,77.486798,"LINESTRING(78.80191073124539 10.915785743659963, 77.486798 9.077253)"
