S.No,Station,Latitude,Longitude,line_geom
1,Trichy kv,10.788821959354143,78.64484647176862,
2,Erode kv,11.337380512359017,77.7168413568098,"LINESTRING(78.64484647176862 10.788821959354143, 77.7168413568098 11.337380512359017)"
