S.No,Station,Latitude,Longitude,line_geom
1,NCTPS STAGE 1,13.257631,80.327042,
2,NCTPS STAGE 3,13.257631,80.327042,"LINESTRING(80.327042 13.257631, 80.327042 13.257631)"
