S.No,Station,Latitude,Longitude,line_geom
1,Cuddalore,11.727679897230315,79.732029457698,
2,Ulundurpet,11.6623769530436,79.25408856821663,"LINESTRING(79.732029457698 11.727679897230315, 79.25408856821663 11.6623769530436)"
