S.No,Station,Latitude,Longitude,line_geom
1,MTPS II,11.770866,77.813051,
2,MTPS I,11.770866,77.813051,"LINESTRING(77.813051 11.770866, 77.813051 11.770866)"
3,Salem,11.634373593580296,78.13210493116081,"LINESTRING(77.813051 11.770866, 78.13210493116081 11.634373593580296)"
4,KR Thoppur Stores,11.931188898618515,78.04040387504263,"LINESTRING(78.13210493116081 11.634373593580296, 78.04040387504263 11.931188898618515)"
