S.No,Station,Latitude,Longitude,line_geom
1,MANALI GIS SS,13.176893585703366,80.27185604866351,
2,NCTPS II,13.257631,80.327042,"LINESTRING(80.27185604866351 13.176893585703366, 80.327042 13.257631)"
