S.No,Station,Latitude,Longitude,line_geom
1,Basin bridge,13.099398867534045,80.26948050175248,
2,Vyasarpadi,13.108811994520758,80.26926425856378,"LINESTRING(80.26948050175248 13.099398867534045, 80.26926425856378 13.108811994520758)"
