S.No,Station,Latitude,Longitude,line_geom
1,Lilo of mondipatty,11.634314377995443,77.7845404845192,
2,Vellalavidhuthi at Pudukkottai,10.50501,79.08099,"LINESTRING(77.7845404845192 11.634314377995443, 79.08099 10.50501)"
