S.No,Station,Latitude,Longitude,line_geom
1,SholayarI,10.355390567838437,76.8803052189021,
2,SholayarII,10.303669487648861,76.8734424716728,"LINESTRING(76.8803052189021 10.355390567838437, 76.8734424716728 10.303669487648861)"
