S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 98,3W,T,DC,26,,,2.89,FALSE,295.610382,,10.55381203,77.46455602,GOOD,,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4645560234785 10.5538120307028, 77.4642840307205 10.5565830040723)"
2,98/1,,T,DC,26,LILO : 98-98/1,313.0979242,3.8,FALSE,302.440216,"14°2'18""",10.556583,77.46428403,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4642840307205 10.5565830040723, 77.4633160047233 10.5592750199139)"
3,98/2,,S,DC,26,98/1-98/2,321.2128905,4.89,FALSE,309.326813,,10.55927502,77.463316,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4633160047233 10.5592750199139, 77.462496003136 10.5616229586303)"
4,98/3,,T,DC,26,98/2-98/3,279.915642,5.12,FALSE,312.640228,"2°6'55"" R",10.56162296,77.462496,GOOD,Available,LT -2NO,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.462496003136 10.5616229586303, 77.4616169929504 10.5644769966602)"
5,98/4,,S,DC,26,98/3-98/4,335.187378,2.75,FALSE,305.028992,,10.564477,77.46161699,GOOD,Available,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4616169929504 10.5644769966602, 77.4606219772249 10.5675470363348)"
6,98/5,,S,DC,26,98/4-98/5,361.7934054,4.75,FALSE,302.057556,,10.56754704,77.46062198,GOOD,Available,LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4606219772249 10.5675470363348, 77.4600850325077 10.5696349684149)"
7,98/6,,S,DC,26,98/5-98/6,243.4271698,3.16,FALSE,304.581146,,10.56963497,77.46008503,GOOD,Available,LT -2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4600850325077 10.5696349684149, 77.4592709820717 10.5720470286905)"
8,98/7,2W,T,DC,26,98/6-98/7,286.4235931,5.15,FALSE,309.619446,"19°3'59"" L",10.57204703,77.45927098,GOOD,Available,400 KV,,PLAIN,UP LINE CROSSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4592709820717 10.5720470286905, 77.459293026477 10.5747159942984)"
9,98/8,,S,DC,26,98/7-98/8,300.3751107,2.1,FALSE,313.371399,,10.57471599,77.45929303,GOOD,Available,LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.459293026477 10.5747159942984, 77.4592620134353 10.5770739912986)"
10,98/9,,T,DC,26,98/8-98/9,265.9735521,1.99,FALSE,315.738495,"15°25'11"" L",10.57707399,77.45926201,GOOD,Available,LT,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4592620134353 10.5770739912986, 77.4596719723194 10.5787210352718)"
11,98/10,,S,DC,26,98/9-98/10,192.7187041,2.32,0,318.728271,,10.57872104,77.45967197,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4596719723194 10.5787210352718, 77.460164995864 10.5804190412163)"
12,98/11,,T,DC,26,98/10-98/11,200.5129843,4.75,0,320.439453,"50°50'22"" R",10.58041904,77.460165,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.460164995864 10.5804190412163, 77.4590659607201 10.5820850282907)"
13,98/12,,T,DC,26,98/11-98/12,225.1657883,6.02,FALSE,319.445374,"4°38'6"" R",10.58208503,77.45906596,GOOD,Available,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4590659607201 10.5820850282907, 77.4576749838888 10.5846199672669)"
14,98/13,,T,DC,26,98/12-98/13,324.209108,4.33,FALSE,313.58493,"2°26'2"" R",10.58461997,77.45767498,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4576749838888 10.5846199672669, 77.4574510194361 10.5850730091333)"
15,98/14,,T,H-Pole,12,98/13-98/14,60.81232954,-,0,314.384338,"2°18'17"" R",10.58507301,77.45745102,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4574510194361 10.5850730091333, 77.4572330061346 10.5855630151927)"
16,98/15,,T,H-Pole,12,98/14-98/15,64.24863939,-,FALSE,314.712433,"17°19'31"" R",10.58556302,77.45723301,GOOD,NO E/W,400KV,,PLAIN,UP LINE CROSSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4572330061346 10.5855630151927, 77.4571810383349 10.5860189907252)"
17,98/16,,T,DC,26,98/15-98/16,55.78099631,2.05,0,316.157501,"12°57'15"" L",10.58601899,77.45718104,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4571810383349 10.5860189907252, 77.4568730033934 10.5868850089609)"
18,98/17,,T,DC,26,98/16-98/17,106.6005208,4.16,FALSE,317.06424,"10°53'15"" L",10.58688501,77.456873,GOOD,Available,"LT, HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4568730033934 10.5868850089609, 77.456667 10.5871)"
19,98/18,,T,H-Pole,12,98/17-98/18,40,-,FALSE,318,,10.5871,77.456667,GOOD,NO E/W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.456667 10.5871, 77.4565750267356 10.587390018627)"
20,98/19,,T,DC,26,98/18-98/19,37,2.38,FALSE,318.147858,"59°9'38"" L",10.58739002,77.45657503,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4565750267356 10.587390018627, 77.456269 10.587393)"
21,Gantry ( Melkaraipatty SS),2W,T,H-Pole,12,98/18-Gantry ,38.5087375,-,,319,,10.587393,77.456269,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
