S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (Sudankurichi SS),2W,Gantry,DP,12,,,,101.285423,,8.952938011,77.66006299,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6600629929453 8.95293801091611, 77.6602110173553 8.95287196151912)"
2,1,,T,DC,26,Gantry - 1,17.85431345,1.73,102.067131,"65°13'9"" L",8.952871962,77.66021102,GOOD,NO E/W,,,PLAIN,Common tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6602110173553 8.95287196151912, 77.6614109706133 8.95391098223626)"
3,2,,T,SC,22, 1-2,175.1002008,0.96,99.998352,"83°33'4"" R",8.953910982,77.66141097,GOOD,Available,"HT -5NO,LT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6614109706133 8.95391098223626, 77.6605049706995 8.95527203567326)"
4,3,,T,SC,22,02-Mar,180.6392243,3.11,99.635956,"13°19'15"" L",8.955272036,77.66050497,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6605049706995 8.95527203567326, 77.6585919689387 8.95705696195364)"
5,4,,S,SC,22,03-Apr,288.686692,2.4,102.373138,,8.957056962,77.65859197,GOOD,Available,HT- 3NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6585919689387 8.95705696195364, 77.6566829904913 8.95886401645839)"
6,5,,S,SC,22,04-May,290.0460211,3.07,104.652603,,8.958864016,77.65668299,GOOD,Available,LT,SAND PATH,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6566829904913 8.95886401645839, 77.6547730062156 8.96065003238618)"
7,6,,S,SC,22,05-Jun,288.5248878,0.43,104.146599,,8.960650032,77.65477301,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6547730062156 8.96065003238618, 77.6528559811413 8.96243101917207)"
8,7,,S,SC,22,06-Jul,288.708309,0.78,107.811554,,8.962431019,77.65285598,GOOD,Available,,SAND PATH,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6528559811413 8.96243101917207, 77.6508960407227 8.96428501233458)"
9,8,,T,SC,22,07-Aug,297.6860669,2.04,109.774452,"0°6'24"" L",8.964285012,77.65089604,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6508960407227 8.96428501233458, 77.6489849667996 8.96608603186905)"
10,9,,S,SC,22,08-Sep,289.7484547,1.55,110.325348,,8.966086032,77.64898497,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6489849667996 8.96608603186905, 77.647197023034 8.96772502921521)"
11,10,,S,SC,22,09-Oct,267.6035522,1.36,109.43911,,8.967725029,77.64719702,GOOD,Available,HT,SAND PATH,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.647197023034 8.96772502921521, 77.6452520024031 8.96959603764116)"
12,11,,S,SC,22,10-Nov,297.8015209,4.63,109.507179,,8.969596038,77.645252,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6452520024031 8.96959603764116, 77.6433420181274 8.97135799750685)"
13,12,2W,T,SC,22,11-Dec,286.7004269,2.02,109.167793,"0°53'5"" R",8.971357998,77.64334202,GOOD,Available,,SAND PATH,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6433420181274 8.97135799750685, 77.6409720350056 8.97361298091709)"
14,13,,T,SC,22,Dec-13,360.9599375,5.13,109.310555,"0°42'55"" L",8.973612981,77.64097204,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6409720350056 8.97361298091709, 77.6392779685556 8.97518500685691)"
15,14,,S,SC,22,13-14,254.984954,4.65,109.474571,,8.975185007,77.63927797,GOOD,Available,"LT,HT -2NO",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6392779685556 8.97518500685691, 77.6373929623514 8.97696398198604)"
16,15,,S,SC,22,14-15,285.9812283,7.01,110.160759,,8.976963982,77.63739296,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6373929623514 8.97696398198604, 77.6355360355228 8.97872501984238)"
17,16,,S,SC,22,15-16,282.3733215,4.22,110.322395,,8.97872502,77.63553604,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6355360355228 8.97872501984238, 77.6336449943482 8.98049502633512)"
18,17,,S,SC,22,16-17,285.7796556,3.86,109.941658,,8.980495026,77.63364499,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6336449943482 8.98049502633512, 77.6317289751023 8.98230602033436)"
19,18,,T,SC,22,17-18,290.892471,3.13,111.072449,"4°0'0"" R",8.98230602,77.63172898,GOOD,Available,LT -2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6317289751023 8.98230602033436, 77.6302339788526 8.98393101990222)"
20,19,,S,SC,22,18-19,243.7269476,7.61,112.013321,,8.98393102,77.63023398,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6302339788526 8.98393101990222, 77.6291559822857 8.98505000397563)"
