S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (A.Thekkur SS),2W,Gantry,H-Pole,12,,,,,134.057083,,10.17608333,78.53238889,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.53238888888889 10.176083333333333, 78.53230555555555 10.175833333333333)"
2,52,,T,DC,26,Gantry-52,30,1.25,FALSE,131.984558,"88°26'24""L",10.17583333,78.53230556,GOOD,Available,,,Plain,Common tower for 110 kV A.Thekkur - Thirupathur Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.53230555555555 10.175833333333333, 78.53011111111111 10.176305555555555)"
3,51,,T,SC,21,52-51,251,4.07,FALSE,125.721573,"14°43'48""R",10.17630556,78.53011111,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.53011111111111 10.176305555555555, 78.52797222222222 10.176222222222222)"
4,50,,S,SA,21,51-50,236,3.31,FALSE,127.377037,,10.17622222,78.52797222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.52797222222222 10.176222222222222, 78.52569444444444 10.176055555555555)"
5,49,,S,SA,21,50-49,250.6257013,4.12,FALSE,126.048698,,10.17605556,78.52569444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.52569444444444 10.176055555555555, 78.52325 10.175944444444443)"
6,48,,S,SA,21,49-48,266.9709917,2.7,FALSE,126.603874,,10.17594444,78.52325,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.52325 10.175944444444443, 78.52069444444444 10.175805555555556)"
7,47,,S,SA,21,48-47,281.8461192,3.79,FALSE,127.939453,,10.17580556,78.52069444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.52069444444444 10.175805555555556, 78.51830555555556 10.175666666666666)"
8,46,,T,SB,21,47-46,262.5280491,1.22,FALSE,129.103638,"11°34'48""L",10.17566667,78.51830556,GOOD,Available,"LT,HT",A.Thekkur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.51830555555556 10.175666666666666, 78.51561111111111 10.176055555555555)"
9,45,,S,SA,21,46-45,300,3.27,FALSE,129.755539,,10.17605556,78.51561111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.51561111111111 10.176055555555555, 78.51291666666667 10.176472222222221)"
10,44,,S,SA,21,45-44,297.9898874,5.29,FALSE,131.160294,,10.17647222,78.51291667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.51291666666667 10.176472222222221, 78.51013888888889 10.17686111111111)"
