S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 14,3W,T,DC,26,,,,,137.286377,,9.89075,78.10605556,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10605555555556 9.890749999999999, 78.10638888888889 9.891916666666667)"
2,14/1,,T,SC,22,14/4-14/5,133.432566,3.46,FALSE,138.712006,"15°2'52"" R",9.891916667,78.10638889,GOOD,Available,"HT,LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10638888888889 9.891916666666667, 78.10674999999999 9.892527777777778)"
3,14/2,,T,SC,22,14/5-14/6,78.93556257,2.19,FALSE,138.098724,"1°19'15"" L",9.892527778,78.10675,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10674999999999 9.892527777777778, 78.10775 9.894222222222222)"
4,14/3,,T,SC,22,14/6-14/7,218.10553,4.39,FALSE,146.914703,"13°37'57"" R",9.894222222,78.10775,GOOD,Available,,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10775 9.894222222222222, 78.10872222222221 9.895222222222221)"
5,14/4,,T,SC,22,14/7-14/8,153.4605529,1.05,FALSE,140.77478,"15°33'32"" R",9.895222222,78.10872222,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10872222222221 9.895222222222221, 78.11005555555555 9.896027777777777)"
6,14/5,,T,SC,22,14/8-14/9,171.4711871,7.35,FALSE,138.58165,"7°54'34"" L",9.896027778,78.11005556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11005555555555 9.896027777777777, 78.11163888888888 9.897277777777777)"
7,14/6,,T,SC,22,14/9-14/10,221.6690759,2.67,FALSE,139.052429,"26°0'30"" L",9.897277778,78.11163889,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11163888888888 9.897277777777777, 78.11213888888888 9.898305555555556)"
8,14/7,,T,SC,22,14/10-14/11,128.1992498,4.05,FALSE,133.927917,"51°34'40"" R",9.898305556,78.11213889,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11213888888888 9.898305555555556, 78.11255555555555 9.898416666666666)"
9,14/8,,T,H-POLE,12,14/11-14/12,48.23861353,5.84,FALSE,142.337448,"26°24'24"" L",9.898416667,78.11255556,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11255555555555 9.898416666666666, 78.11297222222221 9.89875)"
10,14/9,,T,H-POLE,12,14/12-14/13,56.51145889,6.71,FALSE,139.170776,"32°10'42"" R",9.89875,78.11297222,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11297222222221 9.89875, 78.11341666666667 9.898805555555555)"
11,14/10,,T,H-POLE,12,14/13-14/14,50.13198062,2.25,FALSE,133.032013,"66°1'27"" L",9.898805556,78.11341667,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11341666666667 9.898805555555555, 78.11358333333332 9.899333333333333)"
12,14/11,,T,H-POLE,12,14/14-14/15,62.96002543,7.22,FALSE,132.12648,"11°41'39"" L",9.899333333,78.11358333,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11358333333332 9.899333333333333, 78.11363888888889 9.900055555555555)"
13,14/12,,T,H-POLE,12,14/15-14/16,79.22677807,4.65,FALSE,137.489609,"18°47'56"" R",9.900055556,78.11363889,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11363888888889 9.900055555555555, 78.11383333333333 9.900500000000001)"
14,14/13,,T,H-POLE,12,14/16-14/17,54.04040156,6.47,FALSE,133.520691,"2°26'23"" L",9.9005,78.11383333,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11383333333333 9.900500000000001, 78.11405555555555 9.901055555555557)"
