S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
15,14/14,,T,H-POLE,12,14/17-14/18,63.80009779,6.01,FALSE,134.8284,"69°0'12"" R",9.901055556,78.11405556,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11405555555555 9.901055555555557, 78.11466666666666 9.901027777777777)"
16,14/15,,T,H-POLE,12,14/18-14/19,66.96098137,2.84,FALSE,136.515442,"37°39'26"" L",9.901027778,78.11466667,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11466666666666 9.901027777777777, 78.11488888888888 9.901194444444444)"
17,14/16,,T,H-POLE,12,14/19-14/20,30.09979871,4.53,FALSE,137.229614,"42°26'27"" L",9.901194444,78.11488889,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11488888888888 9.901194444444444, 78.115 9.90188888888889)"
18,14/17,,T,H-POLE,12,14/20-14/21,77.60639738,2.98,FALSE,138.374542,"25°9'21"" R",9.901888889,78.115,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.115 9.90188888888889, 78.11527777777778 9.902277777777778)"
19,14/18,,T,H-POLE,12,14/21-14/22,52.92921338,7.79,FALSE,143.233612,"40°2'46"" R",9.902277778,78.11527778,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11527777777778 9.902277777777778, 78.11569444444444 9.90238888888889)"
20,14/19,,T,H-POLE,12,14/22-Gantry (Villapuram SS),46.05548738,6.41,FALSE,142.463226,"16°25'40"" L",9.902388889,78.11569444,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11569444444444 9.90238888888889, 78.1158611111111 9.9025)"
21,14/20,,T,H-POLE,12,Gantry (Villapuram SS)-,21.27123354,1.16,FALSE,138.373703,"40°38'24"" L",9.9025,78.11586111,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1158611111111 9.9025, 78.11616666666666 9.903444444444444)"
22,14/21,,T,SC,22,-,111.7102263,1.06,FALSE,138.624344,"5°38'12"" L",9.903444444,78.11616667,GOOD,Available,"HT,LT",ROAD,PLAIN,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11616666666666 9.903444444444444, 78.11655555555555 9.905111111111111)"
23,14/22,,T,SC,22,-,189.9520306,6.75,FALSE,134.828415,"19°38'30"" R",9.905111111,78.11655556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11655555555555 9.905111111111111, 78.11669444444443 9.90536111111111)"
24,Gantry (Villapuram SS),2W,Gantry,H-POLE,12,14/22 - Gantry,30.77885897,,,128.996368,,9.905361111,78.11669444,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where  earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
