S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
25,24,,T,DB,25,23-24,315.0531416,2.9,FALSE,42.124901,"19°52'12""L",9.846694444,78.86838889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86838888888889 9.846694444444445, 78.86752777777777 9.84838888888889)"
26,25,,T,DB,25,24-25,208.6009933,3.31,FALSE,41.943111,"10°6'36""L",9.848388889,78.86752778,GOOD,Available,2-HT,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86752777777777 9.84838888888889, 78.86675 9.850999999999999)"
27,26,,S,DA+3,29,25-26,301.2943566,2.73,FALSE,41.105141,,9.851,78.86675,GOOD,Available,HT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86675 9.850999999999999, 78.866 9.853666666666665)"
28,27,,T,DB,25,26-27,308.4545166,2.17,FALSE,42.35722,"9°46'48""R",9.853666667,78.866,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.866 9.853666666666665, 78.86508333333333 9.855527777777777)"
29,28,,S,DA,26,27-28,227.6553672,3.21,FALSE,42.254723,,9.855527778,78.86508333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86508333333333 9.855527777777777, 78.86402777777778 9.85761111111111)"
30,29,,S,DA,26,28-29,258.1434138,4.07,FALSE,43.442844,,9.857611111,78.86402778,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86402777777778 9.85761111111111, 78.863 9.859722222222222)"
31,30,,S,DA,26,29-30,259.9440615,3.52,FALSE,41.45256,,9.859722222,78.863,GOOD,Available,,River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.863 9.859722222222222, 78.86191666666666 9.861916666666666)"
32,31,,S,DA,26,30-31,269.5537284,1.25,FALSE,40.568256,,9.861916667,78.86191667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86191666666666 9.861916666666666, 78.86083333333333 9.864083333333333)"
33,32,,S,DA,26,31-32,266.6928932,0.26,FALSE,42.65873,,9.864083333,78.86083333,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86083333333333 9.864083333333333, 78.85972222222222 9.866277777777777)"
34,33,,S,DA+3,29,32-33,273.900598,4.03,FALSE,42.915462,,9.866277778,78.85972222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85972222222222 9.866277777777777, 78.85877777777777 9.868222222222222)"
35,34,,S,DA,26,33-34,237.7077141,1.11,FALSE,43.596157,,9.868222222,78.85877778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85877777777777 9.868222222222222, 78.85780555555554 9.870138888888889)"
36,35,2W,T,DB,25,34-35,237.0062198,3.56,FALSE,44.684834,"16°41'24""L",9.870138889,78.85780556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85780555555554 9.870138888888889, 78.85738888888888 9.87263888888889)"
37,36,,S,DA,26,35-36,280.9538077,2.89,FALSE,44.260246,,9.872638889,78.85738889,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85738888888888 9.87263888888889, 78.85688888888889 9.875388888888889)"
38,37,,S,DA,26,36-37,308.056695,4.21,FALSE,45.370369,,9.875388889,78.85688889,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85688888888889 9.875388888888889, 78.8565 9.877916666666668)"
39,38,,S,DA,26,37-38,284.9458929,1.89,FALSE,45.348999,,9.877916667,78.8565,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8565 9.877916666666668, 78.85605555555556 9.880472222222222)"
40,39,,S,DA,26,38-39,286.9506036,1.57,FALSE,47.384697,,9.880472222,78.85605556,GOOD,NO E/W,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85605555555556 9.880472222222222, 78.85563888888888 9.883055555555556)"
41,40,,S,DA+3,29,39-40,286.9230329,2.58,FALSE,47.153824,,9.883055556,78.85563889,GOOD,NO E/W,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85563888888888 9.883055555555556, 78.85519444444444 9.885666666666665)"
42,41,,T,DB,25,40-41,292.8414728,4.51,FALSE,46.899834,"0°6'36""L",9.885666667,78.85519444,GOOD,NO E/W,2-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85519444444444 9.885666666666665, 78.85477777777777 9.88813888888889)"
43,42,,S,DA,26,41-42,277.64737,2.63,FALSE,46.725975,,9.888138889,78.85477778,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85477777777777 9.88813888888889, 78.85430555555556 9.890944444444443)"
44,43,,S,DA,26,42-43,314.7950958,3.6,FALSE,47.290504,,9.890944444,78.85430556,GOOD,Available,"2-LT,HT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85430555555556 9.890944444444443, 78.85388888888889 9.893555555555555)"
45,44,,S,DA+3,29,43-44,294.8995985,1.23,FALSE,50.004204,,9.893555556,78.85388889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85388888888889 9.893555555555555, 78.85341666666666 9.896194444444443)"
46,45,,S,DA,26,44-45,296.4471759,0.31,FALSE,50.059792,,9.896194444,78.85341667,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85341666666666 9.896194444444443, 78.85297222222222 9.89875)"
47,46,2W,T,DB,25,45-46,285.7735573,0.96,FALSE,50.903496,"8°58'12""R",9.89875,78.85297222,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85297222222222 9.89875, 78.85208333333333 9.901388888888889)"
48,47,,S,DA,26,46-47,306.4390055,0.27,FALSE,51.741798,,9.901388889,78.85208333,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85208333333333 9.901388888888889, 78.85130555555556 9.903722222222223)"
49,48,,S,DA,26,47-48,273.0522787,2.89,FALSE,48.927048,,9.903722222,78.85130556,GOOD,Available,LT,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85130555555556 9.903722222222223, 78.85063888888888 9.905861111111111)"
50,49,,S,DA,26,48-49,247.5918027,0.28,FALSE,49.126701,,9.905861111,78.85063889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85063888888888 9.905861111111111, 78.84983333333332 9.908083333333334)"
51,50,,S,DA,26,49-50,261.6955396,6.5,FALSE,50.227127,,9.908083333,78.84983333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84983333333332 9.908083333333334, 78.84908333333333 9.910333333333334)"
52,51,,S,DA+3,29,50-51,262.5316438,4.05,FALSE,50.927925,,9.910333333,78.84908333,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84908333333333 9.910333333333334, 78.84838888888888 9.912361111111112)"
53,52,,S,DA,26,51-52,235.78298,1.73,FALSE,51.582047,,9.912361111,78.84838889,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84838888888888 9.912361111111112, 78.8476111111111 9.91475)"
54,53,,T,DC,26,52-53,277.2687957,1.32,FALSE,49.868999,"54°52'12""R",9.91475,78.84761111,GOOD,Available,HT,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8476111111111 9.91475, 78.84491666666666 9.915583333333334)"
55,54,,S,DA,26,53-54,310.7475227,2.03,FALSE,48.978081,,9.915583333,78.84491667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84491666666666 9.915583333333334, 78.8423611111111 9.916416666666667)"
56,55,,S,DA,26,54-55,295.3620103,0.38,FALSE,48.722183,,9.916416667,78.84236111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8423611111111 9.916416666666667, 78.83972222222222 9.91725)"
57,56,,S,DA+3,29,55-56,304.7997681,0.41,FALSE,49.151695,,9.91725,78.83972222,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83972222222222 9.91725, 78.83708333333333 9.918055555555554)"
58,57,2W,T,DB+3,28,56-57,300.4593744,0.27,FALSE,50.584721,"2°13'12""L",9.918055556,78.83708333,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83708333333333 9.918055555555554, 78.83444444444444 9.918972222222221)"
59,58,,S,DA+3,29,57-58,308.1577853,0.29,FALSE,51.068672,,9.918972222,78.83444444,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83444444444444 9.918972222222221, 78.83191666666666 9.919777777777778)"
60,59,,S,DA,26,58-59,290.6042694,2.59,FALSE,51.218174,,9.919777778,78.83191667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83191666666666 9.919777777777778, 78.82933333333332 9.920583333333333)"
61,60,,T,DB,25,59-60,298.5609511,6.84,FALSE,51.763561,"8°11'60""R",9.920583333,78.82933333,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82933333333332 9.920583333333333, 78.82677777777778 9.921027777777777)"
62,61,,S,DA,26,60-61,284.5440926,1.59,FALSE,52.552505,,9.921027778,78.82677778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82677777777778 9.921027777777777, 78.82416666666666 9.921472222222222)"
63,62,,S,DA+3,29,61-62,290.2827728,3.54,FALSE,51.667168,,9.921472222,78.82416667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82416666666666 9.921472222222222, 78.82175 9.921805555555554)"
64,63,,S,DA+3,29,62-63,267.4754323,1.59,FALSE,52.987473,,9.921805556,78.82175,GOOD,Available,"HT,LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82175 9.921805555555554, 78.81930555555556 9.922194444444443)"
65,64,,S,DA,26,63-64,271.5165198,0.4,FALSE,53.652065,,9.922194444,78.81930556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81930555555556 9.922194444444443, 78.81677777777777 9.922527777777777)"
66,65,,T,DC+3,29,64-65,278.8221421,1.95,FALSE,52.90416,"37°18'0""L",9.922527778,78.81677778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81677777777777 9.922527777777777, 78.81558333333334 9.923694444444443)"
67,66,,S,DA,26,65-66,183.3745681,1.11,FALSE,56.10656,,9.923694444,78.81558333,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81558333333334 9.923694444444443, 78.81358333333333 9.925722222222221)"
68,67,,S,DA,26,66-67,314.4508761,5.02,FALSE,55.432465,,9.925722222,78.81358333,GOOD,Available,LT,River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81358333333333 9.925722222222221, 78.81213888888888 9.927277777777777)"
69,68,,T,DC,26,67-68,234.665709,4.33,FALSE,55.096558,"33°1'48""L",9.927277778,78.81213889,GOOD,Available,LT,River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81213888888888 9.927277777777777, 78.81175 9.929527777777777)"
70,69,,S,DA,26,68-69,253.6484332,0.26,FALSE,55.975033,,9.929527778,78.81175,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81175 9.929527777777777, 78.81144444444445 9.93163888888889)"
71,70,,T,DB+3,28,69-70,233.7701991,1.26,FALSE,56.226555,"0°34'12""R",9.931638889,78.81144444,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81144444444445 9.93163888888889, 78.81102777777778 9.933972222222222)"
72,71,2W,T,DC+3,29,70-71,262.6993399,3.03,FALSE,56.897324,"34°19'12""R",9.933972222,78.81102778,GOOD,Available,LT,River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81102777777778 9.933972222222222, 78.80947222222223 9.935527777777779)"
73,72,,S,DA,26,71-72,242.0496667,2.31,FALSE,56.683659,,9.935527778,78.80947222,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80947222222223 9.935527777777779, 78.80791666666667 9.937111111111111)"
74,73,,S,DA,26,72-73,245.3604322,0.51,FALSE,58.072048,,9.937111111,78.80791667,GOOD,Available,,River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80791666666667 9.937111111111111, 78.80683333333333 9.938277777777778)"
75,74,,T,DB,25,73-74,174.5768154,0.36,FALSE,59.614494,"7°55'48""R",9.938277778,78.80683333,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80683333333333 9.938277777777778, 78.80463888888889 9.939972222222222)"
76,75,,S,DA,26,74-75,305.4448682,0.4,FALSE,57.523605,,9.939972222,78.80463889,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80463888888889 9.939972222222222, 78.80247222222222 9.941722222222223)"
77,76,,S,DA,26,75-76,306.2382609,0.22,FALSE,58.981117,,9.941722222,78.80247222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80247222222222 9.941722222222223, 78.80027777777778 9.943444444444445)"
78,77,,S,DA,26,76-77,307.8321518,3.01,FALSE,57.557667,,9.943444444,78.80027778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80027777777778 9.943444444444445, 78.79808333333334 9.94513888888889)"
79,78,,T,DB+3,28,77-78,302.545664,0.28,FALSE,56.820663,"18°20'24""L",9.945138889,78.79808333,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79808333333334 9.94513888888889, 78.79672222222221 9.947166666666666)"
80,79,,S,DA,26,78-79,272.2341074,1.22,FALSE,59.60323,,9.947166667,78.79672222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79672222222221 9.947166666666666, 78.79513888888889 9.949472222222223)"
81,80,,S,DA+3,29,79-80,308.4451167,1.15,FALSE,59.940605,,9.949472222,78.79513889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79513888888889 9.949472222222223, 78.79338888888888 9.952)"
82,81,,T,DC+3,29,80-81,336.6611339,2.67,FALSE,62.62252,"31°2'24""L",9.952,78.79338889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79338888888888 9.952, 78.79327777777777 9.954388888888888)"
83,82,,T,DB,25,81-82,265.9255403,0.34,FALSE,65.707207,"20°23'24""L",9.954388889,78.79327778,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79327777777777 9.954388888888888, 78.79391666666666 9.956416666666666)"
84,83,,T,DB,25,82-83,236.562308,0.52,FALSE,67.414978,"10°58'48""L",9.956416667,78.79391667,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79391666666666 9.956416666666666, 78.795 9.95836111111111)"
85,84,2W,T,DB,25,83-84,242.8181953,0.41,FALSE,69.158798,,9.958361111,78.795,GOOD,Available,2-LT,,Plain,Common tower for 110kV Karakudi - Devakottai Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note    :   1. Shut down will be required in where earth wires are missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2. From Gantry at Devakottai S/S to TN - 95 section is common for 110kV Karakudi - Devakottai & Devakottai - Thiruvadanai Link .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"No of Suspension tower : 58 No,                No of Tension tower : 26 No,                         No of H-Poles : 1 No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
