S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
41,40,,T,SB,21.6,39-40,159.5930602,2.17,FALSE,14.150705,"17°48'0""L",9.348,78.86047222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86047222222221 9.348, 78.85847222222222 9.346972222222222)"
42,41,,T,SB,21.6,40-41,248.481474,1.16,FALSE,13.140943,"34°40'12""L",9.346972222,78.85847222,GOOD,Available,"2LT,11KV",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85847222222222 9.346972222222222, 78.85666666666665 9.347194444444446)"
43,42,,S,SA,21,41-42,200.2740169,4.19,FALSE,11.598667,,9.347194444,78.85666667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85666666666665 9.347194444444446, 78.8548611111111 9.347416666666668)"
44,43,,S,SA,21,42-43,196.9152581,2.1,FALSE,11.892516,,9.347416667,78.85486111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8548611111111 9.347416666666668, 78.85269444444444 9.347694444444445)"
45,44,,S,SA,21,43-44,241.7528766,1.96,FALSE,12.174193,,9.347694444,78.85269444,GOOD,Available,11KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85269444444444 9.347694444444445, 78.85052777777777 9.348)"
46,45,,S,SA,21,44-45,239.9074476,1.04,FALSE,13.740294,,9.348,78.85052778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85052777777777 9.348, 78.8483611111111 9.348305555555557)"
47,46,,T,SB,21.6,45-46,240.1484207,4.11,FALSE,14.225444,"2°39'36""L",9.348305556,78.84836111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8483611111111 9.348305555555557, 78.84627777777777 9.348694444444446)"
48,47,,S,SA,21,46-47,232.268282,3.48,FALSE,14.722902,,9.348694444,78.84627778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84627777777777 9.348694444444446, 78.84441666666666 9.349)"
49,48,,S,SA,21,47-48,208.5905406,1.71,FALSE,13.933587,,9.349,78.84441667,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84441666666666 9.349, 78.84322222222222 9.349222222222222)"
50,49,,T,SB,21.6,48-49,134.2001145,0.31,FALSE,15.261629,"79°26'24""R",9.349222222,78.84322222,GOOD,Available,"2-11KV,LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84322222222222 9.349222222222222, 78.84355555555555 9.351305555555555)"
51,50,,T,SB,21.6,49-50,233.0283482,1.39,FALSE,15.559294,"39°21'0""L",9.351305556,78.84355556,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84355555555555 9.351305555555555, 78.84191666666666 9.353277777777777)"
52,51,,T,SB,21.6,50-51,281.271813,0.46,FALSE,15.159301,"30°50'60""R",9.353277778,78.84191667,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84191666666666 9.353277777777777, 78.84016666666666 9.353916666666667)"
53,52,,S,SA,21,51-52,207.2546113,2.7,FALSE,15.481939,,9.353916667,78.84016667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84016666666666 9.353916666666667, 78.83825 9.354694444444444)"
54,53,2W,T,SB,21.6,52-53,226.5619707,3.01,FALSE,15.850872,"2°26'60""R",9.354694444,78.83825,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83825 9.354694444444444, 78.83588888888889 9.3555)"
55,54,,S,SA,21,53-54,275.9571723,1.17,FALSE,13.932379,,9.3555,78.83588889,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83588888888889 9.3555, 78.8335 9.356333333333334)"
56,55,,S,SA,21,54-55,275.6868806,2.01,FALSE,14.443596,,9.356333333,78.8335,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8335 9.356333333333334, 78.83119444444444 9.357138888888889)"
57,56,,S,SA,21,55-56,270.3707131,1.31,FALSE,15.30673,,9.357138889,78.83119444,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83119444444444 9.357138888888889, 78.82897222222222 9.357861111111111)"
58,57,,S,SA,21,56-57,256.7880127,1.5,FALSE,15.217516,,9.357861111,78.82897222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82897222222222 9.357861111111111, 78.82688888888889 9.358555555555554)"
59,58,,S,SA,21,57-58,241.6269144,3.09,FALSE,15.720373,,9.358555556,78.82688889,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82688888888889 9.358555555555554, 78.82461111111111 9.359305555555554)"
60,59,,S,SA,21,58-59,263.5001346,4.11,FALSE,19.641945,,9.359305556,78.82461111,GOOD,Available,"11KV,LT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82461111111111 9.359305555555554, 78.82247222222222 9.360055555555554)"
61,60,,T,SB,21.6,59-60,250.0419226,5.08,FALSE,18.192326,"11°18'0""R",9.360055556,78.82247222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82247222222222 9.360055555555554, 78.82025 9.360388888888888)"
62,61,,S,SA,21,60-61,246.4541949,3.74,FALSE,18.337008,,9.360388889,78.82025,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82025 9.360388888888888, 78.81811111111111 9.360694444444444)"
63,62,,S,SA,21,61-62,236.5680033,2.1,FALSE,18.66923,,9.360694444,78.81811111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81811111111111 9.360694444444444, 78.81594444444444 9.360972222222221)"
64,63,,T,SB,21.6,62-63,239.0821339,3.19,FALSE,18.569681,"25°37'12""R",9.360972222,78.81594444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81594444444444 9.360972222222221, 78.81372222222222 9.360249999999999)"
65,64,,S,SA,21,63-64,258.5601716,2.86,FALSE,18.860178,,9.36025,78.81372222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81372222222222 9.360249999999999, 78.81141666666666 9.359499999999999)"
66,65,,T,SB,21.6,64-65,266.8406187,3.06,FALSE,18.428648,"16°59'24""L",9.3595,78.81141667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81141666666666 9.359499999999999, 78.80894444444444 9.359416666666666)"
67,66,,S,SA,21,65-66,271.0839127,2.89,FALSE,16.832466,,9.359416667,78.80894444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80894444444444 9.359416666666666, 78.80661111111111 9.359333333333334)"
68,67,,S,SA,21,66-67,257.73939,2.32,FALSE,18.329012,,9.359333333,78.80661111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80661111111111 9.359333333333334, 78.80416666666666 9.35925)"
69,68,,S,SA,21,67-68,268.5153756,2.03,FALSE,16.429955,,9.35925,78.80416667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80416666666666 9.35925, 78.80177777777777 9.359194444444444)"
70,69,,S,SA,21,68-69,262.5209149,3.22,FALSE,16.639849,,9.359194444,78.80177778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80177777777777 9.359194444444444, 78.80052777777777 9.35913888888889)"
71,70,2W,T,DB,25,69-70,135.9184451,3.94,FALSE,16.744181,"0°10'12""L",9.359138889,78.80052778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80052777777777 9.35913888888889, 78.80066666666666 9.356972222222222)"
72,71,,S,DA,25.6,70-71,238.7508283,4.91,FALSE,16.292877,,9.356972222,78.80066667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80066666666666 9.356972222222222, 78.80083333333333 9.354861111111111)"
73,72,,S,DA,26,71-72,234.2057293,3.61,FALSE,15.373969,,9.354861111,78.80083333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80083333333333 9.354861111111111, 78.80091666666667 9.35313888888889)"
74,73,,T,DB,25,72-73,192.5846603,2.79,FALSE,15.051767,"12°21'36""R",9.353138889,78.80091667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80091666666667 9.35313888888889, 78.80161111111111 9.350666666666667)"
75,74,,S,DA,26,73-74,283.2300393,1.82,FALSE,13.706502,,9.350666667,78.80161111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80161111111111 9.350666666666667, 78.80233333333334 9.348222222222223)"
76,75,,S,DA,26,74-75,282.5022193,1.25,FALSE,12.970196,,9.348222222,78.80233333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80233333333334 9.348222222222223, 78.80302777777777 9.345722222222223)"
77,76,,S,DA,26,75-76,286.4104125,0.63,FALSE,8.743078,,9.345722222,78.80302778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80302777777777 9.345722222222223, 78.80369444444445 9.343250000000001)"
78,77,,T,DB,25,76-77,282.6139521,1.05,FALSE,9.591826,"30°29'24""L",9.34325,78.80369444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80369444444445 9.343250000000001, 78.80302777777777 9.34075)"
79,78,,S,DA,26,77-78,287.2810473,3.01,FALSE,9.488242,,9.34075,78.80302778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80302777777777 9.34075, 78.80233333333334 9.33825)"
80,79,,T,DB,25,78-79,287.5103769,1.58,FALSE,8.621048,"31°19'12""R",9.33825,78.80233333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80233333333334 9.33825, 78.80302777777777 9.335916666666668)"
81,80,,S,DA,26,79-80,269.5129324,0.16,FALSE,9.896107,,9.335916667,78.80302778,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80302777777777 9.335916666666668, 78.80347222222223 9.334333333333333)"
82,81,,T,DB,25,80-81,182.5994111,1.02,FALSE,9.002008,"56°19'48""R",9.334333333,78.80347222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80347222222223 9.334333333333333, 78.80544444444445 9.333694444444445)"
83,82,,S,DA,26,81-82,226.1682809,3.41,FALSE,9.232668,,9.333694444,78.80544444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80544444444445 9.333694444444445, 78.80708333333332 9.333222222222222)"
84,83,,S,DA,26,82-83,187.8150739,2.03,FALSE,8.556076,,9.333222222,78.80708333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80708333333332 9.333222222222222, 78.80847222222222 9.332694444444444)"
85,84,2W,T,DB,25,83-84,165.2701964,4.09,FALSE,9.67625,"14°8'60""R",9.332694444,78.80847222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80847222222222 9.332694444444444, 78.81108333333333 9.332416666666667)"
86,85,,S,DA,26,84-85,288.3155675,1.91,FALSE,9.511522,,9.332416667,78.81108333,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81108333333333 9.332416666666667, 78.81358333333333 9.332083333333333)"
87,86,,S,DA,26,85-86,276.802398,2.32,FALSE,10.850805,,9.332083333,78.81358333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81358333333333 9.332083333333333, 78.81605555555555 9.331833333333334)"
88,87,,S,DA,26,86-87,271.2488668,1.19,FALSE,10.783419,,9.331833333,78.81605556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81605555555555 9.331833333333334, 78.8185 9.331583333333333)"
89,88,,S,DA,26,87-88,270.9715727,2.64,FALSE,9.321812,,9.331583333,78.8185,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8185 9.331583333333333, 78.82091666666666 9.331277777777778)"
90,89,,S,DA,26,88-89,268.7740643,4.02,0,8.887882,,9.331277778,78.82091667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82091666666666 9.331277777777778, 78.82336111111111 9.331027777777777)"
91,90,,S,DA,26,89-90,269.8702022,6.11,FALSE,8.094453,,9.331027778,78.82336111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82336111111111 9.331027777777777, 78.82577777777777 9.33075)"
92,91,,T,DB,25,90-91,265.5684205,3.02,FALSE,9.162179,"57°14'24""R",9.33075,78.82577778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82577777777777 9.33075, 78.82691666666666 9.33211111111111)"
93,92,,S,DA,26,91-92,195.8856709,2.1,FALSE,10.184227,,9.332111111,78.82691667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82691666666666 9.33211111111111, 78.82775 9.33311111111111)"
94,93,,S,DA,26,92-93,144.0730758,1.73,FALSE,10.843538,,9.333111111,78.82775,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82775 9.33311111111111, 78.82866666666666 9.334277777777778)"
95,94,,T,DB,25,93-94,164.1380636,0.91,FALSE,11.890278,"65°39'0""L",9.334277778,78.82866667,GOOD,Available,LT,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82866666666666 9.334277777777778, 78.82988888888889 9.333972222222222)"
96,95,,T,DB,25,94-95,138.0028164,2.86,FALSE,12.124414,"3°49'12""R",9.333972222,78.82988889,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82988888888889 9.333972222222222, 78.83188888888888 9.33363888888889)"
97,96,,T,DB,25,95-96,221.8380324,3.02,FALSE,13.852324,"25°3'36""R",9.333638889,78.83188889,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83188888888888 9.33363888888889, 78.83397222222222 9.334194444444446)"
98,97,,T,DB,25,96-97,236.5345274,1.4,FALSE,12.197382,"26°8'60""L",9.334194444,78.83397222,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83397222222222 9.334194444444446, 78.83588888888889 9.333833333333335)"
99,98,,T,DB,25,97-98,214.0815695,2.46,FALSE,12.181504,"10°43'12""L",9.333833333,78.83588889,GOOD,Available,LT,ROAD,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83588888888889 9.333833333333335, 78.83608333333333 9.33375)"
100,GANTRY  ( RS MADAI SS ),2W,T,H-POLE,12,98-GANTRY,23.55517886,NIL,,11.522263,,9.33375,78.83608333,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note    :  ,1.  Shut down will be required in where earth wires are missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
