S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
25,24,,S,DA,26,23-24,239.8229218,1.51,FALSE,17.158928,,9.618194444,78.90980556,GOOD,Available,,Uranagudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90980555555556 9.618194444444445, 78.91102777777779 9.616555555555555)"
26,25,,S,DA,26,24-25,224.1245928,2.17,FALSE,18.153086,,9.616555556,78.91102778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91102777777779 9.616555555555555, 78.91244444444445 9.614638888888889)"
27,26,,T,DB,25,25-26,263.9430899,1.21,FALSE,17.955278,"13°39'0""L",9.614638889,78.91244444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91244444444445 9.614638888888889, 78.91327777777778 9.612694444444443)"
28,27,2W,T,DB,25,26-27,233.8140796,0.71,FALSE,18.207483,"7°7'12""R",9.612694444,78.91327778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91327777777778 9.612694444444443, 78.91430555555556 9.610861111111111)"
29,28,,T,DB,25,27-28,230.6784369,1.5,FALSE,17.404755,"2°25'12""R",9.610861111,78.91430556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91430555555556 9.610861111111111, 78.91547222222223 9.609027777777778)"
30,29,,T,DB,25,28-29,240.2100161,1.46,FALSE,16.147495,"2°22'12""R",9.609027778,78.91547222,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91547222222223 9.609027777777778, 78.91675000000001 9.607194444444444)"
31,30,,S,DA,26,29-30,246.0798995,0.57,FALSE,14.652145,,9.607194444,78.91675,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91675000000001 9.607194444444444, 78.9178888888889 9.605555555555556)"
32,31,,S,DA,26,30-31,221.481869,4.25,FALSE,14.551548,,9.605555556,78.91788889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9178888888889 9.605555555555556, 78.91908333333333 9.603833333333332)"
33,32,,T,DB,25,31-32,229.9419883,3.16,0,13.535683,"30°7'48""R",9.603833333,78.91908333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91908333333333 9.603833333333332, 78.92083333333333 9.603)"
34,33,,S,DA,26,32-33,213.508763,1.15,FALSE,13.402992,,9.603,78.92083333,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92083333333333 9.603, 78.92230555555555 9.602388888888889)"
35,34,,T,DC,26,33-34,175.9538573,2.04,FALSE,14.271585,"70°3'0""L",9.602388889,78.92230556,GOOD,Available,HT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92230555555555 9.602388888888889, 78.92216666666667 9.600305555555556)"
36,35,,T,DB,25,34-35,230.1050751,1.11,FALSE,15.186947,"0°41'24""L",9.600305556,78.92216667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92216666666667 9.600305555555556, 78.92200000000001 9.597972222222223)"
37,36,,S,DA,26,35-36,257.3471522,253,FALSE,13.222897,,9.597972222,78.922,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92200000000001 9.597972222222223, 78.92180555555557 9.595444444444444)"
38,37,,S,DA,26,36-37,281.1511787,1.26,FALSE,12.666771,,9.595444444,78.92180556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92180555555557 9.595444444444444, 78.92163888888889 9.593361111111111)"
39,38,,T,DB,25,37-38,232.9389005,2.27,FALSE,13.591221,"13°44'24""L",9.593361111,78.92163889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92163888888889 9.593361111111111, 78.9208888888889 9.591055555555556)"
40,39,,T,DB,25,38-39,267.8972278,1.96,FALSE,11.531353,"34°50'24""R",9.591055556,78.92088889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9208888888889 9.591055555555556, 78.92144444444445 9.589194444444445)"
41,40,,T,DC,26,39-40,214.1725979,3.24,0,12.678429,"70°52'12""R",9.589194444,78.92144444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92144444444445 9.589194444444445, 78.92166666666667 9.589194444444445)"
42,Gantry(Uppur SS),2W,Gantry,Gantry,12,40-Gantry,24.38874325,,,12.273037,,9.589194444,78.92166667,GOOD,NO E/W,,,Plain,Lamp Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,163.35,92.48,,0,"°'0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DD,MM,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
