S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,1,3W,T,DC,26,,,0.7,FALSE,24.151009,,9.6375,78.86558333,GOOD,,,,Plain,LILO POINT TOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86558333333333 9.6375, 78.86608333333332 9.637416666666667)"
2,1A,,T,H-POLE,12,1-1A,57.02673071,NIL,FALSE,21.986763,,9.637416667,78.86608333,GOOD,NO E/W,110 KV,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86608333333332 9.637416666666667, 78.86663888888889 9.6375)"
3,2,,T,DB,25,1A-2,61.86891286,0.27,FALSE,20.873238,"22°24'36""L",9.6375,78.86663889,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86663888888889 9.6375, 78.86877777777777 9.636972222222221)"
4,3,,T,DB,25,02-Mar,241.095791,1.2,FALSE,19.587042,"0°38'60""R",9.636972222,78.86877778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86877777777777 9.636972222222221, 78.87072222222221 9.636527777777777)"
5,4,,S,DA,26,03-Apr,218.8562478,3.12,FALSE,20.826471,,9.636527778,78.87072222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87072222222221 9.636527777777777, 78.87266666666666 9.636111111111111)"
6,5,,T,DB,25,04-May,218.4236489,0.51,FALSE,19.591591,"4°18'36""L",9.636111111,78.87266667,GOOD,Available,,Avaranthal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87266666666666 9.636111111111111, 78.87488888888888 9.635416666666666)"
7,6,,S,DA,26,05-Jun,256.1128474,4.35,FALSE,20.050611,,9.635416667,78.87488889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87488888888888 9.635416666666666, 78.87727777777778 9.634694444444444)"
8,7,,S,DA,26,06-Jul,275.1130864,1.2,FALSE,19.66222,,9.634694444,78.87727778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87727777777778 9.634694444444444, 78.87980555555555 9.633972222222221)"
9,8,,T,DB,25,07-Aug,286.9424621,0.3,FALSE,19.109406,"0°48'36""L",9.633972222,78.87980556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87980555555555 9.633972222222221, 78.88197222222222 9.633333333333335)"
10,9,,S,DA,26,08-Sep,250.3343209,3.36,FALSE,20.645061,,9.633333333,78.88197222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.88197222222222 9.633333333333335, 78.88419444444445 9.63263888888889)"
11,10,,S,DA,26,09-Oct,255.6097991,2.54,FALSE,19.165649,,9.632638889,78.88419444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.88419444444445 9.63263888888889, 78.8863888888889 9.631972222222222)"
12,11,,S,DA,26,10-Nov,251.5198633,1.51,FALSE,20.260952,,9.631972222,78.88638889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8863888888889 9.631972222222222, 78.88863888888889 9.631305555555556)"
13,12,,T,DB,25,11-Dec,255.7644884,1.1,FALSE,20.30652,"0°55'12""R",9.631305556,78.88863889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.88863888888889 9.631305555555556, 78.89047222222223 9.630777777777778)"
14,13,2W,T,DB,25,Dec-13,211.5219285,5.22,FALSE,19.310596,"0°35'24""R",9.630777778,78.89047222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89047222222223 9.630777777777778, 78.89258333333333 9.630222222222223)"
15,14,,S,DA,26,13-14,238.8053514,2.35,FALSE,20.432575,,9.630222222,78.89258333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89258333333333 9.630222222222223, 78.89483333333334 9.629583333333334)"
16,15,,S,DA,26,14-15,256.9308285,3.7,FALSE,19.22662,,9.629583333,78.89483333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89483333333334 9.629583333333334, 78.8963888888889 9.629138888888889)"
17,16,,S,DA,26,15-16,178.0531064,1.27,FALSE,19.32642,,9.629138889,78.89638889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8963888888889 9.629138888888889, 78.89866666666667 9.6285)"
18,17,,S,DA,26,16-17,258.8904267,0.51,FALSE,20.271219,,9.6285,78.89866667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89866666666667 9.6285, 78.90052777777778 9.628)"
19,18,,T,DB,25,17-18,212.1754548,0.3,FALSE,19.440731,"28°24'36""L",9.628,78.90052778,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90052777777778 9.628, 78.90230555555556 9.626333333333333)"
20,19,,S,DA,26,18-19,269.0689676,1.15,FALSE,19.23245,,9.626333333,78.90230556,GOOD,Available,,Kalangapuli Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90230555555556 9.626333333333333, 78.90386111111111 9.624861111111112)"
21,20,,S,DA,26,19-20,236.3431563,1.2,FALSE,18.836723,,9.624861111,78.90386111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90386111111111 9.624861111111112, 78.90561111111111 9.623194444444445)"
22,21,,S,DA,26,20-21,265.1048533,0.27,FALSE,17.606792,,9.623194444,78.90561111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90561111111111 9.623194444444445, 78.90733333333334 9.621555555555556)"
23,22,,T,DB,25,21-22,263.2043155,1.35,FALSE,18.055475,"9°54'36""L",9.621555556,78.90733333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90733333333334 9.621555555555556, 78.90852777777778 9.619944444444444)"
24,23,,S,DA,26,22-23,221.3219724,1.06,FALSE,17.038603,,9.619944444,78.90852778,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90852777777778 9.619944444444444, 78.90980555555556 9.618194444444445)"
