S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry ( Rasingapuram SS),2W,Gantry,Gantry,12,,,,,381.457794,,9.93675,77.33358333,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.33358333333332 9.93675, 77.33411111111111 9.936694444444445)"
2,80,,T,DB,25, Gantry-80,59.97479656,0.32,FALSE,380.138336,"5°21'0""L",9.936694444,77.33411111,GOOD,Available,,Bodi Main Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.33411111111111 9.936694444444445, 77.33513888888888 9.936472222222223)"
3,79,,T,DC,26,80-79,112.6834395,8.4,FALSE,379.926483,"33°44'24""R",9.936472222,77.33513889,GOOD,Available,"2-LT, 110KV LILO at Rasingapuram",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.33513888888888 9.936472222222223, 77.33663888888888 9.937083333333334)"
4,78,,T,DB,25,79-78,178.7001048,0.45,FALSE,379.222656,"12°16'12""L",9.937083333,77.33663889,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.33663888888888 9.937083333333334, 77.33841666666666 9.93736111111111)"
5,77,,S,DA,26,78-77,197.1042764,0.4,FALSE,377.536896,,9.937361111,77.33841667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.33841666666666 9.93736111111111, 77.34025 9.937666666666667)"
6,76,,S,DA,26,77-76,203.8887522,0.85,FALSE,375.160248,,9.937666667,77.34025,GOOD,Available,2-22KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.34025 9.937666666666667, 77.34261111111111 9.938083333333333)"
7,75,,S,DA,26,76-75,264.7376808,2.28,FALSE,374.618988,,9.938083333,77.34261111,GOOD,Available,33KV,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.34261111111111 9.938083333333333, 77.34497222222221 9.938472222222222)"
8,74,,T,DB,25,75-74,262.443369,3.01,FALSE,371.617065,"0°13'12""R",9.938472222,77.34497222,GOOD,Available,"33 KV,11KV",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.34497222222221 9.938472222222222, 77.34730555555555 9.93888888888889)"
9,73,,S,DA,26,74-73,259.1627949,0.53,FALSE,368.075104,,9.938888889,77.34730556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.34730555555555 9.93888888888889, 77.34980555555555 9.939305555555556)"
10,72,,S,DA,26,73-72,279.216212,1.52,FALSE,370.254028,,9.939305556,77.34980556,GOOD,Available,11 KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.34980555555555 9.939305555555556, 77.35205555555555 9.939722222222223)"
