S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry ( Valuthur SS),2W,T,GANTRY,18,,,0.06,FALSE,15.850897,,9.351388889,78.92577778,GOOD,,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92577777777778 9.351388888888888, 78.92569444444445 9.351138888888888)"
2,1,,T,DC,26,GANTRY-1,30.07955932,0.68,FALSE,15.378384,"89°29'24""R",9.351138889,78.92569444,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92569444444445 9.351138888888888, 78.92636111111112 9.350916666666667)"
3,2,,T,DB +6,31,01-Feb,76.84053823,1.71,FALSE,15.238591,"14°26'60""R",9.350916667,78.92636111,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92636111111112 9.350916666666667, 78.92666666666668 9.35211111111111)"
4,3,,T,SB +6,27,02-Mar,136.8747263,0.35,FALSE,15.607336,"34°36'36""L",9.352111111,78.92666667,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92666666666668 9.35211111111111, 78.92716666666666 9.352527777777777)"
5,4,,T,H-POLE,21,03-Apr,70.63974166,0.58,FALSE,14.382715,"46°49'48""L",9.352527778,78.92716667,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92716666666666 9.352527777777777, 78.92752777777778 9.3525)"
6,5,2W,T,SB,21,04-May,41.9366581,0.63,FALSE,14.980447,"15°20'24""R",9.3525,78.92752778,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92752777777778 9.3525, 78.93047222222222 9.353027777777777)"
7,6,,S,SA,21,05-Jun,328.734545,1.3,FALSE,16.250792,,9.353027778,78.93047222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93047222222222 9.353027777777777, 78.93252777777778 9.353388888888889)"
8,7,,S,SA,21,06-Jul,227.7764569,2.01,FALSE,12.002582,,9.353388889,78.93252778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93252777777778 9.353388888888889, 78.9345 9.353722222222222)"
9,8,,T,SB,21,07-Aug,219.8320233,1.18,FALSE,11.80416,"0°55'12""R",9.353722222,78.9345,GOOD,Available,,ROAD,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9345 9.353722222222222, 78.93661111111112 9.352611111111111)"
10,9,,S,SA,21,08-Sep,263.8119881,0.93,FALSE,10.875711,,9.352611111,78.93661111,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93661111111112 9.352611111111111, 78.93875 9.351444444444445)"
11,10,,S,SA,21,09-Oct,267.9887027,1.34,FALSE,11.556544,,9.351444444,78.93875,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93875 9.351444444444445, 78.94088888888889 9.350333333333333)"
12,11,,S,SA,21,10-Nov,264.7657861,1.58,FALSE,12.148294,,9.350333333,78.94088889,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.94088888888889 9.350333333333333, 78.943 9.349222222222222)"
13,12,2W,T,SB,21,11-Dec,262.4998016,2.69,FALSE,13.565513,"5°46'12""L",9.349222222,78.943,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.943 9.349222222222222, 78.94494444444445 9.347916666666666)"
14,13,,S,SA,21,Dec-13,257.8506137,1.03,FALSE,12.816117,,9.347916667,78.94494444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.94494444444445 9.347916666666666, 78.947 9.346472222222223)"
15,14,,T,SB+3,21,13-14,277.9262581,0.76,FALSE,13.310087,"4°38'24""R",9.346472222,78.947,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.947 9.346472222222223, 78.94880555555557 9.345444444444444)"
16,15,,S,SA,21,14-15,229.3612711,1.4,FALSE,12.39971,,9.345444444,78.94880556,GOOD,Available,LT,ROAD,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.94880555555557 9.345444444444444, 78.95044444444444 9.344472222222223)"
17,16,,T,SB,21,15-16,207.1695812,3.15,0,12.40641,"14°8'24""L",9.344472222,78.95044444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.95044444444444 9.344472222222223, 78.95205555555556 9.342833333333333)"
18,17,,T,SB,21,16-17,253.8407332,1.92,0,10.377419,"18°2'24""R",9.342833333,78.95205556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.95205555555556 9.342833333333333, 78.95427777777778 9.341722222222224)"
