S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 68,3W,T+6,DC,32,,,2.89,FALSE,315.4359131,,10.56450793,77.40303579,GOOD,,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4030357878655 10.5645079258829, 77.4033365305513 10.5662138946354)"
2,49/2,,S,DC,26,49/5 - 49/6,191.636391,3.8,FALSE,322.4053955,,10.56621389,77.40333653,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4033365305513 10.5662138946354, 77.4036539532244 10.568200405687)"
3,49/3,,T,DC,26,49/6 - 49/7,222.5619555,4.89,FALSE,319.28125,"13°29'22"" R",10.56820041,77.40365395,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4036539532244 10.568200405687, 77.4046032037585 10.5704708117991)"
4,49/4,,T,DC,26,49/7 - Gantry ( MN Patty ),271.8976298,5.12,FALSE,328.6539307,"19°43'11"" L",10.57047081,77.4046032,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4046032037585 10.5704708117991, 77.4047080613672 10.5726272240281)"
5,49/5,,S,DC,26,Gantry ( MN Patty ) - ,238.9093334,2.75,FALSE,320.4827881,,10.57262722,77.40470806,GOOD,Available,400KV,Mud Road,PLAIN,UP LINE CROSSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4047080613672 10.5726272240281, 77.4048987496644 10.5746870767325)"
6,49/6,,T,DC,26, - ,228.9020597,4.75,FALSE,319.7618408,"49°30'50"" R",10.57468708,77.40489875,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4048987496644 10.5746870767325, 77.4058554600924 10.5753561202436)"
7,49/7,,T,DC,26, - ,128.2749021,3.16,FALSE,322.4053955,"12°41'0"" L",10.57535612,77.40585546,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4058554600924 10.5753561202436, 77.4060919973999 10.5756154563277)"
8,Gantry ( MN Patty ),2W,T,H-POLE,12,49/7-Gantry ,38.65696383,5.15,FALSE,317.1182861,,10.57561546,77.406092,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
