S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
81,TN - 372,,S,DC on DC,32,TN - 369 : TN - 368,294.6441509,8.39,154,,9.817099823,77.92686568,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9268656764179 9.81709982268512, 77.9264216870069 9.8145346250385)"
82,TN - 371,,S,DC on DC,32,TN - 368 : TN - 367,290.1299517,5.21,157,,9.814534625,77.92642169,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9264216870069 9.8145346250385, 77.9259713273495 9.81195241212844)"
83,TN - 370,,S,DC on DC,32,TN - 367 : TN - 366,292.1049322,9.25,158,,9.811952412,77.92597133,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9259713273495 9.81195241212844, 77.9255255777388 9.80940515175461)"
84,TN - 369,,S,DC on DC,32,TN - 366 : TN - 365,288.2058766,7.49,156,,9.809405152,77.92552558,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9255255777388 9.80940515175461, 77.925063567236 9.80668187141418)"
85,TN - 368,,S,DC on DC,32,TN - 365 : TN - 364,307.7141113,6.76,157,,9.806681871,77.92506357,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.925063567236 9.80668187141418, 77.9245837032794 9.80391886085271)"
86,TN - 367,,S,DC on DC,32,TN - 364 : TN - 363,312.3789173,0.87,152,,9.803918861,77.9245837,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9245837032794 9.80391886085271, 77.9241051804274 9.80112609453499)"
87,TN - 366,,S,DC on DC,32,TN - 363 : TN - 362,315.6008569,8.71,156,,9.801126095,77.92410518,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9241051804274 9.80112609453499, 77.9236274957656 9.79837314225733)"
88,TN - 365,2W,T,DC on DC,30,TN - 362 : TN - 361,311.2407826,2.04,152,13°37'34''RT,9.798373142,77.9236275,GOOD,AVAILABLE,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9236274957656 9.79837314225733, 77.9238018393516 9.7957357764244)"
89,TN - 364,,S,DC on DC,32,TN - 361 : TN - 360,294.5913051,7.55,153,,9.795735776,77.92380184,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9238018393516 9.7957357764244, 77.9239859897643 9.79311425238847)"
90,TN - 363,,S,DC on DC,32,TN - 360 : TN - 359,292.914229,3.41,154,,9.793114252,77.92398599,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9239859897643 9.79311425238847, 77.9241508617997 9.79050245136022)"
91,TN - 362,,S,DC on DC,32,TN - 359 : TN - 358,291.700508,3.41,157,,9.790502451,77.92415086,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9241508617997 9.79050245136022, 77.9243104532361 9.78789526037871)"
92,TN - 361,,S,DC on DC,32,TN - 358 : TN - 357,291.1554528,6.17,158,,9.78789526,77.92431045,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9243104532361 9.78789526037871, 77.9244730621576 9.78526451624929)"
93,TN - 360,,S,DC on DC,32,TN - 357 : TN - 356,293.7782071,7.47,156,,9.785264516,77.92447306,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9244730621576 9.78526451624929, 77.9246458131819 9.78266101330518)"
94,TN - 359,,S,DC on DC,32,TN - 356 : TN - 355,290.8392499,1.97,157,,9.782661013,77.92464581,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9246458131819 9.78266101330518, 77.9247933346778 9.78002884425222)"
95,TN - 358,,T,DC on DC,30,TN - 355 : TN - 354,293.8390326,2.47,152,26°13'13''RT,9.780028844,77.92479333,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9247933346778 9.78002884425222, 77.9260488599538 9.77780319750309)"
96,TN - 357,,S,DC on DC,35,TN - 354 : TN - 353,284.3358181,5.54,156,,9.777803198,77.92604886,GOOD,AVAILABLE,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9260488599538 9.77780319750309, 77.9274856857955 9.77523322217166)"
97,TN - 356,,T,DC on DC,30,TN - 353 : TN - 352,327.3251927,5.5,152,2°44'45''LT,9.775233222,77.92748569,GOOD,AVAILABLE,"HT, LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9274856857955 9.77523322217166, 77.9280960559844 9.7740070335567)"
98,TN - 355,,T,DC on DC,30,TN - 352 : TN - 351,153.3886979,4.27,153,29°5'60''LT,9.774007034,77.92809606,GOOD,AVAILABLE,"HT, LT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9280960559844 9.7740070335567, 77.9279596824198 9.77104570716619)"
99,TN - 354,2W,T,DC on DC,30,TN - 351 : TN - 350,330.170483,6.25,154,16°33'16''LT,9.771045707,77.92795968,GOOD,AVAILABLE,,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9279596824198 9.77104570716619, 77.9270393494516 9.7684015519917)"
100,TN - 353,,S,DC on DC,32,TN - 350 : TN - 349,311.6720865,3.59,157,,9.768401552,77.92703935,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9270393494516 9.7684015519917, 77.926133768633 9.76581020280718)"
101,TN - 352,,S,DC on DC,32,TN - 349 : TN - 348,305.6178945,7.62,158,,9.765810203,77.92613377,GOOD,AVAILABLE,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.926133768633 9.76581020280718, 77.9252317082136 9.76324047893285)"
102,TN - 351,,S,DC on DC,32,TN - 348 : TN - 347,303.2296079,2.77,156,,9.763240479,77.92523171,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9252317082136 9.76324047893285, 77.9243002273142 9.76058366708457)"
103,TN - 350,,S,DC on DC,32,TN - 347 : TN - 346,313.3967413,6.36,157,,9.760583667,77.92430023,GOOD,AVAILABLE,400KV UP XING,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9243002273142 9.76058366708457, 77.9233907908201 9.75803372450172)"
104,TN - 349,,S,DC on DC,32,TN - 346 : TN - 345,301.4315663,2.44,152,,9.758033725,77.92339079,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9233907908201 9.75803372450172, 77.92254765518 9.75556768476963)"
105,TN - 348,,S,DC on DC,32,TN - 345 : TN - 344,290.2713284,7.25,156,,9.755567685,77.92254766,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.92254765518 9.75556768476963, 77.9216394759714 9.75299360230565)"
106,TN - 347,,S,DC on DC,32,TN - 344 : TN - 343,303.9065416,6.16,152,,9.752993602,77.92163948,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9216394759714 9.75299360230565, 77.9207422770559 9.75043712183833)"
107,TN - 346,,S,DC on DC,32,TN - 343 : TN - 342,301.6693984,3.91,153,,9.750437122,77.92074228,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9207422770559 9.75043712183833, 77.919828062877 9.747851556167)"
108,TN - 345,2W,T,DC on DC,30,TN - 342 : TN - 341,305.3253606,2.86,154,18°25'39''RT,9.747851556,77.91982806,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.919828062877 9.747851556167, 77.919780369848 9.74523799493908)"
109,TN - 344,,S,DC on DC,32,TN - 341 : TN - 340,291.3748172,3.36,157,,9.745237995,77.91978037,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.919780369848 9.74523799493908, 77.9197242110967 9.74243936128914)"
110,TN - 343,,S,DC on DC,32,TN - 340 : TN - 339,311.8766914,6.23,158,,9.742439361,77.91972421,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9197242110967 9.74243936128914, 77.9196678008884 9.73962966352701)"
111,TN - 342,,S,DC on DC,32,TN - 339 : TN - 338,313.1017631,1.25,156,,9.739629664,77.9196678,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9196678008884 9.73962966352701, 77.9196258913725 9.73680856637656)"
112,TN - 341,,S,DC on DC,32,TN - 338 : TN - 337,314.3358704,3.42,157,,9.736808566,77.91962589,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9196258913725 9.73680856637656, 77.9195656254887 9.73397648893296)"
113,TN - 340,,S,DC on DC,32,TN - 337 : TN - 336,315.5872947,3.83,152,,9.733976489,77.91956563,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9195656254887 9.73397648893296, 77.9195205308496 9.73116394132375)"
114,TN - 339,,S,DC on DC,32,TN - 336 : TN - 335,313.3947701,6.24,156,,9.731163941,77.91952053,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9195205308496 9.73116394132375, 77.9194673895835 9.72838123328983)"
115,TN - 338,,S,DC on DC,32,TN - 335 : TN - 334,310.1073001,2.83,152,,9.728381233,77.91946739,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9194673895835 9.72838123328983, 77.9194125719368 9.72560849972069)"
116,TN - 337,,S,DC on DC,32,TN - 334 : TN - 333,309.0068017,8.43,153,,9.7256085,77.91941257,GOOD,AVAILABLE,,"ROAD, POND",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9194125719368 9.72560849972069, 77.9193577542901 9.72275882028043)"
117,TN - 336,,S,DC on DC,32,TN - 333 : TN - 332,317.5232278,5.82,154,,9.72275882,77.91935775,GOOD,AVAILABLE,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9193577542901 9.72275882028043, 77.9192987456917 9.71994996070861)"
118,TN - 335,,S,DC on DC,32,TN - 332 : TN - 331,313.0144046,5.83,157,,9.719949961,77.91929875,GOOD,AVAILABLE,,POND,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9192987456917 9.71994996070861, 77.919246526435 9.71715384162962)"
119,TN - 334,,S,DC on DC,32,TN - 331 : TN - 330,311.5895433,2.87,158,,9.717153842,77.91924653,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.919246526435 9.71715384162962, 77.9191912896931 9.7143227700144)"
120,TN - 333,2W,T,DC on DC,30,TN - 330 : TN - 329,315.4643889,8.58,156,6°0'17''LT,9.71432277,77.91919129,GOOD,AVAILABLE,,"ROAD, POND",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9191912896931 9.7143227700144, 77.9189009405672 9.71199905499815)"
121,TN - 332,,S,DC on DC,32,TN - 329 : TN - 328,261.2091745,4.98,157,,9.711999055,77.91890094,GOOD,AVAILABLE,"HT, LT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9189009405672 9.71199905499815, 77.9185553546994 9.70915876328945)"
122,TN - 331,,S,DC on DC,32,TN - 328 : TN - 327,318.708772,8.04,152,,9.709158763,77.91855535,GOOD,AVAILABLE,,"ROAD, POND",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9185553546994 9.70915876328945, 77.9182062484323 9.70643363893032)"
123,TN - 330,,S,DC on DC,32,TN - 327 : TN - 326,306.1036502,3.42,156,,9.706433639,77.91820625,GOOD,AVAILABLE,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9182062484323 9.70643363893032, 77.9178737383335 9.70368563197553)"
124,TN - 329,,S,DC on DC,32,TN - 326 : TN - 325,308.3940495,2.81,152,,9.703685632,77.91787374,GOOD,AVAILABLE,LT -2,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9178737383335 9.70368563197553, 77.9175511188805 9.70099562779069)"
125,TN - 328,,S,DC on DC,32,TN - 325 : TN - 324,301.8893941,1.22,153,,9.700995628,77.91755112,GOOD,AVAILABLE,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9175511188805 9.70099562779069, 77.9171888530254 9.69811937771737)"
126,TN - 327,,S,DC on DC,32,TN - 324 : TN - 323,322.88271,0.84,154,,9.698119378,77.91718885,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9171888530254 9.69811937771737, 77.9168428480625 9.69525435939431)"
127,TN - 326,,T,DC on DC,30,TN - 323 : TN - 322,321.4314613,1.52,157,2°18'35''LT,9.695254359,77.91684285,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9168428480625 9.69525435939431, 77.9164841026067 9.69303835183382)"
128,TN - 325,,S,DC on DC,32,TN - 322 : TN - 321,250.4602926,1.38,158,,9.693038352,77.9164841,GOOD,AVAILABLE,"HT, LT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9164841026067 9.69303835183382, 77.9161070846021 9.69060030765831)"
129,TN - 324,,S,DC on DC,32,TN - 321 : TN - 320,275.0540085,1.49,156,,9.690600308,77.91610708,GOOD,AVAILABLE,,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9161070846021 9.69060030765831, 77.9157033283263 9.68800057657063)"
130,TN - 323,,S,DC on DC,32,TN - 320 : TN - 319,293.1913607,1.73,157,,9.688000577,77.91570333,GOOD,AVAILABLE,,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9157033283263 9.68800057657063, 77.915266463533 9.68522985465824)"
131,TN - 322,,S,DC on DC,32,TN - 319 : TN - 318,312.4540733,0.79,152,,9.685229855,77.91526646,GOOD,AVAILABLE,110KV T.KALLUPATTI LINE DOWN  XING,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.915266463533 9.68522985465824, 77.9148285090923 9.6823844499886)"
132,TN - 321,,S,DC on DC,32,TN - 318 : TN - 317,320.6427294,2.65,156,,9.68238445,77.91482851,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9148285090923 9.6823844499886, 77.9143846873193 9.67961682938039)"
133,TN - 320,,S,DC on DC,32,TN - 317 : TN - 316,312.2338435,1.94,152,,9.679616829,77.91438469,GOOD,AVAILABLE,LT -2,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9143846873193 9.67961682938039, 77.9139367584139 9.67684166505932)"
134,TN - 319,2W,T,DC on DC,30,TN - 316 : TN - 315,313.1295175,4.11,153,0°2'22''RT,9.676841665,77.91393676,GOOD,AVAILABLE,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9139367584139 9.67684166505932, 77.9135148972272 9.67421653680503)"
135,TN - 318,,S,DC on DC,32,TN - 315 : TN - 314,296.276484,3.76,154,,9.674216537,77.9135149,GOOD,AVAILABLE,"HT, LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9135148972272 9.67421653680503, 77.9130811337381 9.67152410186827)"
136,TN - 317,,S,DC on DC,32,TN - 314 : TN - 313,303.8402677,2.27,157,,9.671524102,77.91308113,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9130811337381 9.67152410186827, 77.9126353841274 9.66873812489211)"
137,TN - 316,,S,DC on DC,32,TN - 313 : TN - 312,314.2735756,3.04,158,,9.668738125,77.91263538,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9126353841274 9.66873812489211, 77.9121714457869 9.66588140465319)"
138,TN - 315,,S,DC on DC,32,TN - 312 : TN - 311,322.3221039,2.29,156,,9.665881405,77.91217145,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9121714457869 9.66588140465319, 77.9117029812186 9.66300599277019)"
139,TN - 314,,S,DC on DC,32,TN - 311 : TN - 310,324.4439693,2.95,157,,9.663005993,77.91170298,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9117029812186 9.66300599277019, 77.9112397134304 9.66015446931123)"
140,TN - 313,,S,DC on DC,32,TN - 310 : TN - 309,321.7422121,0.37,152,,9.660154469,77.91123971,GOOD,AVAILABLE,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9112397134304 9.66015446931123, 77.9107787087559 9.65725315734744)"
141,TN - 312,,T,DC on DC,30,TN - 309 : TN - 308,327.1458662,2.25,156,6°26'51''LT,9.657253157,77.91077871,GOOD,AVAILABLE,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9107787087559 9.65725315734744, 77.9101513233035 9.65498719364404)"
142,TN - 311,,S,DC on DC,32,TN - 308 : TN - 307,262.1391851,1.09,152,,9.654987194,77.91015132,GOOD,AVAILABLE,"HT, LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9101513233035 9.65498719364404, 77.9094588942825 9.65238930657506)"
143,TN - 310,,S,DC on DC,32,TN - 307 : TN - 306,299.4769128,1.15,153,,9.652389307,77.90945889,GOOD,AVAILABLE,LT - 3,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9094588942825 9.65238930657506, 77.9087538924068 9.64978555217385)"
144,TN - 309,,S,DC on DC,32,TN - 306 : TN - 305,300.4602029,1.75,154,,9.649785552,77.90875389,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9087538924068 9.64978555217385, 77.9080533329397 9.64715313166379)"
145,TN - 308,,S,DC on DC,32,TN - 305 : TN - 304,303.4009626,1.99,157,,9.647153132,77.90805333,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9080533329397 9.64715313166379, 77.9073541983962 9.64458625763654)"
146,TN - 307,,S,DC on DC,32,TN - 304 : TN - 303,296.350316,2.82,158,,9.644586258,77.9073542,GOOD,AVAILABLE,,"ROAD, POND",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9073541983962 9.64458625763654, 77.9066735040396 9.64202080853283)"
147,TN - 306,2W,T,DC on DC,30,TN - 303 : TN - 302,295.6756879,8.72,156,14°46'25''LT,9.642020809,77.9066735,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9066735040396 9.64202080853283, 77.9054027236998 9.63978686369955)"
148,TN - 305,,S,DC on DC,32,TN - 302 : TN - 301,285.9791236,7.79,157,,9.639786864,77.90540272,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9054027236998 9.63978686369955, 77.9040803946554 9.63744420558214)"
149,TN - 304,,S,DC on DC,32,TN - 301 : TN - 300,299.2446867,4.11,152,,9.637444206,77.90408039,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9040803946554 9.63744420558214, 77.9027565568685 9.63508998043835)"
150,TN - 303,,S,DC on DC,32,TN - 300 : TN - 299,300.4433494,2.54,156,,9.63508998,77.90275656,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9027565568685 9.63508998043835, 77.9014224931597 9.63272972032427)"
151,TN - 302,,S,DC on DC,32,TN - 299 : TN - 298,301.5749762,6.63,152,,9.63272972,77.90142249,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9014224931597 9.63272972032427, 77.9000928718596 9.6303765848279)"
152,TN - 301,,S,DC on DC,32,TN - 298 : TN - 297,300.6484895,5.16,153,,9.630376585,77.90009287,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9000928718596 9.6303765848279, 77.8987710457295 9.628037950024)"
153,TN - 300,,S,DC on DC,32,TN - 297 : TN - 296,298.8296612,2.36,154,,9.62803795,77.89877105,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8987710457295 9.628037950024, 77.897443016991 9.62568338960409)"
154,TN - 299,,S,DC on DC,32,TN - 296 : TN - 295,300.7008456,3.22,157,,9.62568339,77.89744302,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.897443016991 9.62568338960409, 77.8961048461496 9.6233135741204)"
155,TN - 298,,S,DC on DC,32,TN - 295 : TN - 294,302.7187905,5.4,158,,9.623313574,77.89610485,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8961048461496 9.6233135741204, 77.8947823494672 9.62097686715424)"
156,TN - 297,,S,DC on DC,32,TN - 294 : TN - 293,298.6799929,3.96,156,,9.620976867,77.89478235,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8947823494672 9.62097686715424, 77.8934675641357 9.61863462813198)"
157,TN - 296,,S,DC on DC,32,TN - 293 : TN - 292,298.801019,6.04,157,,9.618634628,77.89346756,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8934675641357 9.61863462813198, 77.8921286389231 9.61625517345964)"
158,TN - 295,,S,DC on DC,32,TN - 292 : TN - 291,303.6908732,2.57,152,,9.616255173,77.89212864,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8921286389231 9.61625517345964, 77.890849309042 9.61397428996861)"
159,TN - 294,2W,T,DC on DC,30,TN - 291 : TN - 290,290.9722661,3.46,156,22°29'50''RT,9.61397429,77.89084931,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.890849309042 9.61397428996861, 77.8905127756297 9.61114816367626)"
160,TN - 293,,S,DC on DC,32,TN - 290 : TN - 289,317.025861,3.26,152,,9.611148164,77.89051278,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8905127756297 9.61114816367626, 77.8901992924511 9.60845061577856)"
161,TN - 292,,S,DC on DC,32,TN - 289 : TN - 288,302.5946484,2.8,153,,9.608450616,77.89019929,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8901992924511 9.60845061577856, 77.8898823726922 9.60576832294464)"
162,TN - 291,,S,DC on DC,32,TN - 288 : TN - 287,300.9607587,1.86,154,,9.605768323,77.88988237,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8898823726922 9.60576832294464, 77.8895686380565 9.60306046530604)"
163,TN - 290,,S,DC on DC,32,TN - 287 : TN - 286,303.7314094,2.39,157,,9.603060465,77.88956864,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8895686380565 9.60306046530604, 77.8892460186034 9.60034137591719)"
164,TN - 289,,S,DC on DC,32,TN - 286 : TN - 285,305.0791529,2.03,158,,9.600341376,77.88924602,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8892460186034 9.60034137591719, 77.8889187891036 9.59761315025389)"
165,TN - 288,,S,DC on DC,32,TN - 285 : TN - 284,306.1429675,8.39,156,,9.59761315,77.88891879,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8889187891036 9.59761315025389, 77.8886138554662 9.59491811692714)"
166,TN - 287,,S,DC on DC,32,TN - 284 : TN - 283,302.2113983,4.23,157,,9.594918117,77.88861386,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8886138554662 9.59491811692714, 77.8882854524999 9.59221805445849)"
167,TN - 286,2W,T,DC on DC,30,TN - 283 : TN - 282,303.0626701,9.25,152,0°18'31''RT,9.592218054,77.88828545,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8882854524999 9.59221805445849, 77.8879716340452 9.58951665088534)"
168,TN - 285,,S,DC on DC,32,TN - 282 : TN - 281,303.022236,7.49,156,,9.589516651,77.88797163,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8879716340452 9.58951665088534, 77.8876654431223 9.58681700751185)"
