S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (Thiruvadanai SS),2W,Gantry,Gantry,12,,,,,29.643822,,9.796805556,78.89377778,GOOD,NO E/W,,,SS,Lamp post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89377777777779 9.796805555555556, 78.89391666666667 9.797027777777778)"
2,1,,T,SC,22,Gantry -1,27.80606803,1.28,FALSE,30.990593,"65°5'60""L",9.797027778,78.89391667,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89391666666667 9.797027777777778, 78.89633333333335 9.796472222222222)"
3,2,,T,SC,22,01-Feb,273,1.41,FALSE,12.789274,"28°41'24""L",9.796472222,78.89633333,GOOD,Available,"5-HT,LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89633333333335 9.796472222222222, 78.89772222222223 9.79525)"
4,3,,S,SA,22,02-Mar,208,2.06,FALSE,12.419985,,9.79525,78.89772222,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89772222222223 9.79525, 78.89922222222224 9.793944444444444)"
5,4,,S,SA,22,03-Apr,220,2.37,FALSE,13.113791,,9.793944444,78.89922222,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89922222222224 9.793944444444444, 78.90050000000001 9.792833333333332)"
6,5,,T,SB,21,04-May,188,1.52,FALSE,15.06745,"25°17'60""R",9.792833333,78.9005,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90050000000001 9.792833333333332, 78.90258333333334 9.792222222222222)"
7,6,,S,SA,22,05-Jun,238,1.27,FALSE,13.845345,,9.792222222,78.90258333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90258333333334 9.792222222222222, 78.90461111111112 9.791666666666666)"
8,7,,S,SA,22,06-Jul,234,2.26,FALSE,14.32315,,9.791666667,78.90461111,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90461111111112 9.791666666666666, 78.90672222222223 9.791083333333333)"
9,8,,S,SA,22,07-Aug,244,1.17,FALSE,18.209454,,9.791083333,78.90672222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90672222222223 9.791083333333333, 78.90877777777779 9.7905)"
10,9,,S,SA,22,08-Sep,236.0332203,3.41,FALSE,20.782717,,9.7905,78.90877778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90877777777779 9.7905, 78.9111388888889 9.789833333333334)"
