S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,VT 65,3W,T,DC,26,,,0.51,FALSE,17.37487,,9.659138889,78.86666667,GOOD,NO E/W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86666666666666 9.65913888888889, 78.86630555555556 9.659444444444444)"
2,Gantry,2W,Gantry,Gantry,12,VT 65-Gantry,51.60056612,,,7.621574,,9.659444444,78.86630556,GOOD,NO E/W,LT,,Plain,Lamp post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,,,,,,254.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,307.136,254.19,0,,"°'0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DD,MM,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
