S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 196,3W,T,SC,26,,,2.05,FALSE,333.01947,,10.51974898,77.66389403,GOOD,,,,PLAIN,Renganathapuram - Udumalpet Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6638940256088 10.519748982042, 77.6636230386793 10.5195380095392)"
2,150,,T,DC,26,147 - 146,42.76616228,4.1,FALSE,333.768982,34°27'39''RT,10.51953801,77.66362304,GOOD,NO E/W,,,PLAIN,Sempatti - Udumalpet Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6636230386793 10.5195380095392, 77.6620739791542 10.5194380134344)"
3,149,,S,DC,26,146 - 145,175.0322375,1.73,FALSE,334.170227,,10.51943801,77.66207398,GOOD,Available,HT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6620739791542 10.5194380134344, 77.6599840354174 10.5193100217729)"
4,148,,S,DC,26,145 - 144,234.3534662,2.18,FALSE,333.907043,,10.51931002,77.65998404,GOOD,Available,LT - 2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6599840354174 10.5193100217729, 77.6582059822976 10.5191680323332)"
5,147,,S,DC,26,144 - 143,200.3864194,0.79,FALSE,334.329163,,10.51916803,77.65820598,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6582059822976 10.5191680323332, 77.6562499813735 10.5190699640661)"
6,146,,T,DC,26,143 - 142,219.5188463,1.45,FALSE,333.609161,19°32'11''RT,10.51906996,77.65624998,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6562499813735 10.5190699640661, 77.6544000115245 10.5196169670671)"
7,145,,S,DC,26,142 - 141,216.481446,3.02,FALSE,331.045502,,10.51961697,77.65440001,GOOD,Available,,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6544000115245 10.5196169670671, 77.6523839961737 10.5201829969882)"
8,144,,T,DC,26,141 - 140,234.5317412,4.19,FALSE,331.434509,29°50'23''LT,10.520183,77.652384,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6523839961737 10.5201829969882, 77.6503209583461 10.5196739640086)"
9,143,,S,DC,26,140 - 139,237.8842949,5.28,FALSE,328.206665,,10.51967396,77.65032096,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6503209583461 10.5196739640086, 77.6479689963161 10.5191009771078)"
10,142,,S,DC,26,139 - 138,270.3039944,1.4,FALSE,327.445038,,10.51910098,77.647969,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6479689963161 10.5191009771078, 77.6457389909774 10.5185439996421)"
11,141,,S,DC,26,138 - LILO : 138/1,256.9139429,2.93,FALSE,324.842133,,10.518544,77.64573899,GOOD,Available,LT,Canal,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6457389909774 10.5185439996421, 77.6437020208686 10.5180089827626)"
12,140,,T,DC,26,LILO : 138/1 - 138/2,235.83586,6.03,FALSE,325.909271,3°4'42''RT,10.51800898,77.64370202,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6437020208686 10.5180089827626, 77.641609981656 10.5175769794732)"
13,139,,T,DC,26,138/2 - 138/3,239.0784682,2.55,FALSE,324.110565,12°28'10''RT,10.51757698,77.64160998,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.641609981656 10.5175769794732, 77.6405930053442 10.5175889655947)"
14,138,,T,DC,26,138/3 - DP1,116.3981592,0.89,0,325.425201,50°46'14''LT,10.51758897,77.64059301,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6405930053442 10.5175889655947, 77.6395060401409 10.5163030140101)"
15,LILO : 138/1,3W,T,DC,26,DP1 - DP2,190.5599052,4.11,0,327.393738,12°36'38''LT,10.51630301,77.63950604,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6395060401409 10.5163030140101, 77.6382639259099 10.513921547681)"
