S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type ,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
95,27,,S,DA,26,28-27,301.2407675,1.2,111,,9.399779532,77.77002661,GOOD,GOOD,,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7700266055762 9.39977953210473, 77.7727870177477 9.40024581737816)"
96,26,2W,S,DA,26,27-26,307.7742679,1.36,111,,9.400245817,77.77278702,GOOD,GOOD,,MUD ROAD-2,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7727870177477 9.40024581737816, 77.7755479328334 9.40077521838247)"
97,25,,S,DA,26,26-25,309.0792779,1.19,102,,9.400775218,77.77554793,GOOD,GOOD,,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7755479328334 9.40077521838247, 77.7784269489347 9.40127654001116)"
98,24,,S,DA,26,25-24,321.2786952,1.25,107,,9.40127654,77.77842695,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7784269489347 9.40127654001116, 77.7811510674655 9.40175204537808)"
99,23,,S,DA,26,24-23,304.0164469,1.34,104,,9.401752045,77.78115107,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7811510674655 9.40175204537808, 77.7834469545632 9.40214951522648)"
100,22,,T,DB,24,23-22,256.16401,1.54,104,"14°22'50""",9.402149515,77.78344695,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7834469545632 9.40214951522648, 77.7859123237431 9.40325936302542)"
101,21,,S,DA,26,22-21,297.5315109,1.68,99,,9.403259363,77.78591232,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7859123237431 9.40325936302542, 77.788496883586 9.40448580309748)"
102,20,,S,DA,26,21-20,314.8539344,1.86,100,,9.404485803,77.78849688,GOOD,GOOD,LT-1,ROAD-1,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.788496883586 9.40448580309748, 77.791063003242 9.40567611716687)"
103,19,,S,DA,26,20-19,311.3149531,1.65,100,,9.405676117,77.791063,GOOD,GOOD,,"ROAD-1,RIVER-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.791063003242 9.40567611716687, 77.7936377562582 9.40680314786732)"
104,18,,S,DA,26,19-18,309.2781919,1.28,100,,9.406803148,77.79363776,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7936377562582 9.40680314786732, 77.796266991645 9.40792070701718)"
105,17,,S,DA,26,18-17,314.3564855,1.46,100,,9.407920707,77.79626699,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.796266991645 9.40792070701718, 77.7987875137478 9.40909325145185)"
106,16,,S,DA,26,17-16,305.9411708,1.23,100,,9.409093251,77.79878751,GOOD,GOOD,HT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7987875137478 9.40909325145185, 77.8013442456722 9.41024743951857)"
107,15,,S,DA,26,16-15,308.7069808,1.44,101,,9.41024744,77.80134425,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8013442456722 9.41024743951857, 77.8039105329662 9.41144672222435)"
108,14,2W,T,DC,26,15-14,311.746692,1.49,103,"26°54'32""",9.411446722,77.80391053,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8039105329662 9.41144672222435, 77.8065113537013 9.41129048354923)"
109,13,,S,DA,26,14-13,286.3930865,1.16,100,,9.411290484,77.80651135,GOOD,GOOD,,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8065113537013 9.41129048354923, 77.8091580234467 9.41118814051151)"
110,12,,S,DA,26,13-Dec,291.139142,1.5,99,,9.411188141,77.80915802,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8091580234467 9.41118814051151, 77.8117682319134 9.41106794402003)"
111,11,,S,DA,26,12-Nov,287.210724,2.67,98,,9.411067944,77.81176823,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8117682319134 9.41106794402003, 77.814396880567 9.41098370589315)"
112,10,,S,DA,26,11-Oct,289.0847627,1.42,99,,9.410983706,77.81439688,GOOD,GOOD,HT-1,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.814396880567 9.41098370589315, 77.8169800993055 9.41089980304241)"
113,9,,S,DA,26,10-Sep,284.0862545,1.77,102,,9.410899803,77.8169801,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8169800993055 9.41089980304241, 77.8196176327764 9.41079746000468)"
114,8,,S,DA,26,09-Aug,290.1396216,1.63,104,,9.41079746,77.81961763,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8196176327764 9.41079746000468, 77.822328088805 9.41070349887013)"
115,7,,T,DD,28,08-Jul,298.1073632,1.79,102,"57°8'32""",9.410703499,77.82232809,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.822328088805 9.41070349887013, 77.8232447337359 9.41154537722468)"
116,6,,T,DD,28,07-Jun,137.2443077,1.88,101,"40°12'43""",9.411545377,77.82324473,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8232447337359 9.41154537722468, 77.8230012394487 9.41292956471443)"
117,5,,T,DB,24,06-May,155.5409914,IN WATER,101,,9.412929565,77.82300124,GOOD,GOOD,,DRAIN-1,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8230012394487 9.41292956471443, 77.8228015825152 9.41411468200385)"
118,4,,S,DA,26,05-Apr,133.0037593,IN WATER,101,"0°11'31""",9.414114682,77.82280158,GOOD,GOOD,,,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8228015825152 9.41411468200385, 77.822314845398 9.41691021434962)"
119,3,,T,DD,28,04-Mar,314.0334377,1.09,102,"45°5'43""",9.416910214,77.82231485,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.822314845398 9.41691021434962, 77.8236800897866 9.41921213641762)"
120,2,,T,DC,26,03-Feb,295.7025533,1.89,96,"29°33'20""",9.419212136,77.82368009,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8236800897866 9.41921213641762, 77.8257824387401 9.42041493952274)"
121,1,,T,DD,28,02-Jan,266.6927071,1.46,95,"45°28'46""",9.42041494,77.82578244,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8257824387401 9.42041493952274, 77.8260184731334 9.4203498121351)"
122,Gantry (110KV Anuppankulam SS),2W,T,GT,15,1-GT,26.92582404,,95,,9.420349812,77.82601847,GOOD,MISSING,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
