S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
32,31,,S,SA,26,30-31,269.2126277,2.36,FALSE,27.14826,,9.572694444,78.78836111,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78836111111112 9.572694444444444, 78.78644444444444 9.57425)"
33,32,,S,SA,26,31-32,270.3672944,1.46,FALSE,27.862576,,9.57425,78.78644444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78644444444444 9.57425, 78.78466666666667 9.57563888888889)"
34,33,,S,SA,26,32-33,248.8003926,1.11,FALSE,26.073948,,9.575638889,78.78466667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78466666666667 9.57563888888889, 78.78188888888889 9.575944444444444)"
35,34,,S,SA,26,33-34,308.1812924,1.96,FALSE,26.13176,,9.575944444,78.78188889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78188888888889 9.575944444444444, 78.77938888888889 9.576138888888888)"
36,35,,S,SA,26,34-35,274.4770267,2.33,FALSE,27.38414,,9.576138889,78.77938889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77938888888889 9.576138888888888, 78.77669444444444 9.576416666666667)"
37,36,,S,SA,26,35-36,296.9133318,4.01,FALSE,25.903215,,9.576416667,78.77669444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77669444444444 9.576416666666667, 78.77402777777777 9.576666666666666)"
38,37,,S,SA,26,36-37,295.5905081,3.03,FALSE,26.821342,,9.576666667,78.77402778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77402777777777 9.576666666666666, 78.77125 9.576916666666666)"
39,38,2W,T,SC,26,37-38,304.6109636,3.27,FALSE,27.980425,"55°20'24""L",9.576916667,78.77125,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77125 9.576916666666666, 78.76983333333334 9.57938888888889)"
40,39,,S,SA,26,38-39,315.5521936,1.26,FALSE,26.05862,,9.579388889,78.76983333,GOOD,Available,HT,Paramakudi,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76983333333334 9.57938888888889, 78.76858333333334 9.581527777777778)"
41,40,2W,T,SC,26,39-40,274.3938913,1.46,FALSE,28.060158,"38°36'0""R",9.581527778,78.76858333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76858333333334 9.581527777777778, 78.76616666666666 9.582444444444445)"
42,41,,S,SA,26,40-41,283.1141931,2.06,FALSE,27.213089,,9.582444444,78.76616667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76616666666666 9.582444444444445, 78.76363888888889 9.583388888888889)"
43,42,,S,SA,26,41-42,296.7372541,1.05,FALSE,26.680206,,9.583388889,78.76363889,GOOD,Available,"HT,LT",Panchanur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76363888888889 9.583388888888889, 78.76133333333334 9.58425)"
44,43,,S,SA,26,42-43,269.3282726,2.51,FALSE,27.629173,,9.58425,78.76133333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76133333333334 9.58425, 78.75875 9.58525)"
45,44,,S,SA,26,43-44,305.6951692,1.48,FALSE,30.356459,,9.58525,78.75875,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75875 9.58525, 78.75644444444444 9.586111111111112)"
46,45,,S,SA,26,44-45,269.2601676,3.31,FALSE,30.552074,,9.586111111,78.75644444,GOOD,NO E/W,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75644444444444 9.586111111111112, 78.75419444444445 9.586972222222222)"
47,46,,S,SA,26,45-46,266.6878888,1.42,FALSE,31.680489,,9.586972222,78.75419444,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75419444444445 9.586972222222222, 78.75186111111111 9.587805555555557)"
48,47,,T,SB,25,46-47,271.0067044,2.47,FALSE,32.550484,"11°35'24""R",9.587805556,78.75186111,GOOD,NO E/W,,VillageRoad,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75186111111111 9.587805555555557, 78.74975 9.588083333333334)"
49,48,,S,SA,26,47-48,233.7597631,2.4,FALSE,32.344864,,9.588083333,78.74975,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74975 9.588083333333334, 78.74775 9.58838888888889)"
50,49,2W,T,SB,25,48-49,222.9608225,1.7,FALSE,33.714191,"13°43'12""L",9.588388889,78.74775,GOOD,Available,,ArambaKkottai Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74775 9.58838888888889, 78.7448611111111 9.589555555555556)"
51,50,,S,SA,26,49-50,341.5171269,1.15,FALSE,33.296394,,9.589555556,78.74486111,GOOD,Available,"HT,LT",Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7448611111111 9.589555555555556, 78.74258333333333 9.590527777777778)"
52,51,,S,SA,26,50-51,273.7268531,3.62,FALSE,31.853233,,9.590527778,78.74258333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74258333333333 9.590527777777778, 78.74027777777778 9.591472222222222)"
53,52,,S,SA,26,51-52,272.7316782,2.42,FALSE,32.889194,,9.591472222,78.74027778,GOOD,Available,2-LT,Muthuramalingapuram Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74027777777778 9.591472222222222, 78.73797222222223 9.592416666666667)"
54,53,,S,SA,26,52-53,273.6161947,5.3,FALSE,32.509693,,9.592416667,78.73797222,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73797222222223 9.592416666666667, 78.73569444444445 9.593388888888889)"
55,54,,S,SA,26,53-54,272.0214072,4.86,FALSE,33.965687,,9.593388889,78.73569444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73569444444445 9.593388888888889, 78.73344444444444 9.594361111111112)"
56,55,,S,SA,26,54-55,269.9671512,1.22,FALSE,34.488899,,9.594361111,78.73344444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73344444444444 9.594361111111112, 78.73105555555556 9.595305555555557)"
57,56,,S,SA,26,55-56,282.8072781,3.65,FALSE,35.087421,,9.595305556,78.73105556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73105555555556 9.595305555555557, 78.72875 9.596277777777779)"
58,57,,S,SA,26,56-57,275.4481486,2.47,FALSE,33.951668,,9.596277778,78.72875,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72875 9.596277777777779, 78.72655555555556 9.597222222222223)"
59,58,,S,SA,26,57-58,263.2303615,6.38,FALSE,34.082798,,9.597222222,78.72655556,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72655555555556 9.597222222222223, 78.72433333333333 9.598166666666668)"
60,59,,S,SA,26,58-59,264.5764541,5.52,FALSE,36.380592,,9.598166667,78.72433333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72433333333333 9.598166666666668, 78.72227777777778 9.599027777777778)"
61,60,,S,SA,26,59-60,246.2624944,1.6,FALSE,36.34156,,9.599027778,78.72227778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72227777777778 9.599027777777778, 78.71977777777778 9.600083333333332)"
62,61,,T,SC,26,60-61,297.1060318,2.51,FALSE,36.428963,"71°29'24""L",9.600083333,78.71977778,GOOD,Available,"2-LT,2-HT",South Salaigramam Rpad,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.71977777777778 9.600083333333332, 78.71980555555555 9.600333333333333)"
63,Gantry,2W,Gantry,GantryA,12,61-62,26.10754492,,,37.417278,,9.600333333,78.71980556,GOOD,NO E/W,,,Plain,Salaigramam SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-66.33,5.16,,0,"°'0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DD,MM,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
