S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Tapping point at T.No : 106,3W,T,DC,26,,,,,112.861053,,9.684111111,77.96022222,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96022222222223 9.684111111111111, 77.95986111111111 9.684444444444445)"
2,1,,T,DC,26,106-1,54.85723242,1.91,FALSE,118.767654,"41°46'2"" L",9.684444444,77.95986111,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95986111111111 9.684444444444445, 77.95705555555556 9.6845)"
3,2,,S,SA,22,01-Feb,309.4531576,6.75,FALSE,120.567032,,9.6845,77.95705556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95705555555556 9.6845, 77.95441666666667 9.684472222222222)"
4,3,,S,SA,22,02-Mar,289.8791429,4.19,FALSE,115.286591,,9.684472222,77.95441667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95441666666667 9.684472222222222, 77.95175 9.684444444444445)"
5,4,,T,SC,22,03-Apr,292.848943,5.44,FALSE,118.536102,"10°45'31"" L",9.684444444,77.95175,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95175 9.684444444444445, 77.94969444444445 9.684055555555556)"
6,5,,S,SA,22,04-May,228.3684832,7.12,FALSE,121.944122,,9.684055556,77.94969444,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94969444444445 9.684055555555556, 77.94727777777778 9.683527777777778)"
7,6,,S,SA,22,05-Jun,271.3199027,5.19,FALSE,120.565872,,9.683527778,77.94727778,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94727777777778 9.683527777777778, 77.94494444444445 9.683027777777777)"
8,7,,S,SA,22,06-Jul,264.0781945,3.23,FALSE,123.930328,,9.683027778,77.94494444,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94494444444445 9.683027777777777, 77.94291666666668 9.682583333333334)"
9,8,,T,SC,22,07-Aug,228.2638052,4.74,FALSE,123.82338,"23°9'8"" R",9.682583333,77.94291667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94291666666668 9.682583333333334, 77.94027777777778 9.683083333333332)"
10,9,,S,SA,22,08-Sep,293.6421651,4.94,FALSE,123.819656,,9.683083333,77.94027778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94027777777778 9.683083333333332, 77.93775000000001 9.683555555555555)"
