S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (Melur SS),2W,Gantry,H-Pole,12,,,,,154.371597,,10.00936111,78.33038889,GOOD,,,,Plain,Lamp Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.33038888888889 10.009361111111112, 78.33038888888889 10.008972222222223)"
2,124,,T,DC,26,Gantry-124,43.09574896,,FALSE,152.524689,"33°29'24""R",10.00897222,78.33038889,GOOD,NO E/W,LT,,Plain,Common tower for 110kV Melur - Narasingampatty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.33038888888889 10.008972222222223, 78.33130555555555 10.007444444444445)"
3,123,,T,SC,22,124-123,195.9567425,6.25,FALSE,149.54184,"42°42'36""R",10.00744444,78.33130556,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.33130555555555 10.007444444444445, 78.33375 10.00675)"
4,122,,S,SA,22,123-122,279.8109015,7.03,FALSE,147.787415,,10.00675,78.33375,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.33375 10.00675, 78.33633333333333 10.00611111111111)"
5,121,,T,SC,22,122-121,291.8805887,2.37,FALSE,149.817917,"36°32'24""R",10.00611111,78.33633333,GOOD,Available,11 KV,Melur Main Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.33633333333333 10.00611111111111, 78.33825 10.00688888888889)"
6,120,,S,SA,22,121-120,226.4368922,4.46,FALSE,148.52092,,10.00688889,78.33825,GOOD,Available,,Metal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.33825 10.00688888888889, 78.33997222222222 10.00763888888889)"
7,119,,S,SA,22,120-119,207.5163196,1.56,FALSE,148.699539,,10.00763889,78.33997222,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.33997222222222 10.00763888888889, 78.34183333333333 10.008416666666667)"
8,118,,T,SC,22,119-118,221.6260554,1.1,FALSE,147.086334,"42°47'24""R",10.00841667,78.34183333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.34183333333333 10.008416666666667, 78.3428611111111 10.010666666666667)"
9,117,,S,SA,22,118-117,271.0649341,3.06,FALSE,145.552063,,10.01066667,78.34286111,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3428611111111 10.010666666666667, 78.34380555555555 10.012694444444444)"
10,116,,S,SA,22,117-116,249.0985056,7.04,FALSE,146.686646,,10.01269444,78.34380556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.34380555555555 10.012694444444444, 78.34469444444444 10.014722222222222)"
11,115,,S,SA,22,116-115,244.0530675,8.15,FALSE,148.77887,,10.01472222,78.34469444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.34469444444444 10.014722222222222, 78.3455 10.0165)"
12,114,,T,SC,22,115-114,215.9023355,5.03,FALSE,149.840149,"43°18'0""L",10.0165,78.3455,GOOD,Available,,NH ROAD,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3455 10.0165, 78.34697222222222 10.01713888888889)"
13,113,,T,SB,21,114-113,176.9790166,7.11,FALSE,149.459061,"9°13'48""R",10.01713889,78.34697222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.34697222222222 10.01713888888889, 78.34866666666666 10.018194444444445)"
14,112,,T,SB,21,113-112,218.4542673,1.26,FALSE,156.295715,"17°33'0""R",10.01819444,78.34866667,GOOD,Available,2-LT,Karuthapuliampatti Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.34866666666666 10.018194444444445, 78.34988888888888 10.01963888888889)"
15,111,,T,SB,21,112-111,208.3905679,2.37,FALSE,154.526978,"1°48'0""L",10.01963889,78.34988889,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.34988888888888 10.01963888888889, 78.35113888888888 10.021)"
16,110,,T,SB,21,111-110,204.5513032,1.9,FALSE,151.521576,"21°19'48""L",10.021,78.35113889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.35113888888888 10.021, 78.35305555555556 10.021972222222223)"
17,109,,S,SA,22,110-109,238.1708052,4.67,FALSE,148.767395,,10.02197222,78.35305556,GOOD,Available,"2-LT,HT",Sivagangai Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.35305555555556 10.021972222222223, 78.35541666666666 10.023138888888889)"
18,108,,S,SA,22,109-108,288.5975841,5.01,FALSE,145.83136,,10.02313889,78.35541667,GOOD,Available,LT,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.35541666666666 10.023138888888889, 78.35769444444443 10.02438888888889)"
19,107,,S,SA,22,108-107,287.169626,2.2,FALSE,146.832993,,10.02438889,78.35769444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.35769444444443 10.02438888888889, 78.35980555555555 10.025583333333334)"
20,106,2W,T,SB,21,107-106,265.6945789,1.96,FALSE,145.963165,"4°37'48""L",10.02558333,78.35980556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.35980555555555 10.025583333333334, 78.36197222222222 10.026583333333335)"
21,105,,S,SA,22,106-105,263.069537,2.37,FALSE,146.466537,,10.02658333,78.36197222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.36197222222222 10.026583333333335, 78.36441666666666 10.027722222222224)"
22,104,,S,SA,22,105-104,295.8232048,6.03,FALSE,145.930908,,10.02772222,78.36441667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.36441666666666 10.027722222222224, 78.36699999999999 10.028916666666667)"
23,103,,S,SA,22,104-103,310.7974353,5.41,FALSE,148.002563,,10.02891667,78.367,GOOD,Available,LT,Thappu Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.36699999999999 10.028916666666667, 78.36927777777777 10.030000000000001)"
24,102,,T,SB,21,103-102,278.7820858,4.37,FALSE,147.777847,"4°15'0""L",10.03,78.36927778,GOOD,Available,,Thappu Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.36927777777777 10.030000000000001, 78.37119444444444 10.030750000000001)"
25,101,,S,SA,22,102-101,224.2763245,8.68,FALSE,147.870377,,10.03075,78.37119444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.37119444444444 10.030750000000001, 78.3728611111111 10.03138888888889)"
26,100,,T,SB,21,101-100,195.8937787,3.57,FALSE,145.043823,"5°27'0""R",10.03138889,78.37286111,GOOD,Available,2-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3728611111111 10.03138888888889, 78.37544444444444 10.032694444444445)"
27,99,,T,SB,21,100-99,319.6081082,4.1,FALSE,146.917999,"3°21'36""L",10.03269444,78.37544444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.37544444444444 10.032694444444445, 78.37744444444444 10.033555555555555)"
28,98,,S,SA,22,99-98,238.0498079,5.17,FALSE,150.156555,,10.03355556,78.37744444,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.37744444444444 10.033555555555555, 78.38044444444444 10.03486111111111)"
29,97,,S,SA,22,98-97,358.775007,6.87,FALSE,150.27063,,10.03486111,78.38044444,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38044444444444 10.03486111111111, 78.38263888888888 10.035805555555555)"
30,96,,S,SA,22,97-96,264.462137,6.24,FALSE,151.649765,,10.03580556,78.38263889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38263888888888 10.035805555555555, 78.38480555555556 10.036722222222222)"
31,95,,S,SA,22,96-95,259.6273109,5.15,FALSE,148.723511,,10.03672222,78.38480556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38480555555556 10.036722222222222, 78.38722222222223 10.037805555555556)"
32,94,,S,SA,22,95-94,290.1976858,5.57,FALSE,151.916733,,10.03780556,78.38722222,GOOD,Available,"HT,LT",,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38722222222223 10.037805555555556, 78.38780555555556 10.037972222222223)"
33,94/1,,T,DC,26,94-94/1,64.83717701,5.67,FALSE,154.068787,"84°9'36""L",10.03797222,78.38780556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38780555555556 10.037972222222223, 78.38866666666668 10.036)"
34,94/2,,T,DC,26,94/1-94/2,238.7213165,6.03,0,153,"9°33'36""R",10.036,78.38866667,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38866666666668 10.036, 78.38991666666668 10.034027777777778)"
35,94/3,,T,DC,26,94/2-94/3,256.4949027,2.2,FALSE,153.182922,"2°11'60""R",10.03402778,78.38991667,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38991666666668 10.034027777777778, 78.39111111111112 10.032333333333334)"
36,94/4,,T,DC,26,94/3-94/4,228.2952219,1.97,FALSE,153.8022,"46°28'12""R",10.03233333,78.39111111,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39111111111112 10.032333333333334, 78.39205555555556 10.032194444444444)"
37,94/5,,T,DC,26,94/4-94/5,105.3478564,3.45,FALSE,155.722855,"85°28'12""L",10.03219444,78.39205556,GOOD,Available,3-HT,Thaniyamangalam Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39205555555556 10.032194444444444, 78.39205555555556 10.032055555555557)"
38,Gantry (Thaniyamangalam SS),2W,Gantry,Gantry,12,94/5-Gantry,15.87185821,NIL,FALSE,157.513123,,10.03205556,78.39205556,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL ,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where  earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
