S.No,Tower No.,Joint box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Mandapam SS,2W,GANTRY,H-POLE,12,,,NIL,14.642292,,79.13706103,9.279539036,GOOD,No E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1370610333979 9.2795390356332, 79.1366189718246 9.27946804091334)"
2,137,,T,H-POLE,12,Gantry -137,49.20676298,NIL,16.251335,"1°45'0""L",79.13661897,9.279468041,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1366189718246 9.27946804091334, 79.1359380260109 9.27937198430299)"
3,138,,T,H-POLE,12,137-138,75.57660709,NIL,15.127628,"0°31'12""R",79.13593803,9.279371984,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1359380260109 9.27937198430299, 79.1352760232985 9.27928598597645)"
4,139,,T,H-POLE,12,138-139,73.36379511,NIL,15.574822,"2°17'24""L",79.13527602,9.279285986,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1352760232985 9.27928598597645, 79.1345219872891 9.27920099347829)"
5,140,,T,H-POLE,12,139-140,83.38927812,NIL,15.344915,"1°54'0""R",79.13452199,9.279200993,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1345219872891 9.27920099347829, 79.1338559612631 9.27910300903022)"
6,141,,T,H-POLE,12,140-141,73.98486531,NIL,13.588814,"1°16'48""L",79.13385596,9.279103009,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1338559612631 9.27910300903022, 79.1331859957426 9.27902799099683)"
7,142,,T,H-POLE,12,141-142,74.08577368,NIL,14.328266,"8°54'36""R",79.133186,9.279027991,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1331859957426 9.27902799099683, 79.132475964725 9.27884099073708)"
8,143,2W,T,DB,25,142-143,80.71774252,4.19,16.739382,"8°17'24""L",79.13247596,9.278840991,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.132475964725 9.27884099073708, 79.1299629863351 9.27852901630103)"
9,144,,T,DB,25,143-144,278.2888101,3.42,14.306787,"4°22'48""L",79.12996299,9.278529016,GOOD,Available,"2LT, 11KV",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1299629863351 9.27852901630103, 79.1271419730037 9.2783909663558)"
10,145,,T,DB,25,144-145,310.366069,1.19,15.877563,"5°47'24""R",79.12714197,9.278390966,GOOD,Available,2LT ,ROAD,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1271419730037 9.2783909663558, 79.1247370373457 9.27803599275648)"
11,146,,T,DB,25,145-146,267.1708043,2.31,15.082603,"11°37'12""L",79.12473704,9.278035993,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1247370373457 9.27803599275648, 79.1220740228891 9.27814797498285)"
12,147,,T,DB,25,146-147,292.891495,1.46,16.316696,"55°1'48""R",79.12207402,9.278147975,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1220740228891 9.27814797498285, 79.1208060085773 9.27655700594186)"
13,148,,S,DA,26,147-148,224.47066,1.16,20.573034,,79.12080601,9.276557006,Damage,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1208060085773 9.27655700594186, 79.1200190316885 9.27556400187313)"
