S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
90,22,S,DA,26,21-22,284.05337099552827,2.73,60.239449,,8.255316988,77.651163,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.651163 8.255316988, 77.65141999 8.252573004)"
91,23,T,DC,26,22-23,304.9947179756648,2.24,57.658134,"28°4'13"" L",8.252573004,77.65141999,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65141999 8.252573004, 77.65266504 8.250692021)"
92,24,S,DA,26,23-24,249.349205946689,4.13,56.528675,,8.250692021,77.65266504,GOOD,Available,HT-2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65266504 8.250692021, 77.654082 8.24852203)"
93,25,S,DA,26,24-25,286.4906414992335,3.12,57.050014,,8.24852203,77.654082,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.654082 8.24852203, 77.65556199 8.246328989)"
94,26,S,DA,26,25-26,292.4524922411533,1.97,55.460976,,8.246328989,77.65556199,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65556199 8.246328989, 77.65697904 8.244193029)"
95,27,S,DA,26,26-27,283.34806716929796,1.36,56.744274,,8.244193029,77.65697904,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65697904 8.244193029, 77.65847504 8.241912983)"
96,28,T,DC,26,27-28,301.4551426294163,2.79,55.415405,"23°6'43"" R",8.241912983,77.65847504,GOOD,Available,HT -2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65847504 8.241912983, 77.65886497 8.23972296)"
97,29,S,DA,26,28-29,246.15361224073425,1.28,54.513779,,8.23972296,77.65886497,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65886497 8.23972296, 77.65936503 8.236854002)"
98,30,T,DC,26,29-30,322.2595649705827,3.19,51.302929,"12°48'12"" L",8.236854002,77.65936503,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65936503 8.236854002, 77.66034203 8.234521989)"
99,31,S,DA,26,30-31,279.6614829617556,3.87,51.785019,,8.234521989,77.66034203,GOOD,Available,"HT-2NO,LT",SAND ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66034203 8.234521989, 77.66136697 8.232130967)"
100,32,S,DA,26,31-32,287.7341391357698,3.82,51.4547,,8.232130967,77.66136697,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66136697 8.232130967, 77.66236701 8.229782023)"
101,33,S,DA,26,32-33,282.37465874956274,4.19,51.007236,,8.229782023,77.66236701,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66236701 8.229782023, 77.66329003 8.227641033)"
102,34,S,DA,26,33-34,257.87454187177934,2.77,51.247375,,8.227641033,77.66329003,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66329003 8.227641033, 77.664306 8.225271972)"
103,35,T,DC,26,34-35,285.1119456986872,1.98,50.420074,"16°22'30"" L",8.225271972,77.664306,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.664306 8.225271972, 77.66591499 8.223328041)"
104,36,S,DA,26,35-36,278.8450073132375,3.44,49.582363,,8.223328041,77.66591499,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66591499 8.223328041, 77.66751803 8.221377991)"
105,37,T,DC,26,36-37,278.952587965321,3.39,46.630722,"24°20'3"" R",8.221377991,77.66751803,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66751803 8.221377991, 77.66806897 8.219327023)"
106,38,S,DA,26,37-38,234.97042601367897,4.66,46.382042,,8.219327023,77.66806897,GOOD,Available,110 KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66806897 8.219327023, 77.66877397 8.216694016)"
107,39,S,DA,26,38-39,301.58715565304294,3.94,42.837158,,8.216694016,77.66877397,GOOD,Available,LT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66877397 8.216694016, 77.66939297 8.214317998)"
108,40,S,DA,26,39-40,271.66927834031276,5.37,42.894249,,8.214317998,77.66939297,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66939297 8.214317998, 77.67007601 8.211855981)"
109,41,T,DC,26,40-41,282.69069227723963,2.42,45.643875,"40°50'29"" L",8.211855981,77.67007601,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67007601 8.211855981, 77.67122098 8.211094989)"
110,42,T,DC,26,41-42,160,3.18,46.105717,"45°45'13"" R",8.211094989,77.67122098,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67122098 8.211094989, 77.67098897 8.211051989)"
111,Gantry (Sanganeri SS ),Gantry,H-POLE,12,42-Gantry,30,,44.931408,,8.211051989,77.67098897,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
