S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
18,TN - 18,T,SC,25,"=CONCATENATE(B22, "" : "", B23)",265.80845206517614,2.4,11.098373,11°38'45''RT,8.6010755226016,78.0495303031057,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0495303031057 8.6010755226016, 78.0473105236887 8.60142110846936)"
19,TN - 19,S,SC,26,"=CONCATENATE(B23, "" : "", B24)",249.53940494736275,2.85,10.388206,,8.60142110846936,78.0473105236887,GOOD,AVAILABLE,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0473105236887 8.60142110846936, 78.0451059155166 8.60173417255282)"
20,TN - 20,S,SC,26,"=CONCATENATE(B24, "" : "", B25)",247.35404766238315,3.03,14.1313479999999,,8.60173417255282,78.0451059155166,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0451059155166 8.60173417255282, 78.0428352579474 8.60206374898552)"
21,TN - 21,S,SC,26,"=CONCATENATE(B25, "" : "", B26)",254.8178158722709,2.36,11.414673,,8.60206374898552,78.0428352579474,GOOD,AVAILABLE,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0428352579474 8.60206374898552, 78.0408736411482 8.60235795378685)"
22,TN - 22,S,SC,26,"=CONCATENATE(B26, "" : "", B27)",220.56305231682583,2.97,9.884148,,8.60235795378685,78.0408736411482,GOOD,AVAILABLE,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0408736411482 8.60235795378685, 78.0388253554701 8.60264897346496)"
23,TN - 23,S,SC,26,"=CONCATENATE(B27, "" : "", B28)",229.95984208430912,3.9,10.118881,,8.60264897346496,78.0388253554701,GOOD,AVAILABLE,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0388253554701 8.60264897346496, 78.0365850403904 8.60297301784157)"
24,TN - 24,S,SC,26,"=CONCATENATE(B28, "" : "", B29)",251.42225853288664,4.3,6.751724,,8.60297301784157,78.0365850403904,GOOD,AVAILABLE,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0365850403904 8.60297301784157, 78.0344124510884 8.60329714603722)"
25,TN - 25,S,SC,26,"=CONCATENATE(B29, "" : "", B30)",244.0420953756143,4.1,13.519417,,8.60329714603722,78.0344124510884,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0344124510884 8.60329714603722, 78.0321830324828 8.60361699946224)"
26,TN - 26,S,SC,26,"=CONCATENATE(B30, "" : "", B31)",250.16820943726702,5.3,7.557564,,8.60361699946224,78.0321830324828,GOOD,AVAILABLE,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0321830324828 8.60361699946224, 78.0298588145524 8.60394892282784)"
27,TN - 27,S,SC,26,"=CONCATENATE(B31, "" : "", B32)",260.69699888686296,3.6,14.092949,,8.60394892282784,78.0298588145524,GOOD,AVAILABLE,HT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0298588145524 8.60394892282784, 78.0272445827722 8.6043341550976)"
28,TN - 28,S,SC,26,"=CONCATENATE(B32, "" : "", B33)",293.16724982641415,4.5,13.579453,,8.6043341550976,78.0272445827722,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0272445827722 8.6043341550976, 78.0248992424458 8.60468493774533)"
29,TN - 29,S,SC,26,"=CONCATENATE(B33, "" : "", B34)",263.3035624723746,2.9,10.639595,,8.60468493774533,78.0248992424458,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0248992424458 8.60468493774533, 78.0225155968219 8.60503940843045)"
30,TN - 30,T,SC,25,"=CONCATENATE(B34, "" : "", B35)",267.53814026896396,1.6,12.979034,9°15'2''LT,8.60503940843045,78.0225155968219,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0225155968219 8.60503940843045, 78.0202759522944 8.60575455240905)"
31,TN - 31,S,SC,26,"=CONCATENATE(B35, "" : "", B36)",261.14611096477046,3.4,13.341362,,8.60575455240905,78.0202759522944,GOOD,AVAILABLE,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0202759522944 8.60575455240905, 78.018028344959 8.6064719595015)"
32,TN - 32,S,SC,26,"=CONCATENATE(B36, "" : "", B37)",262.0581034302461,2.7,13.255653,,8.6064719595015,78.018028344959,GOOD,AVAILABLE,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.018028344959 8.6064719595015, 78.0157928075641 8.60718995332717)"
33,TN - 33,S,SC,26,"=CONCATENATE(B37, "" : "", B38)",260.81213823011336,4.6,11.3367,,8.60718995332717,78.0157928075641,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0157928075641 8.60718995332717, 78.013258120045 8.60797667875886)"
34,TN - 34,S,SC,26,"=CONCATENATE(B38, "" : "", B39)",294.52981814905144,3.2,11,,8.60797667875886,78.013258120045,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.013258120045 8.60797667875886, 78.0109923239797 8.60870699398219)"
35,TN - 35,S,SC,26,"=CONCATENATE(B39, "" : "", B40)",264.40406453726484,2.4,15,,8.60870699398219,78.0109923239797,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0109923239797 8.60870699398219, 78.0087325628846 8.60943605192005)"
36,TN - 36,S,SC,26,"=CONCATENATE(B40, "" : "", B41)",263.7286993166669,2.85,18.282921,,8.60943605192005,78.0087325628846,GOOD,AVAILABLE,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0087325628846 8.60943605192005, 78.0064814351499 8.61015303991735)"
37,TN - 37,S,SC,26,"=CONCATENATE(B41, "" : "", B42)",262.4137327811864,3.03,20.818214,,8.61015303991735,78.0064814351499,GOOD,AVAILABLE,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0064814351499 8.61015303991735, 78.0042324867099 8.61088167876005)"
38,TN - 38,S,SC,26,"=CONCATENATE(B42, "" : "", B43)",262.5815015201663,2.36,14,,8.61088167876005,78.0042324867099,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0042324867099 8.61088167876005, 78.0019753240048 8.6116062104702)"
39,TN - 39,S,SC,26,"=CONCATENATE(B43, "" : "", B44)",263.30237734079486,2.97,14.413391,,8.6116062104702,78.0019753240048,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0019753240048 8.6116062104702, 77.9997811093926 8.61230308189988)"
40,TN - 40,S,SC,26,"=CONCATENATE(B44, "" : "", B45)",256,3.9,20.305481,,8.61230308189988,77.9997811093926,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9997811093926 8.61230308189988, 77.9977159760892 8.6129527632147)"
41,TN - 41,S,SC,26,"=CONCATENATE(B45, "" : "", B46)",240.62669779542006,8.6,15.735825,,8.6129527632147,77.9977159760892,GOOD,AVAILABLE,"HT, LT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9977159760892 8.6129527632147, 77.9955999646335 8.61363002099096)"
42,TN - 42,T,SC,25,"=CONCATENATE(B46, "" : "", B47)",246.89394291958263,2.6,17.392517,22°20'60''LT,8.61363002099096,77.9955999646335,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9955999646335 8.61363002099096, 77.9943330399692 8.61469678580761)"
43,TN - 43,S,SC,26,"=CONCATENATE(B47, "" : "", B48)",184.83954940595467,7.9,15,,8.61469678580761,77.9943330399692,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9943330399692 8.61469678580761, 77.9928607586771 8.61595993861556)"
44,TN - 44,S,SC,26,"=CONCATENATE(B48, "" : "", B49)",216.1632402982884,9.2,16.787537,,8.61595993861556,77.9928607586771,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9928607586771 8.61595993861556, 77.991359308362 8.61723029986023)"
45,TN - 45,T,SC,25,"=CONCATENATE(B49, "" : "", B50)",219.12282040265254,4.1,12.740463,8°18'28''LT,8.61723029986023,77.991359308362,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.991359308362 8.61723029986023, 77.9885961301624 8.62035809084773)"
46,TN - 46,S,SC,26,"=CONCATENATE(B50, "" : "", B51)",463.05522709592077,5.3,15.606583,,8.62035809084773,77.9885961301624,GOOD,AVAILABLE,LT,"RIVER, ROAD",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9885961301624 8.62035809084773, 77.9869664367288 8.62218836322426)"
47,TN - 47,T,SC,25,"=CONCATENATE(B51, "" : "", B52)",272.723615149118,3.6,9.28314999999999,44°2'49''RT,8.62218836322426,77.9869664367288,GOOD,AVAILABLE,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9869664367288 8.62218836322426, 77.9846409615129 8.62236203625798)"
48,TN - 48,S,SC,26,"=CONCATENATE(B52, "" : "", B53)",258.9244696136602,4.5,8.97396099999999,,8.62236203625798,77.9846409615129,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9846409615129 8.62236203625798, 77.9822460003197 8.62249497324228)"
49,TN - 49,S,SC,26,"=CONCATENATE(B53, "" : "", B54)",266.26897789579084,2.9,10.166664,,8.62249497324228,77.9822460003197,GOOD,AVAILABLE,"400KV UP XING, HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9822460003197 8.62249497324228, 77.9799190163612 8.62270996905863)"
50,TN - 50,S,SC,26,"=CONCATENATE(B54, "" : "", B55)",259.4714334226837,4.3,10.927849,,8.62270996905863,77.9799190163612,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9799190163612 8.62270996905863, 77.977597983554 8.62286226823926)"
51,TN - 51,S,SC,26,"=CONCATENATE(B55, "" : "", B56)",258.2679151768256,4.1,11,,8.62286226823926,77.977597983554,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.977597983554 8.62286226823926, 77.9753579199314 8.62301817163825)"
52,TN - 52,S,SC,26,"=CONCATENATE(B56, "" : "", B57)",249.3943154960515,5.3,12,,8.62301817163825,77.9753579199314,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9753579199314 8.62301817163825, 77.9730062931776 8.62318580970168)"
53,TN - 53,S,SC,26,"=CONCATENATE(B57, "" : "", B58)",261.74581995840555,3.6,14,,8.62318580970168,77.9730062931776,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9730062931776 8.62318580970168, 77.9708103183656 8.62335663288831)"
54,TN - 54,S,SC,26,"=CONCATENATE(B58, "" : "", B59)",244.67096529348115,4.5,15,,8.62335663288831,77.9708103183656,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9708103183656 8.62335663288831, 77.969135614112 8.62346911802887)"
55,TN - 55,S,SC,26,"=CONCATENATE(B59, "" : "", B60)",186.92340860649824,2.9,14,,8.62346911802887,77.969135614112,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.969135614112 8.62346911802887, 77.9673479218035 8.62359610386192)"
56,TN - 56,S,SC,26,"=CONCATENATE(B60, "" : "", B61)",199.45235335857893,1.6,12,,8.62359610386192,77.9673479218035,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9673479218035 8.62359610386192, 77.9649769328534 8.62375820986926)"
57,TN - 57,T,SC,25,"=CONCATENATE(B61, "" : "", B62)",263.82862116099784,3.4,15.981316,11°33'21''LT,8.62375820986926,77.9649769328534,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9649769328534 8.62375820986926, 77.9624499566853 8.62445742823183)"
58,TN - 58,S,SC,26,"=CONCATENATE(B62, "" : "", B63)",290.95738248253275,2.7,15,,8.62445742823183,77.9624499566853,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9624499566853 8.62445742823183, 77.9597533307969 8.62517986446619)"
59,TN - 59,S,SC,26,"=CONCATENATE(B63, "" : "", B64)",309.66230490898613,4.6,16,,8.62517986446619,77.9597533307969,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9597533307969 8.62517986446619, 77.9570813477039 8.62589886412024)"
60,TN - 60,S,SC,26,"=CONCATENATE(B64, "" : "", B65)",306.940774830741,3.2,17,,8.62589886412024,77.9570813477039,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9570813477039 8.62589886412024, 77.9543928522616 8.62662163563072)"
61,TN - 61,S,SC,26,"=CONCATENATE(B65, "" : "", B66)",308.80458677804,2.7,18,,8.62662163563072,77.9543928522616,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9543928522616 8.62662163563072, 77.9517000820487 8.62735211849212)"
62,TN - 62,S,SC,26,"=CONCATENATE(B66, "" : "", B67)",309.48137491457265,4.6,14,,8.62735211849212,77.9517000820487,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9517000820487 8.62735211849212, 77.9490292724221 8.62806038931012)"
63,TN - 63,S,SC,26,"=CONCATENATE(B67, "" : "", B68)",306.5042129200124,3.2,16.406364,,8.62806038931012,77.9490292724221,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9490292724221 8.62806038931012, 77.9462080076336 8.62883445806801)"
64,TN - 64,S,SC,26,"=CONCATENATE(B68, "" : "", B69)",324.4066372415866,2.4,18.394005,,8.62883445806801,77.9462080076336,GOOD,AVAILABLE,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9462080076336 8.62883445806801, 77.9433932807296 8.62959595397114)"
65,TN - 65,S,SC,26,"=CONCATENATE(B69, "" : "", B70)",323.3430228503611,2.85,15,,8.62959595397114,77.9433932807296,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9433932807296 8.62959595397114, 77.9405975807458 8.6303630657494)"
66,TN - 66,S,SC,26,"=CONCATENATE(B70, "" : "", B71)",321.4840573318127,3.03,17,,8.6303630657494,77.9405975807458,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9405975807458 8.6303630657494, 77.9380897991359 8.63102565519511)"
67,TN - 67,S,SC,26,"=CONCATENATE(B71, "" : "", B72)",287.8425277571996,2.36,16,,8.63102565519511,77.9380897991359,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9380897991359 8.63102565519511, 77.9352815262973 8.63177658990025)"
68,TN - 68,S,SC,26,"=CONCATENATE(B72, "" : "", B73)",322.34758046334304,2.97,14,,8.63177658990025,77.9352815262973,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9352815262973 8.63177658990025, 77.9335664212703 8.632243713364)"
69,TN - 69,S,SC,26,"=CONCATENATE(B73, "" : "", B74)",197.89252437087782,3.9,18,,8.632243713364,77.9335664212703,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9335664212703 8.632243713364, 77.9318343009799 8.63270228728652)"
70,TN - 70,S,SC,26,"=CONCATENATE(B74, "" : "", B75)",199.45519246505242,1.2,16,,8.63270228728652,77.9318343009799,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9318343009799 8.63270228728652, 77.9291536007076 8.63343268632888)"
71,TN - 71,S,SC,26,"=CONCATENATE(B75, "" : "", B76)",308.18555066453973,1.32,17,,8.63343268632888,77.9291536007076,GOOD,AVAILABLE,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9291536007076 8.63343268632888, 77.9267410375177 8.63408697769045)"
72,TN - 72,S,SC,26,"=CONCATENATE(B76, "" : "", B77)",297.469303006101,2.4,17.8342059999999,,8.63408697769045,77.9267410375177,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9267410375177 8.63408697769045, 77.9236414097249 8.63491829484701)"
73,TN - 73,T,SC,25,"=CONCATENATE(B77, "" : "", B78)",335.648150981943,2.85,19.523422,29°18'46''LT,8.63491829484701,77.9236414097249,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9236414097249 8.63491829484701, 77.9219835530966 8.63653759472072)"
74,TN - 74,S,SC,26,"=CONCATENATE(B78, "" : "", B79)",257.9027052957141,3.03,19,,8.63653759472072,77.9219835530966,GOOD,AVAILABLE,"LT, HT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9219835530966 8.63653759472072, 77.9201825335621 8.63827398978173)"
75,TN - 75,S,SC,26,"=CONCATENATE(B79, "" : "", B80)",278.2426793179072,2.36,18,,8.63827398978173,77.9201825335621,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9201825335621 8.63827398978173, 77.918210690841 8.64016662351787)"
76,TN - 76,S,SC,26,"=CONCATENATE(B80, "" : "", B81)",303.79203201486973,2.97,21.0531229999999,,8.64016662351787,77.918210690841,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.918210690841 8.64016662351787, 77.9167141858488 8.64163471385836)"
77, LILO,T,DC,32,"=CONCATENATE(B81, "" : "", B82)",233.49019025832823,3.9,22,,8.64163471385836,77.9167141858488,GOOD,AVAILABLE,,POND,WATER LOGGED,SRIMOOLAKARI LILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G82),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
