S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (Theni SS),,Gantry,H-Pole,12,,,,,302.442902,,10.00291667,77.46733333,GOOD,NO E/W,,,SS,Cement Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46733333333333 10.002916666666666, 77.46697222222222 10.002833333333333)"
2,201,2W,T,DC,26,Gantry-201,39.42400186,0.28,FALSE,313.012085,"36°12'36""L",10.00283333,77.46697222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46697222222222 10.002833333333333, 77.46572222222223 10.003333333333334)"
3,200,,T,DC,26,201-200,147.4552578,1.2,FALSE,313.723602,"61°35'60""R",10.00333333,77.46572222,GOOD,NO E/W,3-11KV,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46572222222223 10.003333333333334, 77.46530555555556 10.003)"
4,200A,,T,DB,25,200- 200A,60.48393624,0.56,FALSE,314,"16°16'48""L",10.003,77.46530556,GOOD,Available,"2-11 KV,LT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46530555555556 10.003, 77.46366666666667 10.002305555555555)"
5,199,,T,DB,25, 200A-199,194.3352891,0.3,FALSE,316.925751,"0°3'36""R",10.00230556,77.46366667,GOOD,Available,"3-LT,2-11KV",Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46366666666667 10.002305555555555, 77.46136111111112 10.00136111111111)"
6,LILO : 198,3W,T,DB,25,199-198,274.2270585,8.01,FALSE,311.294464,"19°1'12""R",10.00136111,77.46136111,GOOD,Available,"5-LT,4-11KV",Village Road,Plain,T. Off at Bodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46136111111112 10.00136111111111, 77.45925 9.999472222222222)"
7,197,,S,DA,26,198-197,312.2563317,5.46,FALSE,312.68985,,9.999472222,77.45925,GOOD,Available,110 KV Theni- Bodi,Street Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45925 9.999472222222222, 77.45716666666667 9.997527777777776)"
8,196,,T,DB,25,197-196,314.6264032,0.92,FALSE,312.331757,"10°41'60""R",9.997527778,77.45716667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45716666666667 9.997527777777776, 77.45569444444445 9.995555555555555)"
9,195,,S,DA,26,196-195,270.0414773,0.68,FALSE,312.151855,,9.995555556,77.45569444,GOOD,Available,"3-11KV,2LT",Street Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45569444444445 9.995555555555555, 77.45427777777778 9.993527777777777)"
10,194,,T,DC,26,195-194,275.4365225,0.32,FALSE,313.600128,"34°34'12""R",9.993527778,77.45427778,GOOD,Available,"5-LT,11KV",Street Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45427777777778 9.993527777777777, 77.45425 9.992111111111111)"
11,193,,T,DC,26,194-193,153.9304524,2.3,FALSE,317.451904,"30°5'24""L",9.992111111,77.45425,GOOD,Available,"3-LT,11KV",Bodi-Theni Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45425 9.992111111111111, 77.45316666666668 9.990277777777777)"
12,192,,T,DB,25,193-192,237.9997041,0.95,FALSE,319.260437,"6°32'60""L",9.990277778,77.45316667,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45316666666668 9.990277777777777, 77.45130555555556 9.98786111111111)"
13,191,,T,DB,25,192-191,336.2323619,0.36,FALSE,317.59314,"3°53'24""R",9.987861111,77.45130556,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45130555555556 9.98786111111111, 77.44961111111111 9.985249999999999)"
14,190,,S,DA,26,191-190,342.6798312,4.33,FALSE,318.768707,,9.98525,77.44961111,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44961111111111 9.985249999999999, 77.44800000000001 9.982944444444444)"
15,189,,T,DB,25,190-189,309.1409013,0.48,FALSE,317.17453,"1°10'48""R",9.982944444,77.448,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44800000000001 9.982944444444444, 77.4465 9.980666666666666)"
16,188,2W,T,DB,25,189-188,301.3192819,1.2,FALSE,317.832031,"1°41'24""L",9.980666667,77.4465,GOOD,NO E/W,"LT,230KV",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4465 9.980666666666666, 77.4453888888889 9.979111111111111)"
17,187,,S,DA,26,188-187,210.3303999,1.06,FALSE,323.997742,,9.979111111,77.44538889,GOOD,Available,"2-LT,11KV",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4453888888889 9.979111111111111, 77.44441666666667 9.977694444444445)"
