S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,38,,T,DC,26,37-38,270.8507444,3.11,96.79834,"35°27'21"" L",9.473818978,78.00858999,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0085899867117 9.47381897829473, 78.0107909906655 9.47453303262591)"
12,39,,S,DA,26,38-39,254.5085705,5.6,97.281776,,9.474533033,78.01079099,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0107909906655 9.47453303262591, 78.0132570303976 9.47536200284957)"
13,40,,S,DA,26,39-40,286.1653435,7.43,98.668327,,9.475362003,78.01325703,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0132570303976 9.47536200284957, 78.0156890396028 9.47617697529494)"
14,41,,T,DC,26,40-41,282.1244371,2.02,98.168068,"40°58'59"" L",9.476176975,78.01568904,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0156890396028 9.47617697529494, 78.0169159825891 9.47825602255761)"
15,42,,S,DA,26,41-42,266.7623768,2.22,96.657288,,9.478256023,78.01691598,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0169159825891 9.47825602255761, 78.0179949849843 9.48024798184633)"
16,43,2W,T,DC,26,42-43,250.3905669,1.81,98.056786,"50°47'3"" R",9.480247982,78.01799498,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0179949849843 9.48024798184633, 78.0206930357962 9.48076598346233)"
17,44,,S,DA,26,43-44,302.038652,1.96,99.012131,,9.480765983,78.02069304,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0206930357962 9.48076598346233, 78.023403994739 9.48123696260154)"
18,45,,S,DA,26,44-45,302.4899148,2.19,100.140289,,9.481236963,78.02340399,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.023403994739 9.48123696260154, 78.0258550308644 9.48166603222489)"
19,46,,S,DA,26,45-46,273.5488417,3.72,100.217026,,9.481666032,78.02585503,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0258550308644 9.48166603222489, 78.0285749584436 9.48216601274907)"
20,47,,S,DA,26,46-47,304.0268816,2.94,101.882492,,9.482166013,78.02857496,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0285749584436 9.48216601274907, 78.0312839895486 9.48261402547359)"
21,48,,S,DA,26,47-48,301.8497315,1.86,100.661407,,9.482614025,78.03128399,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0312839895486 9.48261402547359, 78.0337689723819 9.48304401710629)"
22,49,2W,T,DC,26,48-49,277.2384854,3.1,100.364853,"9°33'24"" R",9.483044017,78.03376897,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0337689723819 9.48304401710629, 78.0367479845881 9.48306103236973)"
23,50,,S,DA,26,49-50,327.4237164,3.03,98.535172,,9.483061032,78.03674798,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0367479845881 9.48306103236973, 78.0396130029112 9.48305801488459)"
24,51,,S,DA,26,50-51,314.8887757,4.08,96.577629,,9.483058015,78.039613,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0396130029112 9.48305801488459, 78.0422259774059 9.48307000100612)"
25,52,,S,DA,26,51-52,287.1893176,1.86,95.115761,,9.483070001,78.04222598,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0422259774059 9.48307000100612, 78.0449729785323 9.48307603597641)"
26,53,,S,DA,26,52-53,301.9168398,3.31,94.113319,,9.483076036,78.04497298,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0449729785323 9.48307603597641, 78.0478059779852 9.4830519799143)"
27,54,,S,DA,26,53-54,311.378594,2.28,94.19294,,9.48305198,78.04780598,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0478059779852 9.4830519799143, 78.0505559965968 9.48304301127791)"
28,55,,S,DA,26,54-55,302.2479104,5.36,93.356888,,9.483043011,78.050556,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0505559965968 9.48304301127791, 78.0533849727362 9.4830659776926)"
29,56,,S,DA,26,55-56,310.9338894,1.24,89.983444,,9.483065978,78.05338497,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0533849727362 9.4830659776926, 78.0564130190759 9.48300998657941)"
30,57,2W,T,DC,26,56-57,332.859523,3.01,90.363884,"1°31'51"" L",9.483009987,78.05641302,GOOD,Available,LT -2NO,CANAL,Water Lpggwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0564130190759 9.48300998657941, 78.0590340401977 9.48303102515637)"
31,58,,S,DA,26,57-58,288.0758265,4.6,87.177124,,9.483031025,78.05903404,GOOD,Available,LT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0590340401977 9.48303102515637, 78.0616119783371 9.48307201266288)"
32,59,,S,DA,26,58-59,283.3669839,2.59,86.006493,,9.483072013,78.06161198,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0616119783371 9.48307201266288, 78.0642660241574 9.48310000821948)"
33,60,,S,DA,26,59-60,291.7111028,1.74,84.679825,,9.483100008,78.06426602,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0642660241574 9.48310000821948, 78.0671240016818 9.48309296742081)"
34,61,,S,DA,26,60-61,314.1080849,2.17,84.989784,,9.483092967,78.067124,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0671240016818 9.48309296742081, 78.0697369761765 9.48310503736138)"
35,62,,T,DC,26,61-62,287.1823844,5.03,83.970421,"0°39'36"" L",9.483105037,78.06973698,GOOD,Available,400 KV,,AGRI,UP LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0697369761765 9.48310503736138, 78.0725360289216 9.48314996436238)"
36,63,,S,DA,26,62-63,307.6696761,4.26,84.660568,,9.483149964,78.07253603,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0725360289216 9.48314996436238, 78.0753489956259 9.48314300738275)"
37,64,,S,DA,26,63-64,309.1588703,1.82,85.08493,,9.483143007,78.075349,GOOD,Available,,CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0753489956259 9.48314300738275, 78.0778880417346 9.48317896574735)"
38,65,,S,DA,26,64-65,279.080511,3.53,85.557777,,9.483178966,78.07788804,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0778880417346 9.48317896574735, 78.0794309824705 9.48317997157573)"
39,66,,S,DA,26,65-66,169.5755685,2.91,82.573143,,9.483179972,78.07943098,GOOD,Available,LT,"ROAD,POND",Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0794309824705 9.48317997157573, 78.081411961466 9.48327099904418)"
40,67,,T,DC,26,66-67,217.950448,3.67,82.891579,"12°31'0"" L",9.483270999,78.08141196,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.081411961466 9.48327099904418, 78.0830730032175 9.48371800594031)"
41,68,2W,T,DC,26,67-68,189.142383,4.49,84.369781,"2°7'45"" R",9.483718006,78.083073,GOOD,Available,230 KV,,PLAIN,UP LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0830730032175 9.48371800594031, 78.0848519783467 9.48412695899605)"
42,69,,S,DA,26,68-69,200.6881888,2.51,85.042213,,9.484126959,78.08485198,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0848519783467 9.48412695899605, 78.0866850167512 9.48461403138935)"
43,70,,S,DA,26,69-70,208.5473511,5.37,84.697083,,9.484614031,78.08668502,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0866850167512 9.48461403138935, 78.089507035911 9.48527100495994)"
44,71,,S,DA,26,70-71,318.5602368,1.74,86.926147,,9.485271005,78.08950704,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.089507035911 9.48527100495994, 78.0921279732137 9.48597801849246)"
45,72,,S,DA,26,71-72,298.4903998,3.15,87.848129,,9.485978018,78.09212797,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0921279732137 9.48597801849246, 78.0948449671268 9.48668201453983)"
46,73,,S,DA,26,72-73,308.6044446,1.86,87.680183,,9.486682015,78.09484497,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0948449671268 9.48668201453983, 78.0975529924035 9.4873450230807)"
47,74,,T,DC,26,73-74,306.5315965,3.22,90.231117,"0°6'45"" L",9.487345023,78.09755299,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0975529924035 9.4873450230807, 78.1002910248935 9.48802102357149)"
48,75,,S,DA,26,74-75,310.0771506,2.49,90.146866,,9.488021024,78.10029102,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1002910248935 9.48802102357149, 78.1031169835478 9.4887420348823)"
49,76,,S,DA,26,75-76,320.6655576,5.58,91.325462,,9.488742035,78.10311698,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1031169835478 9.4887420348823, 78.1052960269153 9.48930102400481)"
50,77,,S,DA,26,76-77,247.3419173,4.84,93.292305,,9.489301024,78.10529603,GOOD,Available,"LT,HT",NH ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1052960269153 9.48930102400481, 78.1086330302059 9.49022403918206)"
51,78,,S,DA,26,77-78,380.7021,3.42,94.65815,,9.490224039,78.10863303,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1086330302059 9.49022403918206, 78.1111160013824 9.49084899388253)"
52,79,,S,DA,26,78-79,281.5086231,2.71,93.470543,,9.490848994,78.111116,GOOD,Available,"LT ,HT",POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1111160013824 9.49084899388253, 78.1139220111072 9.49162901379168)"
53,80,,T,DC,26,79-80,320.2363495,1.48,95.680588,"43°10'49"" R",9.491629014,78.11392201,GOOD,Available,"220 KV,  LT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1139220111072 9.49162901379168, 78.1144919805228 9.49133397080004)"
54,80A,,T,H-POLE,12,80-80A ,70.642055,1.65,96.53083,"15°37'30"" L",9.491333971,78.11449198,GOOD,Available,"110 KV,230 KV",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1144919805228 9.49133397080004, 78.114954996854 9.49123699218034)"
56,80B,,T,H-POLE,12,80A -80B,41.54423699,2.54,103.082169,"11°45'35"" L",9.491236992,78.114955,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.114954996854 9.49123699218034, 78.1153330206871 9.49123598635196)"
57,80C,,T,SC,22,80B-80C,53.24819425,1.13,105.968422,"2°34'59"" R",9.491235986,78.11533302,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1153330206871 9.49123598635196, 78.1158169917762 9.49121301993727)"
55, LILO : 01,3W,T,DC,26,80C- LILO : 01,52.00471344,2.45,97.254837,,9.49121302,78.11581699,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
