S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
70,104,,S,DA,26,105-104,166.3653831,2.47,FALSE,186.681259,,10.05416667,77.93827778,GOOD,Available,LT,Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93827777777778 10.054166666666667, 77.93730555555555 10.056416666666667)"
71,103,,S,DA,26,104-103,271.4612795,3.62,FALSE,189.596039,,10.05641667,77.93730556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93730555555555 10.056416666666667, 77.93622222222223 10.05877777777778)"
72,102,,S,DA,26,103-102,285.7499185,0.55,FALSE,189.771545,,10.05877778,77.93622222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93622222222223 10.05877777777778, 77.93511111111111 10.061194444444444)"
73,101,2W,T,DB,25,102-101,294.9634428,2.1,FALSE,190.181702,"2°28'48""L",10.06119444,77.93511111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93511111111111 10.061194444444444, 77.93419444444444 10.063416666666667)"
74,100,,S,DA,26,101-100,265.9571393,1.95,FALSE,191.640747,,10.06341667,77.93419444,GOOD,Available,"HT,2-LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93419444444444 10.063416666666667, 77.93322222222223 10.065527777777778)"
75,99,,S,DA,26,100-99,256.1596676,1.15,FALSE,192.230255,,10.06552778,77.93322222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93322222222223 10.065527777777778, 77.93211111111111 10.067972222222222)"
76,98,,S,DA,26,99-98,297.4658127,3.08,FALSE,192.413574,,10.06797222,77.93211111,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93211111111111 10.067972222222222, 77.93088888888889 10.070666666666666)"
77,97,,S,DA,26,98-97,327.5032376,0.97,FALSE,192.075516,,10.07066667,77.93088889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93088888888889 10.070666666666666, 77.92972222222222 10.07325)"
78,96,,S,DA,26,97-96,313.4502273,1.2,FALSE,191.94899,,10.07325,77.92972222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.92972222222222 10.07325, 77.92861111111111 10.075722222222222)"
79,95,,T,DB,25,96-95,297.7728528,1.47,FALSE,191.957748,"24°2'24""R",10.07572222,77.92861111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.92861111111111 10.075722222222222, 77.92716666666666 10.077027777777777)"
80,94,,S,DA,26,95-94,216.563044,1.01,FALSE,193.748978,,10.07702778,77.92716667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.92716666666666 10.077027777777777, 77.92508333333333 10.078861111111111)"
81,93,,T,DB,25,94-93,305.8640541,0.88,FALSE,197.501068,"0°4'12""L",10.07886111,77.92508333,GOOD,Available,2-LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.92508333333333 10.078861111111111, 77.92322222222222 10.080527777777778)"
82,92,,S,DA,26,93-92,275.2568569,1.58,FALSE,197.676117,,10.08052778,77.92322222,GOOD,Available,"HT,LT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.92322222222222 10.080527777777778, 77.92147222222222 10.082083333333333)"
83,91,,S,DA,26,92-91,256.7069196,1.1,FALSE,201.046997,,10.08208333,77.92147222,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.92147222222222 10.082083333333333, 77.91944444444445 10.083861111111112)"
84,90,,S,DA,26,91-90,298.5126049,0.9,FALSE,210.611084,,10.08386111,77.91944444,GOOD,Available,2-HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.91944444444445 10.083861111111112, 77.91755555555557 10.085583333333334)"
85,LILO : 89,3W,T,DB,25,90-89,280.4900643,3.22,FALSE,201.742111,"1°44'24""R",10.08558333,77.91755556,GOOD,Available,,,Plain,Tapping at Ramarajapuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.91755555555557 10.085583333333334, 77.91591666666667 10.087)"
86,88,,S,DA,26,89-88,238.2017224,2.51,FALSE,188.11882,,10.087,77.91591667,GOOD,Available,,Road ,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.91591666666667 10.087, 77.91455555555557 10.088222222222223)"
87,87,,S,DA,26,88-87,202.8715825,1.34,FALSE,191.237869,,10.08822222,77.91455556,GOOD,Available,,POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.91455555555557 10.088222222222223, 77.91305555555556 10.089833333333335)"
88,86,,S,DA,26,87-86,240.9013659,2.4,0,190.422623,,10.08983333,77.91305556,GOOD,Available,,POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.91305555555556 10.089833333333335, 77.91136111111112 10.091111111111111)"
89,85,,S,DA,26,86-85,234.9731193,1.07,FALSE,193.0047,,10.09111111,77.91136111,GOOD,Available,LT, Village Road,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.91136111111112 10.091111111111111, 77.9098888888889 10.092361111111112)"
90,84,,T,DC,26,85-84,210.6783607,0.33,FALSE,190.181168,"34°1'12""L",10.09236111,77.90988889,GOOD,Available,"LT,HT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total length of Chekkanurani Jurdiction    : ,,,,,,,0,Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,83,,S,DA,26,84-83,164.3111329,2.34,FALSE,192.793365,,10.09377778,77.9095,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90950000000001 10.093777777777778, 77.90863888888889 10.097027777777779)"
92,82,,S,DA,26,83-82,370.4738279,1.05,FALSE,193.670273,,10.09702778,77.90863889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90863888888889 10.097027777777779, 77.90805555555556 10.099305555555556)"
93,81,,S,DA,26,82-81,262.3517185,0.36,FALSE,194.863861,,10.09930556,77.90805556,GOOD,Available,"3-LT,HT",,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90805555555556 10.099305555555556, 77.90738888888889 10.101805555555556)"
94,80,,S,DA,26,81-80,284.3326025,0.12,FALSE,196.426697,,10.10180556,77.90738889,GOOD,Available,"HT,LT",,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90738888888889 10.101805555555556, 77.90669444444445 10.10436111111111)"
95,79,2W,T,DB,25,80-79,294.695709,2.41,FALSE,197.825699,"0°4'48""R",10.10436111,77.90669444,GOOD,Available,,Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90669444444445 10.10436111111111, 77.90602777777778 10.106777777777777)"
