S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (Achampattu SS),2W,Gantry,H-POLE,12,,,,,176.858932,,9.9425,78.05238889,GOOD,,,,Plain,Rail Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05238888888888 9.9425, 78.05241666666666 9.942638888888888)"
2,172,,T,DC,26,Gantry-172,15.91098967,5.3,FALSE,174.068558,"34°25'12""R",9.942638889,78.05241667,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05241666666666 9.942638888888888, 78.05194444444444 9.943916666666667)"
3,171,,T,DC,26,172-171,150.3313509,0.85,FALSE,168.804153,"33°12'36""R",9.943916667,78.05194444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05194444444444 9.943916666666667, 78.05033333333333 9.945111111111112)"
4,170,,S,DA,26,171-170,219.9904488,1,FALSE,167.960602,,9.945111111,78.05033333,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05033333333333 9.945111111111112, 78.04869444444444 9.946333333333333)"
5,169,,T,DC,26,170-169,226.5995034,1.24,FALSE,164.190567,"36°7'12""R",9.946333333,78.04869444,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04869444444444 9.946333333333333, 78.04758333333334 9.946361111111111)"
6,168,,S,DA,26,169-168,123.046819,0.92,FALSE,171.639816,,9.946361111,78.04758333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04758333333334 9.946361111111111, 78.04569444444444 9.946305555555556)"
7,167,,T,DB,25,168-167,205.966278,1.32,FALSE,186.811462,"28°47'24""L",9.946305556,78.04569444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04569444444444 9.946305555555556, 78.04316666666666 9.947611111111112)"
8,166,,S,DA,26,167-166,312.9468505,2.12,FALSE,186.086761,,9.947611111,78.04316667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04316666666666 9.947611111111112, 78.04088888888889 9.94875)"
9,165,,T,DB,25,166-165,279.2844098,1.48,FALSE,196.475403,"1°52'48""R",9.94875,78.04088889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04088888888889 9.94875, 78.03827777777778 9.949972222222222)"
10,164,,S,DA,26,165-164,316.1491783,0.92,FALSE,179.650543,,9.949972222,78.03827778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03827777777778 9.949972222222222, 78.03602777777778 9.950999999999999)"
11,163,,S,DA,26,164-163,274.1823632,1.34,FALSE,170.476318,,9.951,78.03602778,GOOD,Available,230 KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03602777777778 9.950999999999999, 78.03375 9.952083333333333)"
12,162,,S,DA,26,163-162,276.5315081,2.12,FALSE,172.04097,,9.952083333,78.03375,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03375 9.952083333333333, 78.03097222222222 9.953333333333333)"
13,161,2W,T,DB,25,162-161,334.9239196,4.22,FALSE,169.249344,"1°10'12""L",9.953333333,78.03097222,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03097222222222 9.953333333333333, 78.02844444444445 9.954527777777777)"
14,160,,S,DA,26,161-160,307.8726495,3.27,FALSE,172.539383,,9.954527778,78.02844444,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02844444444445 9.954527777777777, 78.0261111111111 9.95561111111111)"
15,159,,S,DA,26,160-159,283.3078493,2.71,FALSE,175.573608,,9.955611111,78.02611111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0261111111111 9.95561111111111, 78.02344444444445 9.956833333333332)"
16,158,,S,DA,26,159-158,320.7760738,1.37,FALSE,176.151962,,9.956833333,78.02344444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02344444444445 9.956833333333332, 78.02080555555555 9.958055555555555)"
17,157,,S,DA,26,158-157,321.3149741,2.15,FALSE,172.962784,,9.958055556,78.02080556,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02080555555555 9.958055555555555, 78.01872222222222 9.959027777777777)"
18,156,,T,DB,25,157-156,252.0273663,1.02,FALSE,171.826981,"0°20'24""R",9.959027778,78.01872222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.01872222222222 9.959027777777777, 78.01594444444444 9.960333333333333)"
19,155,,S,DA,26,156-155,337.3293074,1.03,FALSE,177.82486,,9.960333333,78.01594444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.01594444444444 9.960333333333333, 78.01369444444444 9.961388888888887)"
20,154,,S,DA,26,155-154,273.6618684,1.16,FALSE,174.754471,,9.961388889,78.01369444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.01369444444444 9.961388888888887, 78.01063888888889 9.962805555555555)"
21,153,,S,DA,26,154-153,368.7847864,0.73,FALSE,177.406433,,9.962805556,78.01063889,GOOD,Available,2-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.01063888888889 9.962805555555555, 78.00836111111111 9.963888888888889)"
22,152,,S,DA,26,153-152,278.1386403,0.51,FALSE,180.041702,,9.963888889,78.00836111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.00836111111111 9.963888888888889, 78.00580555555555 9.965)"
23,151,2W,T,DB,25,152-151,305.7894903,2.36,FALSE,172.898895,"1°24'36""L",9.965,78.00580556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.00580555555555 9.965, 78.00294444444444 9.966333333333333)"
24,150,,S,DA,26,151-150,346.80641,2.11,FALSE,176.741241,,9.966333333,78.00294444,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.00294444444444 9.966333333333333, 78.00052777777778 9.967444444444444)"
25,149,,S,DA,26,150-149,292.8708838,1.09,FALSE,178.754288,,9.967444444,78.00052778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.00052777777778 9.967444444444444, 77.99825 9.968555555555556)"
26,148,,S,DA,26,149-148,275,0.48,FALSE,176.669189,,9.968555556,77.99825,GOOD,Available,2-LT,Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.99825 9.968555555555556, 77.99566666666666 9.96975)"
27,147,,S,DA,26,148-147,315.610212,1.58,FALSE,176.908478,,9.96975,77.99566667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.99566666666666 9.96975, 77.99327777777778 9.970888888888888)"
28,146,,T,DB,25,147-146,290.5820607,2.03,FALSE,177.288269,"0°11'60""R",9.970888889,77.99327778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.99327777777778 9.970888888888888, 77.99080555555555 9.972)"
29,145,,S,DA,26,146-145,297.1579949,4.33,FALSE,175.255463,,9.972,77.99080556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.99080555555555 9.972, 77.988 9.973305555555555)"
30,144,,S,DA,26,145-144,341.8590783,0.61,FALSE,175.072723,,9.973305556,77.988,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.988 9.973305555555555, 77.98577777777778 9.974333333333334)"
31,143,,S,DA,26,144-143,269.3635481,0.09,FALSE,173.628815,,9.974333333,77.98577778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98577777777778 9.974333333333334, 77.98308333333334 9.975583333333333)"
32,142,,S,DA,26,143-142,324.3074771,1.05,FALSE,175.744049,,9.975583333,77.98308333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98308333333334 9.975583333333333, 77.98136111111111 9.97638888888889)"
33,141,,S,DA,26,142-141,209.6699373,1.41,FALSE,174.84848,,9.976388889,77.98136111,GOOD,Available,"LT,11KV",Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98136111111111 9.97638888888889, 77.97883333333334 9.977583333333333)"
34,140,2W,T,DB,25,141-140,307.559375,2.71,FALSE,176.390671,"0°19'48""R",9.977583333,77.97883333,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97883333333334 9.977583333333333, 77.97652777777778 9.97861111111111)"
35,139,,S,DA,26,140-139,277.3981005,1.35,FALSE,176.952057,,9.978611111,77.97652778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97652777777778 9.97861111111111, 77.97413888888889 9.97975)"
36,138,,S,DA,26,139-138,290.955943,0.91,FALSE,179.235443,,9.97975,77.97413889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97413888888889 9.97975, 77.97158333333334 9.980944444444445)"
37,137,,S,DA,26,138-137,308.6922916,0.14,FALSE,176.831299,,9.980944444,77.97158333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97158333333334 9.980944444444445, 77.96900000000001 9.982166666666666)"
38,136,,S,DA,26,137-136,315.1333665,1.74,FALSE,179.416443,,9.982166667,77.969,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96900000000001 9.982166666666666, 77.96694444444445 9.983083333333333)"
39,135,,S,DA,26,136-135,246.2180537,1.02,FALSE,184.152176,,9.983083333,77.96694444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96694444444445 9.983083333333333, 77.96552777777778 9.985388888888888)"
40,134,,S,DA,26,135-134,300.0834301,0.91,FALSE,180.290359,,9.985388889,77.96552778,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96552777777778 9.985388888888888, 77.96411111111111 9.987555555555554)"
41,133,,S,DA,26,134-133,283.2908976,1.48,FALSE,176.757355,,9.987555556,77.96411111,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96411111111111 9.987555555555554, 77.96272222222223 9.989777777777777)"
42,132,,S,DA,26,133-132,291.723936,3.21,FALSE,176.185196,,9.989777778,77.96272222,GOOD,Available,"LT,HT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96272222222223 9.989777777777777, 77.96122222222222 9.992138888888888)"
43,131,,S,DA,26,132-131,306.9362135,2.21,FALSE,174.473145,,9.992138889,77.96122222,GOOD,Available,"2-LT,2-HT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96122222222222 9.992138888888888, 77.95983333333334 9.994333333333332)"
44,130,,S,DA,26,131-130,289.0091408,1.49,FALSE,173.462463,,9.994333333,77.95983333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95983333333334 9.994333333333332, 77.95847222222223 9.996472222222222)"
45,129,,S,DA,26,130-129,279.91207,2.01,FALSE,174.320175,,9.996472222,77.95847222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95847222222223 9.996472222222222, 77.95741666666667 9.998111111111111)"
46,128,,S,DA,26,129-128,214.6728373,1.77,FALSE,176.411926,,9.998111111,77.95741667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95741666666667 9.998111111111111, 77.95633333333333 9.999888888888888)"
47,127,,S,DA,26,128-127,228.1801567,1.4,FALSE,178.034134,,9.999888889,77.95633333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95633333333333 9.999888888888888, 77.95538888888889 10.00136111111111)"
48,126,2W,T,DB,25,127-126,195.1921608,1.07,FALSE,178.347961,"0°11'24""L",10.00136111,77.95538889,GOOD,Available,"2HT,LT,400KV",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95538888888889 10.00136111111111, 77.95397222222222 10.00361111111111)"
49,125,,S,DA,26,126-125,293.0520945,3.82,FALSE,181.027679,,10.00361111,77.95397222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95397222222222 10.00361111111111, 77.95255555555556 10.005805555555556)"
50,124,,S,DA,26,125-124,289.2112425,1.52,FALSE,181.902603,,10.00580556,77.95255556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95255555555556 10.005805555555556, 77.95102777777778 10.00825)"
51,123,,S,DA,26,124-123,317.5991887,1.31,FALSE,182.571548,,10.00825,77.95102778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95102777777778 10.00825, 77.94961111111111 10.010444444444444)"
52,122,,S,DA,26,123-122,288.4722491,4.27,FALSE,182.388474,,10.01044444,77.94961111,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94961111111111 10.010444444444444, 77.94819444444445 10.01275)"
53,121,,S,DA,26,122-121,298.6799037,1.67,FALSE,182.390213,,10.01275,77.94819444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94819444444445 10.01275, 77.94675000000001 10.015)"
54,120,,T,DB,25,121-120,294.3559506,3.78,FALSE,183.214127,"0°34'12""R",10.015,77.94675,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94675000000001 10.015, 77.94536111111111 10.017166666666668)"
55,119,,S,DA,26,120-119,284.2423013,2.17,FALSE,180.030975,,10.01716667,77.94536111,GOOD,Available,"LT,11KV",Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94536111111111 10.017166666666668, 77.94386111111112 10.019583333333333)"
56,118,,S,DA,26,119-118,314.1213942,1.08,FALSE,178.388535,,10.01958333,77.94386111,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94386111111112 10.019583333333333, 77.94233333333334 10.021944444444445)"
57,117,,S,DA,26,118-117,312.6267062,1.21,FALSE,176.700485,,10.02194444,77.94233333,GOOD,Available,,Village Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94233333333334 10.021944444444445, 77.94080555555556 10.024361111111112)"
58,116,,S,DA,26,117-116,314.1491103,1.31,FALSE,179.29921,,10.02436111,77.94080556,GOOD,Available,2-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94080555555556 10.024361111111112, 77.93927777777778 10.026805555555557)"
59,115,,T,DB,25,116-115,317.185506,2.72,FALSE,177.9366,"15°9'36""L",10.02680556,77.93927778,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93927777777778 10.026805555555557, 77.93866666666668 10.028833333333335)"
60,114,,S,DA,26,115-114,236.243896,1.64,FALSE,179.086105,,10.02883333,77.93866667,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93866666666668 10.028833333333335, 77.93777777777778 10.031666666666668)"
61,113,,S,DA,26,114-113,328.5724604,1.38,FALSE,181.124496,,10.03166667,77.93777778,GOOD,Available,"LT,11KV",,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93777777777778 10.031666666666668, 77.93694444444445 10.0345)"
62,112,2W,T,DB,25,113-112,326.4177468,1.46,FALSE,182.757141,"1°45'36""R",10.0345,77.93694444,GOOD,Available,2-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93694444444445 10.0345, 77.93633333333334 10.036388888888888)"
63,111,,T,DC,26,112-111,218.0949299,3.23,FALSE,183.473251,"33°46'48""L",10.03638889,77.93633333,GOOD,Available,"LT,400 KV",Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93633333333334 10.036388888888888, 77.93733333333334 10.039833333333334)"
64,110,,T,DB,25,111-110,398.9615429,2.72,FALSE,183.463394,"0°19'12""R",10.03983333,77.93733333,GOOD,Available,, Road,Vaikai river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93733333333334 10.039833333333334, 77.93811111111111 10.042583333333333)"
65,109,,S,DA,26,110-109,315.1898631,1.82,FALSE,184.867035,,10.04258333,77.93811111,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93811111111111 10.042583333333333, 77.9388888888889 10.045277777777777)"
66,108,,S,DA,26,109-108,310.4167641,3.07,FALSE,184.803223,,10.04527778,77.93888889,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9388888888889 10.045277777777777, 77.9396388888889 10.047888888888888)"
67,107,,S,DA,26,108-107,301.825208,0.62,FALSE,183.059982,,10.04788889,77.93963889,GOOD,Available,2-HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9396388888889 10.047888888888888, 77.94022222222223 10.049861111111111)"
68,106,,T,DC,26,107-106,226.9128067,0.53,FALSE,183.530548,"39°25'12""R",10.04986111,77.94022222,GOOD,Available,2-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94022222222223 10.049861111111111, 77.93891666666667 10.052805555555556)"
69,105,,S,DA,26,106-105,354.7954733,1.17,FALSE,184.695221,,10.05280556,77.93891667,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93891666666667 10.052805555555556, 77.93827777777778 10.054166666666667)"
