S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry  (Alagarkoil SS),Gantry,Gantry,12,    ,,0.26,"=IF(H6>15,0)",201.83757,,10.052916666666667,78.18872222222222,GOOD,NO E/W,,,Plain,Lamp Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.18872222222222 10.052916666666667, 78.18902777777778 10.052833333333334)"
2,212,T,DB,25,Gantry -212,36.34133621904741,Above 1000,"=IF(H7>15,0)",198.036025999999,"12°7'48""L",10.052833333333334,78.18902777777778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.18902777777778 10.052833333333334, 78.18994444444445 10.05238888888889)"
3,211,T,DB,25,212-211,110.58461345348029,1.7,"=IF(H8>15,0)",198.078048999999,"11°19'12""L",10.05238888888889,78.18994444444445,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.18994444444445 10.05238888888889, 78.19091666666667 10.05163888888889)"
4,210,T,DC,26,211-210,133.67540909952638,1.08,"=IF(H9>15,0)",197.107834,"55°50'24""L",10.05163888888889,78.19091666666667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19091666666667 10.05163888888889, 78.19077777777778 10.049583333333333)"
5,209,T,DC,26,210-209,229.032400469558,0.78,"=IF(H10>15,0)",192.130553999999,"41°52'48""R",10.049583333333333,78.19077777777778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19077777777778 10.049583333333333, 78.19194444444445 10.04813888888889)"
6,208,S,DA,26,209-208,206.34587368845902,1.03,"=IF(H11>15,0)",190.064682,,10.04813888888889,78.19194444444445,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19194444444445 10.04813888888889, 78.19352777777779 10.046166666666666)"
7,207,T,DB+3,28,208-207,278.70283878201184,4.98,"=IF(H12>15,0)",189.075577,"23°28'12""L",10.046166666666666,78.19352777777779,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19352777777779 10.046166666666666, 78.19413888888889 10.043916666666666)"
8,206,S,DA,26,207-206,257.6468602275883,0.56,"=IF(H13>15,0)",186.810303,,10.043916666666666,78.19413888888889,GOOD,Available,2-LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19413888888889 10.043916666666666, 78.19477777777779 10.041361111111112)"
9,205,S,DA,26,206-205,290.08713775119634,0.86,"=IF(H14>15,0)",183.633208999999,,10.041361111111112,78.19477777777779,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19477777777779 10.041361111111112, 78.19541666666667 10.039)"
10,204,S,DA,26,205-204,271.95581157632273,2.26,"=IF(H15>15,0)",182.221649,,10.039,78.19541666666667,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19541666666667 10.039, 78.19608333333333 10.036583333333333)"
11,203,S,DA,26,204-203,276.1550963806368,3.87,"=IF(H16>15,0)",183.019577,,10.036583333333333,78.19608333333333,GOOD,Available,"2-LT,HT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19608333333333 10.036583333333333, 78.19672222222222 10.034138888888888)"
12,202,T,DC+3,29,203-202,280.09796580627665,0.76,"=IF(H17>15,0)",182.727539,"45°19'48""R",10.034138888888888,78.19672222222222,GOOD,Available,2-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19672222222222 10.034138888888888, 78.19872222222223 10.033000000000001)"
13,201,S,DA,26,202-201,253.7957843989102,5.04,"=IF(H18>15,0)",179.978088,,10.033000000000001,78.19872222222223,GOOD,Available,,Alagarkoil Main Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19872222222223 10.033000000000001, 78.20108333333333 10.031666666666668)"
14,200,S,DA,26,201-200,295.926527935174,3.41,"=IF(H19>15,0)",178.517075,,10.031666666666668,78.20108333333333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20108333333333 10.031666666666668, 78.20333333333333 10.030416666666667)"
15,199,T,DB,25,200-199,285.7119578730676,7.56,"=IF(H20>15,0)",176.337584999999,"15°42'36""L",10.030416666666667,78.20333333333333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20333333333333 10.030416666666667, 78.20522222222222 10.028555555555556)"
16,198,S,DA,26,199-198,289.4820140674921,7.35,"=IF(H21>15,0)",173.233154,,10.028555555555556,78.20522222222222,GOOD,Available,230 KV,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20522222222222 10.028555555555556, 78.20725 10.026555555555557)"
17,197,S,DA,26,198-197,313.72104818837914,5.01,"=IF(H22>15,0)",173.304779,,10.026555555555557,78.20725,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20725 10.026555555555557, 78.20905555555557 10.024805555555556)"
