S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 127 ,3W,T,SC,26,,,,,326.9716797,,10.54402775,77.52222226,GOOD,,,,PLAIN,Renganathapuram - Udumalpet Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5222222600132 10.5440277513116, 77.5214719120413 10.5435811635106)"
2,1,,T,DC,25,127 -1,105.8904834,3.85,FALSE,333.7008057,40°57'56''LT,10.54358116,77.52147191,GOOD,NO E/W,132KV Sempatti - Udumalpet,,PLAIN,Down crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5214719120413 10.5435811635106, 77.5207568518817 10.5427317414432)"
3,2,,T,DC+6,32,01-Feb,131,2.59,FALSE,333.4605713,25°57'31''RT,10.54273174,77.52075685,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5207568518817 10.5427317414432, 77.5189046189188 10.5419062077999)"
4,3,,S,DC,25,02-Mar,231,3.56,FALSE,329.6152344,,10.54190621,77.51890462,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5189046189188 10.5419062077999, 77.5172148272395 10.5411596316844)"
5,4,,T,DC,25,03-Apr,211,4.23,FALSE,327.4522705,37°41'34''LT,10.54115963,77.51721483,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5172148272395 10.5411596316844, 77.5167505536228 10.5403045099228)"
6,5,,T,SC,25,04-May,116,2.36,FALSE,325.2893066,1°15'30''LT,10.54030451,77.51675055,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5167505536228 10.5403045099228, 77.5164431054145 10.5397071316838)"
7,6,,T,SC,25,05-Jun,83,2.55,FALSE,324.8087158,32°40'49''RT,10.53970713,77.51644311,GOOD,Available,220KV,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5164431054145 10.5397071316838, 77.5161044765263 10.5395110789686)"
8,7,,T,SC,25,06-Jul,51,2.15,FALSE,325.2893066,48°27'42''LT,10.53951108,77.51610448,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5161044765263 10.5395110789686, 77.5159167218953 10.5385733954608)"
9,8,,S,SC,25,07-Aug,115,1.25,FALSE,313.0325928,,10.5385734,77.51591672,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5159167218953 10.5385733954608, 77.5154430605471 10.5360799469053)"
10,9,,S,SC,25,08-Sep,291,3.25,FALSE,312.5518799,,10.53607995,77.51544306,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5154430605471 10.5360799469053, 77.514977864921 10.5338240414857)"
11,10,,T,SC,25,09-Oct,264,4.23,FALSE,311.8309326,25°16'4''RT,10.53382404,77.51497786,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.514977864921 10.5338240414857, 77.5151050183922 10.53157299757)"
12,11,,S,SC,25,10-Nov,259,1.23,FALSE,311.1099854,,10.531573,77.51510502,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5151050183922 10.53157299757, 77.5152411404997 10.5291383061558)"
13,12,,T,SC,25,11-Dec,280,2.13,FALSE,313.2729492,31°30'32''LT,10.52913831,77.51524114,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5152411404997 10.5291383061558, 77.5145964045077 10.5270929541438)"
14,13,,S,SC,25,Dec-13,247,1.19,FALSE,311.5906982,,10.52709295,77.5145964,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5145964045077 10.5270929541438, 77.5140774808824 10.5254883226007)"
15,14,,S,SC,25,13-14,196,1.98,FALSE,317.8392334,,10.52548832,77.51407748,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5140774808824 10.5254883226007, 77.5136768259108 10.5242105014622)"
16,15,,S,SC,25,14-15,157,2.31,FALSE,313.9938965,,10.5242105,77.51367683,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5136768259108 10.5242105014622, 77.5130600016564 10.5222124233841)"
17,16,2W,T,SC,25,15-16,241,3.21,FALSE,309.6680908,11°58'58''LT,10.52221242,77.51306,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5130600016564 10.5222124233841, 77.5128505378961 10.5198453739285)"
18,17,,S,SC,25,16-17,273,5.32,FALSE,313.5133057,,10.51984537,77.51285054,GOOD,Available,LT,Mud Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5128505378961 10.5198453739285, 77.5126966461539 10.5175273586064)"
19,18,,S,SC,25,17-18,267,4.23,FALSE,308.2260742,,10.51752736,77.51269665,GOOD,Available,,Mud Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5126966461539 10.5175273586064, 77.5124845840036 10.5149030685424)"
20,19,,S,SC,25,18-19,301,3.33,FALSE,313.9938965,,10.51490307,77.51248458,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5124845840036 10.5149030685424, 77.5122907944023 10.5125720612704)"
21,20,,T,SC,25,19-20,269,3.16,FALSE,322.4053955,36°58'36''RT,10.51257206,77.51229079,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5122907944023 10.5125720612704, 77.5131387077271 10.510306097567)"
22,21,,S,SC,25,20-21,277,2.36,FALSE,313.9938965,,10.5103061,77.51313871,GOOD,Available,"LT, HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5131387077271 10.510306097567, 77.5138899777084 10.5084198340773)"
23,22,,S,SC,25,21-22,234,1.78,FALSE,307.7454834,,10.50841983,77.51388998,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5138899777084 10.5084198340773, 77.5147725082933 10.5059781856834)"
24,23,,S,SC,25,22-23,297,1.95,FALSE,309.1873779,,10.50597819,77.51477251,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5147725082933 10.5059781856834, 77.515479857102 10.5040113721042)"
25,24,,S,SC,25,23-24,240,3.89,FALSE,307,,10.50401137,77.51547986,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.515479857102 10.5040113721042, 77.5161235034465 10.5023074988275)"
26,25,,T,SC,25,24-25,211,5.63,FALSE,306,35°32'50''LT,10.5023075,77.5161235,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5161235034465 10.5023074988275, 77.515958212316 10.4999413713812)"
27,26,,S,SC,25,25-26,272,4.27,FALSE,305,,10.49994137,77.51595821,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.515958212316 10.4999413713812, 77.5156937632709 10.4977205861359)"
28,27,,S,SC,25,26-27,257,3.18,FALSE,308,,10.49772059,77.51569376,GOOD,Available,LT - 2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5156937632709 10.4977205861359, 77.5155160669237 10.4954229388386)"
29,28,2W,T,SC,25,27-28,265,3.43,FALSE,308.4664307,35°57'33''RT,10.49542294,77.51551607,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5155160669237 10.4954229388386, 77.5162259303033 10.4934569634497)"
30,29,,S,SC,25,28-29,240,3.82,FALSE,307.505127,,10.49345696,77.51622593,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5162259303033 10.4934569634497, 77.5169971492141 10.4914864618331)"
31,30,,S,SC,25,29-30,243,4.82,FALSE,304.6212158,,10.49148646,77.51699715,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5169971492141 10.4914864618331, 77.5178963597863 10.4890650976449)"
32,31,,S,SC,25,30-31,295,5.15,FALSE,309.1873779,,10.4890651,77.51789636,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5178963597863 10.4890650976449, 77.518714768812 10.4868976213037)"
33,32,,S,SC,25,31-32,266,4.02,FALSE,309.6680908,,10.48689762,77.51871477,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.518714768812 10.4868976213037, 77.5196024123579 10.4845955315977)"
34,33,,S,SC,25,32-33,282,3.98,FALSE,311.3503418,,10.48459553,77.51960241,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5196024123579 10.4845955315977, 77.520237090066 10.4828909877687)"
35,34,,S,SC,25,33-34,210,4.02,FALSE,316.6375732,,10.48289099,77.52023709,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.520237090066 10.4828909877687, 77.5209895335137 10.4808517545461)"
36,35,,T,SC,25,34-35,250,3.47,FALSE,316.1569824,12°57'11''RT,10.48085175,77.52098953,GOOD,Available,"LT, HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5209895335137 10.4808517545461, 77.5212124921381 10.4790823347866)"
