S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,139/10,,T,DC,26,139/9-139/10,240.4226662,3.07,FALSE,325.830841,"11°38'59"" R",10.55873598,77.546826,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5468259956687 10.5587359797209, 77.5467109959572 10.5603650026023)"
12,139/11,,T,DC,26,139/10-139/11,180.7292179,1.18,FALSE,323.386108,"35°44'54"" L",10.560365,77.546711,GOOD,Available,"HT, 230KV",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5467109959572 10.5603650026023, 77.5460420362651 10.5611610319465)"
13,139/12,,T,DC,26,139/11-139/12,114.577391,1.23,FALSE,323.69339,"17°28'16"" R",10.56116103,77.54604204,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5460420362651 10.5611610319465, 77.5452269800007 10.5631300248205)"
14,139/13,,T,DC,26,139/12-139/13,235.4856839,2.01,FALSE,322.101318,"15°33'28"" R",10.56313002,77.54522698,GOOD,Available,"LT, HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5452269800007 10.5631300248205, 77.5449099764227 10.5657939612865)"
15,139/14,2W,T,DC,26,139/13-139/14,296.8639234,4.5,FALSE,319.466034,"65°20'31"" L",10.56579396,77.54490998,GOOD,Available,LT,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5449099764227 10.5657939612865, 77.5475389603525 10.5674229841679)"
16,139/15,,S,DC,26,139/14-139/15,339.6822506,2.27,FALSE,320.579224,,10.56742298,77.54753896,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5475389603525 10.5674229841679, 77.5495089590549 10.5686029884964)"
17,139/16,,S,DC,26,139/15-139/16,252.1755529,1.6,FALSE,322.334473,,10.56860299,77.54950896,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5495089590549 10.5686029884964, 77.5515539757907 10.5698000080883)"
18,139/17,,S,DC,26,139/16-139/17,260.1913238,0.69,FALSE,326.022583,,10.56980001,77.55155398,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5515539757907 10.5698000080883, 77.5535620283335 10.5709980335086)"
19,139/18,,S,DC,26,139/17-139/18,256.7729341,1.53,FALSE,326.597382,,10.57099803,77.55356203,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5535620283335 10.5709980335086, 77.5560299959033 10.5724660400301)"
20,139/19,,S,DC,26,139/18-139/19,315.3308557,2.19,FALSE,328.431213,,10.57246604,77.55603,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5560299959033 10.5724660400301, 77.557836966589 10.5735659971833)"
21,139/20,,T,DC,26,139/19-139/20,232.3204179,3.34,FALSE,330.500519,"36°0'24"" L",10.573566,77.55783697,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.557836966589 10.5735659971833, 77.558923009783 10.5761740263551)"
22,139/21,,T,DC,26,139/20-139/21,312.1826816,4.9,FALSE,322.2659,"12°7'35"" L",10.57617403,77.55892301,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.558923009783 10.5761740263551, 77.5593229942023 10.5783590208739)"
23,139/22,,S,DC,26,139/21-139/22,245.7583318,2.77,FALSE,319.905701,,10.57835902,77.55932299,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5593229942023 10.5783590208739, 77.5595379900187 10.5794980376958)"
24,139/23,,S,DC,26,139/22-139/23,128.2400134,1.8,FALSE,318.619049,,10.57949804,77.55953799,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5595379900187 10.5794980376958, 77.560004023835 10.5817169789224)"
25,139/24,,T,DC,26,139/23-139/24,250.8271598,2.8,FALSE,317.168732,"41°26'19"" R",10.58171698,77.56000402,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.560004023835 10.5817169789224, 77.5617590267211 10.5830170121043)"
26,139/25,,S,DC,26,139/24-139/25,240.0685596,3.92,FALSE,312.61795,,10.58301701,77.56175903,GOOD,Available,LT -2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5617590267211 10.5830170121043, 77.5633810088038 10.5841929931193)"
27,139/26,2W,T,DC,26,139/25-139/26,220.1913302,4.15,FALSE,311.918701,"14°14'42"" R",10.58419299,77.56338101,GOOD,Available,LT -2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5633810088038 10.5841929931193, 77.5650579761713 10.5848629586398)"
28,139/27,,S,DC,26,139/26-139/27,198.0343516,4.3,FALSE,312.205933,,10.58486296,77.56505798,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5650579761713 10.5848629586398, 77.5673690345138 10.585754038766)"
29,139/28,,T,DC,26,139/27-139/28,271.599759,1.43,FALSE,311.670227,"7°29'51"" L",10.58575404,77.56736903,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5673690345138 10.585754038766, 77.569624017924 10.5869799759238)"
30,139/29,,S,DC,26,139/28-139/29,281.7438601,3.25,FALSE,311.403534,,10.58697998,77.56962402,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.569624017924 10.5869799759238, 77.5710210297256 10.5877090338617)"
31,139/30,,T,DC,26,139/29-139/30,172.9492672,5.62,FALSE,307.982025,"6°2'9"" R",10.58770903,77.57102103,GOOD,Available,"LT -2NO, HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5710210297256 10.5877090338617, 77.5724099949002 10.5882579647004)"
32,139/31,,T,DC,26,139/30-139/31,163.7768604,2.33,FALSE,306.835388,"48°51'31"" R",10.58825796,77.57240999,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5724099949002 10.5882579647004, 77.5725720170885 10.5881759896874)"
33,Gantry ( Vagarai SS ),2W,T,H-POLE,15,139/31-Gantry ,19.92665346,,,306.079132,,10.58817599,77.57257202,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
