S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 139/1,3W,T,DC,26,,,,,339.752136,,10.53980604,77.54724501,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5472450070083 10.5398060381412, 77.5469369720667 10.5418839957565)"
2,139/2,,T,DC,26, 139/1-139/2,232.4360142,3.66,0,348.050201,"1°42'29""",10.541884,77.54693697,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5469369720667 10.5418839957565, 77.5464899651706 10.5443790368735)"
3,139/3,,S,DC,26,139/2-139/3,280.4407478,5.1,FALSE,339.512604,,10.54437904,77.54648997,GOOD,Available,LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5464899651706 10.5443790368735, 77.5460319779813 10.5470820330083)"
4,139/4,,S,DC,26,139/3-139/4,303.3255215,5.28,FALSE,334.339447,,10.54708203,77.54603198,GOOD,Available,"LT, HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5460319779813 10.5470820330083, 77.5456090271472 10.5495019722729)"
5,139/5,,T,DC,26,139/4-139/5,271.7988677,1.69,FALSE,330.116394,"5°30'4"" R",10.54950197,77.54560903,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5456090271472 10.5495019722729, 77.5455530360341 10.5502369813621)"
6,X,,T,DC,26,139/5-X,81.57679565,-,FALSE,330.79776,"45°57'53"" L",10.55023698,77.54555304,GOOD,NO E/W,"LT, HT 400KV",MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5455530360341 10.5502369813621, 77.5460090115666 10.5507799610495)"
7,139/6,,T,DC,26,X-139/6,78.13238779,3.84,FALSE,328.050262,"38°10'23"" L",10.55077996,77.54600901,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5460090115666 10.5507799610495, 77.5460429582744 10.5520199798047)"
8,139/7,,T,DC,26,139/6-139/7,137.2876143,2.07,FALSE,328.740387,"5°22'60"" R",10.55201998,77.54604296,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5460429582744 10.5520199798047, 77.5463280268013 10.5543390009552)"
9,139/8,,S,DC,26,139/7-139/8,258.5459604,4.85,FALSE,327.730438,,10.554339,77.54632803,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5463280268013 10.5543390009552, 77.5465830042958 10.556576969102)"
10,139/9,,S,DC,26,139/8-139/9,249.252944,0.92,FALSE,326.601807,,10.55657697,77.546583,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5465830042958 10.556576969102, 77.5468259956687 10.5587359797209)"
