S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
77,LILO - 70/1,T,DC on DC,25,"=CONCATENATE(B81, "" : "", B82)",286.3929378627237,7.94,22.895353,97°42'30''LT,8.72948292642831,77.8533187508583,GOOD,OPGW,LT,ROAD,PLAIN,COMMON TOWER FOR 110KV ARUMUGANERI - PALAYAMKOTTAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8533187508583 8.72948292642831, 77.8509619273245 8.72841096483171)"
78,TN - 2,S,DC on DC,26,"=CONCATENATE(B82, "" : "", B83)",287.3900825100229,-,26.818712,,8.72841096483171,77.8509619273245,GOOD,OPGW,,,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8509619273245 8.72841096483171, 77.8486465942114 8.72735744342207)"
79,TN - 3,S,DC on DC,26,"=CONCATENATE(B83, "" : "", B84)",282.38590224177966,-,26.5434,,8.72735744342207,77.8486465942114,GOOD,OPGW,,,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8486465942114 8.72735744342207, 77.8462448436766 8.72628791257739)"
80,TN - 4,S,DC on DC,26,"=CONCATENATE(B84, "" : "", B85)",291.78739759261776,4.63,26.3296965,,8.72628791257739,77.8462448436766,GOOD,OPGW,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8462448436766 8.72628791257739, 77.8445127233862 8.72549816966056)"
81,TN - 5,S,DC on DC,26,"=CONCATENATE(B85, "" : "", B86)",211.8326643402625,4.75,25.7734521,,8.72549816966056,77.8445127233862,GOOD,OPGW,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8445127233862 8.72549816966056, 77.8421185165643 8.7244030740112)"
82,TN - 6,S,DC on DC,26,"=CONCATENATE(B86, "" : "", B87)",292.2000296143861,5.66,25.2172077,,8.7244030740112,77.8421185165643,GOOD,OPGW,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8421185165643 8.7244030740112, 77.840008707717 8.72344200499355)"
83,TN - 7,S,DC on DC,26,"=CONCATENATE(B87, "" : "", B88)",257.5463740019717,3.83,28.109476,,8.72344200499355,77.840008707717,GOOD,OPGW,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.840008707717 8.72344200499355, 77.8376431670039 8.72237205505371)"
84,TN - 8,T,DC on DC,25,"=CONCATENATE(B88, "" : "", B89)",288.1717960853906,4.98,27.246119,12°42'24''LT,8.72237205505371,77.8376431670039,GOOD,OPGW,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8376431670039 8.72237205505371, 77.835505278781 8.7219320051372)"
85,TN - 9,T,DC on DC,38,"=CONCATENATE(B89, "" : "", B90)",242.42970453656133,5.32,26.818712,1°17'3''RT,8.7219320051372,77.835505278781,GOOD,OPGW,"HT, LT - 3",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.835505278781 8.7219320051372, 77.8325747977942 8.72126002795994)"
86,TN - 10,T,DC on DC,=26+12,"=CONCATENATE(B90, "" : "", B91)",333.19187172367043,4.93,26.5434,30°12'49''RT,8.72126002795994,77.8325747977942,GOOD,OPGW,,RIVER,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8325747977942 8.72126002795994, 77.8300189040601 8.72203518636524)"
87,TN - 11,S,DC on DC,26,"=CONCATENATE(B91, "" : "", B92)",296.2645013384505,6.84,26.3296965,,8.72203518636524,77.8300189040601,GOOD,OPGW,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8300189040601 8.72203518636524, 77.8271501976996 8.72292425483465)"
88,TN - 12,S,DC on DC,26,"=CONCATENATE(B92, "" : "", B93)",332.89835909698667,2.65,25.7734521,,8.72292425483465,77.8271501976996,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8271501976996 8.72292425483465, 77.8245677333325 8.72372958809137)"
89,TN - 13,T,DC on DC,25,"=CONCATENATE(B93, "" : "", B94)",300.04402919523585,3.56,25.2172077,21°17'26''LT,8.72372958809137,77.8245677333325,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8245677333325 8.72372958809137, 77.8229502774775 8.72363378293812)"
90,TN - 14,S,DC on DC,26,"=CONCATENATE(B94, "" : "", B95)",180.44194932136475,3.87,28.109476,,8.72363378293812,77.8229502774775,GOOD,OPGW,,"ROAD, CANAL",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8229502774775 8.72363378293812, 77.8209977969527 8.72349430806934)"
91,TN - 15,S,DC on DC,26,"=CONCATENATE(B95, "" : "", B96)",217.57528406814998,4.63,27.246119,,8.72349430806934,77.8209977969527,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8209977969527 8.72349430806934, 77.8184472676366 8.72332516126334)"
92,TN - 16,S,DC on DC,26,"=CONCATENATE(B96, "" : "", B97)",283.50626200968617,4.75,26,,8.72332516126334,77.8184472676366,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8184472676366 8.72332516126334, 77.8160148393362 8.72316867113113)"
93,TN - 17,S,DC on DC,26,"=CONCATENATE(B97, "" : "", B98)",270.4358162822528,5.66,26.818712,,8.72316867113113,77.8160148393362,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8160148393362 8.72316867113113, 77.8133307024836 8.72297747991979)"
94,TN - 18,S,DC on DC,26,"=CONCATENATE(B98, "" : "", B99)",298.35238450368365,3.83,26.5434,,8.72297747991979,77.8133307024836,GOOD,OPGW,220KV DC UP XING - 2 NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8133307024836 8.72297747991979, 77.810736419633 8.72278654016554)"
95,TN - 19,S,DC on DC,26,"=CONCATENATE(B99, "" : "", B100)",288.4806229101971,4.98,26.3296965,,8.72278654016554,77.810736419633,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.810736419633 8.72278654016554, 77.8083731420338 8.7226244341582)"
96,TN - 20,S,DC on DC,26,"=CONCATENATE(B100, "" : "", B101)",262.87748296929067,5.32,25.7734521,,8.7226244341582,77.8083731420338,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8083731420338 8.7226244341582, 77.8057383745908 8.72243726626038)"
97,TN - 21,S,DC on DC,26,"=CONCATENATE(B101, "" : "", B102)",292.8961176332918,4.93,25.2172077,,8.72243726626038,77.8057383745908,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8057383745908 8.72243726626038, 77.8031972330063 8.722227467224)"
98,TN - 22,S,DC on DC,26,"=CONCATENATE(B102, "" : "", B103)",282.8081620712549,6.84,22.175163,,8.722227467224,77.8031972330063,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8031972330063 8.722227467224, 77.8005490545183 8.72201750054955)"
99,TN - 23,T,DC on DC,25,"=CONCATENATE(B103, "" : "", B104)",294.5579797766386,2.65,22.895353,1°34'45''LT,8.72201750054955,77.8005490545183,GOOD,OPGW,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8005490545183 8.72201750054955, 77.7981356531381 8.72189294546842)"
100,TN - 24,S,DC on DC,26,"=CONCATENATE(B104, "" : "", B105)",268.1352375273816,3.56,25,,8.72189294546842,77.7981356531381,GOOD,OPGW,,"ROAD, POND",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7981356531381 8.72189294546842, 77.7958666719496 8.72176294215023)"
101,TN - 25,S,DC on DC,26,"=CONCATENATE(B105, "" : "", B106)",252.2870879927574,3.87,26.818712,,8.72176294215023,77.7958666719496,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7958666719496 8.72176294215023, 77.7935481537133 8.72163034044206)"
102,TN - 26,S,DC on DC,26,"=CONCATENATE(B106, "" : "", B107)",257.74949988966245,4.68,26.5434,,8.72163034044206,77.7935481537133,GOOD,OPGW,"HT, LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7935481537133 8.72163034044206, 77.7912226784974 8.72150109149515)"
103,TN - 27,S,DC on DC,26,"=CONCATENATE(B107, "" : "", B108)",258.49300670196084,4.75,26.3296965,,8.72150109149515,77.7912226784974,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7912226784974 8.72150109149515, 77.7888963650912 8.72135298326611)"
104,TN - 28,T,DC on DC,25,"=CONCATENATE(B108, "" : "", B109)",258.70960949529564,5.66,25.7734521,25°36'43''RT,8.72135298326611,77.7888963650912,GOOD,OPGW,,,PLAIN,INSIDE OF GARDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7888963650912 8.72135298326611, 77.7866133023053 8.72007415629923)"
105,TN - 29,S,DC on DC,26,"=CONCATENATE(B109, "" : "", B110)",290.5284510997195,3.82,25.2172077,,8.72007415629923,77.7866133023053,GOOD,OPGW,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7866133023053 8.72007415629923, 77.784368628636 8.71879633516073)"
106,TN - 30,T,DC on DC,25,"=CONCATENATE(B110, "" : "", B111)",286.7969633428747,4.94,22.175163,37°57'18''RT,8.71879633516073,77.784368628636,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.784368628636 8.71879633516073, 77.7828292082995 8.718968834728)"
107,TN - 31,T,DC on DC,25,"=CONCATENATE(B111, "" : "", B112)",172.6009190547884,5.25,26.818712,45°49'13''LT,8.718968834728,77.7828292082995,GOOD,OPGW,"HT, LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7828292082995 8.718968834728, 77.780948812142 8.71751097030937)"
108,TN - 32,S,DC on DC,26,"=CONCATENATE(B112, "" : "", B113)",264.52528335433476,4.56,26.5434,,8.71751097030937,77.780948812142,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.780948812142 8.71751097030937, 77.7790534123778 8.71605243533849)"
109,TN - 33,S,DC on DC,26,"=CONCATENATE(B113, "" : "", B114)",265.8761697923884,3.87,26.3296965,,8.71605243533849,77.7790534123778,GOOD,OPGW,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7790534123778 8.71605243533849, 77.7771896962076 8.71460094116628)"
110,TN - 34,T,DC on DC,25,"=CONCATENATE(B114, "" : "", B115)",262.6440204928304,7.26,25.7734521,64°31'24''RT,8.71460094116628,77.7771896962076,GOOD,OPGW,LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7771896962076 8.71460094116628, 77.7769049629569 8.71473714709281)"
111,GANTRY ,GANTRY,GANTRY,15,"=CONCATENATE(B115, "" : "", B116)",36.79237033876265,,24,,8.71473714709281,77.7769049629569,GOOD,OPGW,,,PLAIN,110KV PALAYAMKOTTAI SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
