S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
29,138/13,S,DC,26,"=B33&"" - ""&B34",251.9208538870334,3.43,"=IF(H34>15,0)",325.77001953125,,10.493251690641,77.6300090923905,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6300090923905 10.493251690641, 77.6290883403271 10.4913131240755)"
30,138/14,S,DC,26,"=B34&"" - ""&B35",242.08394578952004,3.82,"=IF(H35>15,0)",328.894287109375,,10.4913131240755,77.6290883403271,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6290883403271 10.4913131240755, 77.6281753834337 10.48936676234)"
31,138/15,S,DC,26,"=B35&"" - ""&B36",242.50431459542054,4.82,"=IF(H36>15,0)",331.05712890625,,10.48936676234,77.6281753834337,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6281753834337 10.48936676234, 77.6272145658731 10.4873531777411)"
32,138/16,S,DC,26,"=B36&"" - ""&B37",251.46574803409223,5.15,"=IF(H37>15,0)",329.374877929687,,10.4873531777411,77.6272145658731,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6272145658731 10.4873531777411, 77.6261558476835 10.4851251840591)"
33,138/17,T,DC,26,"=B37&"" - ""&B38",277.50397064545,4.02,"=IF(H38>15,0)",331.297485351562,11°28'34''RT,10.4851251840591,77.6261558476835,GOOD,Available,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6261558476835 10.4851251840591, 77.6248522102832 10.4833918903023)"
34,138/18,S,DC,26,"=B38&"" - ""&B39",244.15537887351545,3.98,"=IF(H39>15,0)",332.499267578125,,10.4833918903023,77.6248522102832,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6248522102832 10.4833918903023, 77.6235078368335 10.4816083051264)"
35,138/19,S,DC,26,"=B39&"" - ""&B40",251.28522844689556,4.02,"=IF(H40>15,0)",326.01025390625,,10.4816083051264,77.6235078368335,GOOD,Available,HT,New Bybass,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6235078368335 10.4816083051264, 77.6220651436597 10.4796994104981)"
36,138/20,S,DC,26,"=B40&"" - ""&B41",268.842335082659,3.47,"=IF(H41>15,0)",326.731323242187,,10.4796994104981,77.6220651436597,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6220651436597 10.4796994104981, 77.6206095423549 10.477748773992)"
37,138/21,T,DC,26,"=B41&"" - ""&B42",273.3940432204069,2.84,"=IF(H42>15,0)",329.374877929687,26°34'29''LT,10.477748773992,77.6206095423549,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6206095423549 10.477748773992, 77.620231853798 10.4756009951233)"
38,138/22,T,DC,26,"=B42&"" - ""&B43",246.2884170385801,1.49,"=IF(H43>15,0)",329.374877929687,4°0'53''RT,10.4756009951233,77.620231853798,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.620231853798 10.4756009951233, 77.6198446936905 10.4740511812269)"
39,138/23,T,DC,26,"=B43&"" - ""&B44",181.69765118839172,2.13,"=IF(H44>15,0)",331.297485351562,130°59'30''RT,10.4740511812269,77.6198446936905,GOOD,Available,"HT, LT",NH,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6198446936905 10.4740511812269, 77.6198166981339 10.4740905761718)"
40,GANTRY,T,H-POLE,12,138/23-GANTRY,10.330701915156062,-,,330.336181640625,,10.4740905761718,77.6198166981339,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G45),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
