S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 1 ,3W,T,DC,26,,,2.32,FALSE,51.156696,,9.946861111,78.84438889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84438888888889 9.946861111111112, 78.84613888888889 9.94886111111111)"
2,2,,S,DA,26,LILO :1-2,295,1.56,FALSE,53.513229,,9.948861111,78.84613889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84613888888889 9.94886111111111, 78.84788888888889 9.950694444444444)"
3,3,,T,DB,25,02-Mar,278.4780288,1.16,FALSE,53.940777,"26°51'0""R",9.950694444,78.84788889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84788888888889 9.950694444444444, 78.84861111111111 9.953138888888889)"
4,4,,S,DA,26,03-Apr,284,1.31,FALSE,54.166904,,9.953138889,78.84861111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84861111111111 9.953138888888889, 78.84927777777777 9.955388888888889)"
5,5,,S,DA,26,04-May,266,2.78,FALSE,52.252396,,9.955388889,78.84927778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84927777777777 9.955388888888889, 78.85 9.957694444444444)"
6,6,,S,DA,26,05-Jun,267,1.52,FALSE,53.661095,,9.957694444,78.85,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85 9.957694444444444, 78.85069444444444 9.959972222222222)"
7,7,,T,DB,25,06-Jul,265,3.27,FALSE,54.386955,"8°5'24""R",9.959972222,78.85069444,GOOD,Available,HT,Srivachi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85069444444444 9.959972222222222, 78.85108333333332 9.962277777777777)"
8,8,,S,DA,26,07-Aug,262,2.54,FALSE,54.622734,,9.962277778,78.85108333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85108333333332 9.962277777777777, 78.85144444444444 9.964722222222221)"
9,9,,S,DA,26,08-Sep,277,2.35,FALSE,55.244747,,9.964722222,78.85144444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85144444444444 9.964722222222221, 78.85177777777777 9.966722222222222)"
10,10,,T,DB,25,09-Oct,226,1.35,FALSE,55.108879,"3°36'36""L",9.966722222,78.85177778,GOOD,Available,,Ilankanivayal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85177777777777 9.966722222222222, 78.85225 9.968861111111112)"
11,11,,S,DA,26,10-Nov,245,3.4,FALSE,54.440926,,9.968861111,78.85225,GOOD,Available,LT,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85225 9.968861111111112, 78.85269444444444 9.970972222222223)"
12,12,,T,DC,26,11-Dec,241,2.37,FALSE,52.075516,"36°57'0""L",9.970972222,78.85269444,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85269444444444 9.970972222222223, 78.85469444444443 9.972666666666667)"
13,13,,S,DA,26,Dec-13,287.6482916,2.01,FALSE,46.804482,,9.972666667,78.85469444,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85469444444443 9.972666666666667, 78.85644444444443 9.973833333333333)"
14,14,,S,DA,26,13-14,231.8113781,1.28,FALSE,44.989555,,9.973833333,78.85644444,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85644444444443 9.973833333333333, 78.85872222222221 9.975444444444445)"
15,15,,S,DA,26,14-15,307.9862644,3.29,FALSE,47.386936,,9.975444444,78.85872222,GOOD,Available,LT,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85872222222221 9.975444444444445, 78.86047222222221 9.977611111111111)"
16,16,2W,T,DB,25,15-16,304.3089718,1.15,FALSE,47.190674,"31°49'12""L",9.977611111,78.86047222,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86047222222221 9.977611111111111, 78.86244444444444 9.978277777777778)"
17,17,,S,DA,26,16-17,231,1.07,FALSE,47.867668,,9.978277778,78.86244444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86244444444444 9.978277777777778, 78.86452777777777 9.979000000000001)"
18,18,,S,DA,26,17-18,245.0033879,2.71,FALSE,47.129845,,9.979,78.86452778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86452777777777 9.979000000000001, 78.86641666666667 9.979666666666667)"
19,19,,S,DA,26,18-19,218.1361369,3.54,FALSE,47.758072,,9.979666667,78.86641667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86641666666667 9.979666666666667, 78.8683611111111 9.980361111111112)"
20,20,,T,DB,25,19-20,225.7114343,4.43,FALSE,48.814854,"21°12'36""R",9.980361111,78.86836111,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8683611111111 9.980361111111112, 78.86999999999999 9.981777777777777)"
21,21,,S,DA,26,20-21,241,1.29,FALSE,49.602631,,9.981777778,78.87,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86999999999999 9.981777777777777, 78.87197222222221 9.983444444444444)"
22,22,,T,DB,25,21-22,286,1.44,FALSE,48.983109,"5°55'12""R",9.983444444,78.87197222,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87197222222221 9.983444444444444, 78.87352777777777 9.985055555555554)"
