S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (Karakudi SS),,Gantry,Gantry,12,,,,,100.072884,,10.07866667,78.73530556,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73530555555556 10.078666666666667, 78.73547222222223 10.078972222222221)"
2,162,2W,T,SC,26,Gantry-162,43,1.37,FALSE,92.535263,"55°46'12""L",10.07897222,78.73547222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73547222222223 10.078972222222221, 78.73569444444445 10.079)"
3,161,,T,SB,25,162-161,26,1.47,FALSE,91.317726,"14°25'48""R",10.079,78.73569444,GOOD,Available,"2-66KV,HT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73569444444445 10.079, 78.73683333333334 10.07938888888889)"
4,160,,T,SB,25,161-160,131.4230731,2.29,FALSE,91.543442,"9°31'12""R",10.07938889,78.73683333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73683333333334 10.07938888888889, 78.73838888888889 10.08025)"
5,159,,S,SA,25,160-159,197,1.32,FALSE,88.747437,,10.08025,78.73838889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73838888888889 10.08025, 78.73988888888888 10.081027777777777)"
6,158,,S,SA,25,159-158,188,4.55,FALSE,87.321243,,10.08102778,78.73988889,GOOD,Available,"2-HT,2-LT",Karakudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73988888888888 10.081027777777777, 78.74247222222222 10.082444444444445)"
7,157,,S,SA,25,158-157,323.2104306,3.35,FALSE,82.716423,,10.08244444,78.74247222,GOOD,Available,2-LT,Street Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74247222222222 10.082444444444445, 78.74338888888889 10.082888888888888)"
8,156,,S,SA,25,157-156,112.3996186,1.16,FALSE,86.96566,,10.08288889,78.74338889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74338888888889 10.082888888888888, 78.74475 10.08363888888889)"
9,155,,T,SB,25,156-155,172.3478248,1.27,FALSE,85.120041,"23°17'24""L",10.08363889,78.74475,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74475 10.08363888888889, 78.74622222222223 10.083805555555557)"
10,154,,S,SA,25,155-154,160.9269299,2.38,FALSE,84.907806,,10.08380556,78.74622222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74622222222223 10.083805555555557, 78.74772222222222 10.083972222222222)"
11,153,,T,SB,25,154-153,167.96734,1.29,FALSE,87.262711,"20°30'0""L",10.08397222,78.74772222,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74772222222222 10.083972222222222, 78.74922222222223 10.08361111111111)"
12,152,,T,SC,26,153-152,167.5261057,1.38,FALSE,85.881836,"43°16'48""L",10.08361111,78.74922222,GOOD,Available,110 KV,Play Ground,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74922222222223 10.08361111111111, 78.75047222222223 10.081694444444445)"
13,151,,T,DC,26,152-151,253.5566524,2.51,FALSE,86.991371,"63°51'36""L",10.08169444,78.75047222,GOOD,Available,LT,Collage Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75047222222223 10.081694444444445, 78.74966666666667 10.080388888888889)"
14,150,,S,SA,25,151-150,167.8332827,1.31,FALSE,87.188354,,10.08038889,78.74966667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74966666666667 10.080388888888889, 78.74894444444445 10.079083333333333)"
15,149,,S,SA,25,150-149,166.1278295,3.32,FALSE,88.678345,,10.07908333,78.74894444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74894444444445 10.079083333333333, 78.74822222222222 10.077916666666667)"
16,148,,T,SB,25,149-148,173,1.41,FALSE,89.202927,"3°15'36""R",10.07791667,78.74822222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74822222222222 10.077916666666667, 78.74736111111112 10.07636111111111)"
17,147,,T,SC,26,148-147,220,0.73,FALSE,91.077248,"36°48'36""R",10.07636111,78.74736111,GOOD,Available,"HT,LT",Karakudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74736111111112 10.07636111111111, 78.74769444444445 10.074305555555556)"
18,146,,T,SB,25,147-146,232.1248536,1.39,0,91.15551,"11°33'36""L",10.07430556,78.74769444,GOOD,Available,HT,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74769444444445 10.074305555555556, 78.74761111111111 10.0725)"
19,145,,S,SA,25,146-145,199.4113393,1.16,0,91.95121,,10.0725,78.74761111,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74761111111111 10.0725, 78.74752777777778 10.070888888888888)"
20,144,,S,SA,25,145-144,179,2.41,FALSE,91.520706,,10.07088889,78.74752778,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74752777777778 10.070888888888888, 78.74738888888889 10.069055555555556)"
21,143,2W,T,SB,25,144-143,205.0244611,2.12,FALSE,90.050957,"21°8'24""L",10.06905556,78.74738889,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74738888888889 10.069055555555556, 78.74725 10.068777777777777)"
