S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (Surliyar SS),2W,Gantry,HPOLE,12,,,,,455,,9.621527778,77.27152778,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27152777777778 9.621527777777779, 77.27163888888889 9.621333333333334)"
2,1,,T,SC,22,Gantry1,25.23676377,0.82,FALSE,454,"9°44'4"" R",9.621333333,77.27163889,GOOD,NO E/W,,,PLAIN,Rail pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27163888888889 9.621333333333334, 77.27208333333333 9.620361111111112)"
3,2,,T,SC,22,12,118.1917198,3.01,FALSE,457,"64°27'28"" L",9.620361111,77.27208333,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27208333333333 9.620361111111112, 77.27241666666667 9.620333333333333)"
4,Gantry (Vanathiparai SS),2W,Gantry,HPOLE,12,2Gantry ,36.01692653,,FALSE,,,9.620333333,77.27241667,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
