S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
95,27,,S,DA,26,24-23,209.9977454,0.38,FALSE,215.165558,,10.20888889,78.28902778,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.28902777777778 10.208888888888888, 78.28622222222222 10.208472222222222)"
96,26,,T,DB,25,23-22,313.3843875,3.02,FALSE,214.108505,"13°13'48""R",10.20847222,78.28622222,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.28622222222222 10.208472222222222, 78.2845 10.207805555555554)"
97,25,,S,DA,26,22-21,201.6368043,1.17,FALSE,215.342285,,10.20780556,78.2845,GOOD,Available,,River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2845 10.207805555555554, 78.28216666666667 10.206944444444444)"
98,24,,T,DB+3,28,21-20,272.8572521,2.08,FALSE,215.342285,"11°45'0""R",10.20694444,78.28216667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.28216666666667 10.206944444444444, 78.27958333333333 10.205333333333332)"
99,23,2W,T,DC,26,20-19,336.3648478,3.41,FALSE,219.364944,"50°28'48""L",10.20533333,78.27958333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.27958333333333 10.205333333333332, 78.27694444444444 10.206194444444444)"
100,22,,S,DA,26,19-18,305,2.12,FALSE,220.404053,,10.20619444,78.27694444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.27694444444444 10.206194444444444, 78.27430555555556 10.207138888888888)"
101,21,,S,DA,26,18-17,307.9895061,2.31,FALSE,219.399811,,10.20713889,78.27430556,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.27430555555556 10.207138888888888, 78.27194444444444 10.207916666666666)"
102,20,,S,DA,26,17-16,274,0.1,FALSE,220.547867,,10.20791667,78.27194444,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.27194444444444 10.207916666666666, 78.26933333333334 10.208805555555555)"
103,19,,S,DA,26,16-15,303.2381131,1.2,FALSE,221.640274,,10.20880556,78.26933333,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26933333333334 10.208805555555555, 78.26652777777778 10.209777777777777)"
104,18,,T,DB+3,28,15-14,327.0630457,2.8,FALSE,221.917053,"12°52'48""L",10.20977778,78.26652778,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26652777777778 10.209777777777777, 78.26419444444444 10.211222222222222)"
105,17,,S,DA,26,14-13,301.6377734,2.17,FALSE,223.834274,,10.21122222,78.26419444,GOOD,Available,2-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26419444444444 10.211222222222222, 78.26175 10.212777777777777)"
106,16,,S,DA+3,29,13-12,316.9977321,4.1,FALSE,228.018845,,10.21277778,78.26175,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26175 10.212777777777777, 78.25961111111111 10.214083333333333)"
107,15,,S,DA,26,12-11,277,1.86,FALSE,229.618637,,10.21408333,78.25961111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25961111111111 10.214083333333333, 78.25727777777777 10.215527777777776)"
108,14,,S,DA,26,11-10,300.8647373,4.47,FALSE,232.458069,,10.21552778,78.25727778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25727777777777 10.215527777777776, 78.25505555555556 10.216972222222223)"
109,13,2W,T,DB,25,10-9,292.4471336,0.95,FALSE,235.495316,"2°42'36""R",10.21697222,78.25505556,GOOD,Available,"HT,LT",Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25505555555556 10.216972222222223, 78.25483333333334 10.217083333333333)"
110,12,,T,H-POLE,12,9-8,26.67589733,1.63,FALSE,234.848526,,10.21708333,78.25483333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25483333333334 10.217083333333333, 78.25444444444445 10.217305555555555)"
111,11,,T,H-POLE,12,8-7,50.07323134,1.84,FALSE,234.498688,,10.21730556,78.25444444,GOOD,Available,400 KV,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25444444444445 10.217305555555555, 78.25419444444445 10.217444444444444)"
112,10,,T,DB+3,28,7-6,30.56093607,1.67,FALSE,235.424225,"6°33'0""L",10.21744444,78.25419444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25419444444445 10.217444444444444, 78.25280555555555 10.218361111111111)"
113,9,,S,DA+3,29,6-5,186,3.33,FALSE,238.309387,,10.21836111,78.25280556,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25280555555555 10.218361111111111, 78.25091666666667 10.219416666666667)"
114,8,,T,DB,25,5-4,240,0.39,FALSE,240.049011,"5°30'0""R",10.21941667,78.25091667,GOOD,Available,LT,NH ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25091666666667 10.219416666666667, 78.25008333333334 10.219777777777779)"
115,7,,T,H-POLE,12,4-3,102,0.42,FALSE,242.072464,,10.21977778,78.25008333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25008333333334 10.219777777777779, 78.24955555555556 10.219972222222223)"
116,6,,T,H-POLE,12,3-2,60.97593325,5.34,FALSE,242.16893,,10.21997222,78.24955556,GOOD,Available,230kV,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24955555555556 10.219972222222223, 78.24908333333333 10.220166666666668)"
117,5,,T,DB,25,2-1,58.00622102,2.51,FALSE,239.465668,,10.22016667,78.24908333,GOOD,Available,,Metal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24908333333333 10.220166666666668, 78.24636111111111 10.221166666666667)"
118,4,,S,DA+3,29,1-Gantry (Natham SS),318,2.3,FALSE,242.483444,,10.22116667,78.24636111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24636111111111 10.221166666666667, 78.24402777777777 10.222027777777777)"
119,3,,S,DA,26,Gantry (Natham SS)-,274,0.76,FALSE,245.868713,,10.22202778,78.24402778,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24402777777777 10.222027777777777, 78.24175 10.222861111111111)"
120,2,,S,DA,26,-,268,3.48,FALSE,248.499725,,10.22286111,78.24175,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24175 10.222861111111111, 78.23927777777777 10.223805555555556)"
121,1,,T,DC,26,-1.  Shut down will be required in where earth wires are missing.,290.8439484,2.26,FALSE,249.507507,"5°23'60""L",10.22380556,78.23927778,GOOD,Available,,,Plain,common tower for Natham-Sampatti & Natham - Kottampatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.23927777777777 10.223805555555556, 78.23894444444444 10.223972222222223)"
122,Gantry (Natham SS),2W,Gantry,H-POLE,12,1.  Shut down will be required in where earth wires are missing.-,43,,,250.636719,,10.22397222,78.23894444,GOOD,NO E/W,,,SS,Lamp Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note :,1.  Shut down will be required in where earth wires are missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
