S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
14,11,,T,SC+3,28, 10- 11,300,0.38,FALSE,95.78933,"60°53'24""L",10.09016667,78.74027778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74027777777778 10.090166666666667, 78.74052777777779 10.090111111111112)"
15,12,,T,H-POLE,12, 11- 12,27.65206979,NIL,0,96.701843,,10.09011111,78.74052778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74052777777779 10.090111111111112, 78.74075 10.08988888888889)"
16,13,,T,H-POLE,12, 12- 13,34.4253294,NIL,0,95.874802,,10.08988889,78.74075,GOOD,Available,110KV Karakudi - Pudhukottai,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74075 10.08988888888889, 78.74088888888889 10.089805555555555)"
17,14,,T,SB,21, 13- 14,30,0.27,FALSE,95.550232,"15°42'0""L",10.08980556,78.74088889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74088888888889 10.089805555555555, 78.74230555555556 10.088333333333335)"
18,15,,T,SB,21, 14- 15,245,0.34,FALSE,94.630234,"0°31'12""L",10.08833333,78.74230556,GOOD,Available,,Melur-Ramanathapuram Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74230555555556 10.088333333333335, 78.7425 10.08813888888889)"
19,16,,T,H-POLE,12, 15- 16,29.14758579,NIL,FALSE,94.910667,,10.08813889,78.7425,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7425 10.08813888888889, 78.74263888888889 10.087916666666667)"
20,17,,T,H-POLE,12, 16- 17,30.39085889,NIL,FALSE,93.387024,,10.08791667,78.74263889,GOOD,Available,230 KV Karakudi - Thiruvarur,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74263888888889 10.087916666666667, 78.74280555555556 10.087694444444445)"
21,18,,T,SB,21, 17- 18,29.29840487,0.41,0,94.38501,"28°30'0""R",10.08769444,78.74280556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74280555555556 10.087694444444445, 78.74527777777777 10.086583333333333)"
22,19,,S,SA,21, 18- 19,296.9306832,0.51,0,92.616997,,10.08658333,78.74527778,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74527777777777 10.086583333333333, 78.74722222222222 10.08575)"
23,20,,T,SC,22, 19- 20,232.9355582,0.33,FALSE,92.095741,"36°55'48""L",10.08575,78.74722222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74722222222222 10.08575, 78.748 10.08438888888889)"
24,21,,T,SB,21, 20- 21,174.827722,0.32,FALSE,90.873131,"1°22'48""R",10.08438889,78.748,GOOD,Available,"66KV,LT",Temple Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.748 10.08438888888889, 78.74813888888889 10.084166666666667)"
25,22,,T,H-POLE,12, 21- 22,28,NIL,FALSE,91.517807,,10.08416667,78.74813889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74813888888889 10.084166666666667, 78.74805555555555 10.083916666666667)"
26,23,,T,H-POLE,12, 22- 23,30,NIL,FALSE,91.266876,,10.08391667,78.74805556,GOOD,Available,110KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74805555555555 10.083916666666667, 78.74794444444444 10.083694444444445)"
27,24,2W,T,SC+3,28, 23- 24,30,0.35,FALSE,90.355576,,10.08369444,78.74794444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74794444444444 10.083694444444445, 78.74791666666667 10.081555555555555)"
28,25,,S,SA,21, 24- 25,236.0312859,0.41,FALSE,90.151093,,10.08155556,78.74791667,GOOD,Available,,School Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74791666666667 10.081555555555555, 78.7478611111111 10.07936111111111)"
29,26,,S,SA,21, 25- 26,242.5013909,1.11,FALSE,90.085266,,10.07936111,78.74786111,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7478611111111 10.07936111111111, 78.74777777777778 10.077416666666666)"
30,27,,T,SC+6,28, 26- 27,216.0987422,4.56,FALSE,88.004593,"25°39'36""L",10.07741667,78.74777778,GOOD,Available,66KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74777777777778 10.077416666666666, 78.74738888888889 10.076666666666666)"
31,28,,S,SA+3,24, 27- 28,92.87065941,0.3,FALSE,89.068756,,10.07666667,78.74738889,GOOD,Available,,"Madurai-Theni ,River ",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74738888888889 10.076666666666666, 78.74694444444445 10.075805555555556)"
32,29,,T,SC,22, 28- 29,107.3242092,3.57,FALSE,89.779877,"46°33'36""R",10.07580556,78.74694444,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74694444444445 10.075805555555556, 78.74747222222223 10.074222222222222)"
33,30,,T,SC,22, 29- 30,186.1875202,1.69,FALSE,89.252068,"22°49'12""L",10.07422222,78.74747222,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74747222222223 10.074222222222222, 78.74725 10.071472222222223)"
34,31,,S,SA,21, 30- 31,305.723039,1.59,FALSE,89.51162,,10.07147222,78.74725,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74725 10.071472222222223, 78.74705555555556 10.068777777777777)"
35,32,,T,SC,22, 31- 32,297.4436905,3.25,FALSE,88.694824,"55°15'0""R",10.06877778,78.74705556,GOOD,Available,231 KV - Below,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74705555555556 10.068777777777777, 78.74891666666667 10.067305555555555)"
36,33,,S,SA+3,24, 32- 33,261.13644,7.89,FALSE,85.63092,,10.06730556,78.74891667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74891666666667 10.067305555555555, 78.75083333333333 10.065916666666668)"
37,34,,S,SC,22, 33- 34,261.5463741,2.38,FALSE,84.028488,,10.06591667,78.75083333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75083333333333 10.065916666666668, 78.75302777777777 10.064277777777779)"
38,35,,T,SC+3,25, 34- 35,302.2389791,1.94,FALSE,82.888824,"28°21'36""L",10.06427778,78.75302778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75302777777777 10.064277777777779, 78.75394444444444 10.062305555555556)"
39,36,,S,SA,21, 35- 36,238.7213396,1.21,FALSE,90.681046,,10.06230556,78.75394444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75394444444444 10.062305555555556, 78.75461111111112 10.060861111111112)"
40,37,2W,T,SB,21, 36- 37,175.054925,2.54,FALSE,87.696976,"1°28'12""L",10.06086111,78.75461111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75461111111112 10.060861111111112, 78.75552777777777 10.058666666666667)"
41,38,,S,SA,21, 37- 38,264.1277989,0.71,FALSE,86.474167,,10.05866667,78.75552778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75552777777777 10.058666666666667, 78.75627777777778 10.056916666666668)"
42,39,,S,SA,21, 38- 39,210.3232626,0.62,FALSE,86.803703,,10.05691667,78.75627778,GOOD,Available,"HT,2-LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75627777777778 10.056916666666668, 78.75725 10.054555555555556)"
43,40,,S,SA,21, 39- 40,281.6043744,1.47,FALSE,83.895264,,10.05455556,78.75725,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75725 10.054555555555556, 78.75822222222222 10.052222222222223)"
44,41,,S,SA+3,24, 40- 41,279.2828106,2.56,FALSE,82.912598,,10.05222222,78.75822222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75822222222222 10.052222222222223, 78.75927777777778 10.04975)"
45,42,,S,SA+3,24, 41- 42,297.013107,1.98,FALSE,82.613884,,10.04975,78.75927778,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75927777777778 10.04975, 78.76027777777777 10.047416666666667)"
46,43,2W,T,SB,21, 42- 43,278.688928,1.65,FALSE,82.579269,"16°22'48""R",10.04741667,78.76027778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76027777777777 10.047416666666667, 78.76205555555556 10.045277777777777)"
47,44,,S,SA+3,24, 43- 44,307.5631997,1.59,FALSE,82.29937,,10.04527778,78.76205556,GOOD,Available,HT ,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76205555555556 10.045277777777777, 78.76327777777777 10.043722222222222)"
48,45,,T,SB+3,24, 44- 45,217.9122051,1.87,FALSE,79.497681,"21°46'48""R",10.04372222,78.76327778,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76327777777777 10.043722222222222, 78.76483333333333 10.042861111111112)"
49,46,,T,SC+3,25, 45- 46,195.5106483,2.59,FALSE,79.454185,"40°20'24""L",10.04286111,78.76483333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76483333333333 10.042861111111112, 78.76530555555556 10.041555555555556)"
50,47,,T,SC+7.5,29.5, 46- 47,155.2238561,3.05,FALSE,80.067787,"20°34'48""R",10.04155556,78.76530556,GOOD,Available,HT, Devakottai Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76530555555556 10.041555555555556, 78.766 10.04075)"
51,48,,T,SC+7.5,29.5, 47- 48,114.091283,0.65,FALSE,79.157875,"8°2'24""L",10.04075,78.766,GOOD,Available,, Railway,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.766 10.04075, 78.76722222222222 10.03886111111111)"
52,49,,S,SA,21, 48- 49,249.1196462,1.21,FALSE,81.203293,,10.03886111,78.76722222,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76722222222222 10.03886111111111, 78.76841666666667 10.037083333333333)"
53,50,2W,T,SB,21, 49- 50,237.694044,0.71,FALSE,79.83654,"13°30'0""R",10.03708333,78.76841667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76841666666667 10.037083333333333, 78.77008333333333 10.035583333333333)"
54,51,,S,SA,21, 50- 51,246.0791381,0.15,FALSE,79.496765,,10.03558333,78.77008333,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77008333333333 10.035583333333333, 78.77119444444445 10.034527777777777)"
55,52,,T,SB+3,24, 51- 52,169.6423369,0.41,FALSE,77.319542,"0°28'48""R",10.03452778,78.77119444,GOOD,Available,3-HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77119444444445 10.034527777777777, 78.7731388888889 10.03277777777778)"
56,53,,S,SA,21, 52- 53,286.6869394,0.99,FALSE,76.041817,,10.03277778,78.77313889,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7731388888889 10.03277777777778, 78.77494444444444 10.03113888888889)"
57,54,,S,SA,21, 53- 54,269.500009,0.64,FALSE,73.519569,,10.03113889,78.77494444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77494444444444 10.03113888888889, 78.77677777777778 10.029472222222223)"
58,55,,S,SA,21, 54- 55,273.5065433,0.35,FALSE,73.64978,,10.02947222,78.77677778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77677777777778 10.029472222222223, 78.7786111111111 10.027805555555556)"
59,56,,S,SA,21, 55- 56,271.532656,0.4,FALSE,72.046776,,10.02780556,78.77861111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7786111111111 10.027805555555556, 78.7805 10.026111111111112)"
60,57,,S,SA,21, 56- 57,278.9671744,0.31,FALSE,72.840088,,10.02611111,78.7805,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7805 10.026111111111112, 78.78236111111111 10.024444444444445)"
61,58,,T,SB+3,24, 57- 58,274.9480256,0.33,FALSE,73.442223,"5°45'36""L",10.02444444,78.78236111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78236111111111 10.024444444444445, 78.78413888888889 10.0225)"
62,59,,S,SA+3,24, 58- 59,290.2681268,0.38,FALSE,72.988739,,10.0225,78.78413889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78413888888889 10.0225, 78.78580555555556 10.020694444444445)"
63,60,,S,SA+3,24, 59- 60,271.959007,0.51,FALSE,72.929863,,10.02069444,78.78580556,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78580555555556 10.020694444444445, 78.78741666666666 10.018916666666668)"
64,61,,T,SB,21, 60- 61,264.483769,0.41,FALSE,74.722084,"10°5'24""R",10.01891667,78.78741667,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78741666666666 10.018916666666668, 78.78958333333333 10.017277777777778)"
65,62,,S,SA+3,24, 61- 62,297.3179027,0.39,FALSE,73.823502,,10.01727778,78.78958333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78958333333333 10.017277777777778, 78.79169444444445 10.015583333333334)"
66,63,,S,SA+3,24, 62- 63,298.2692758,0.28,FALSE,74.561569,,10.01558333,78.79169444,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79169444444445 10.015583333333334, 78.79388888888889 10.013944444444444)"
67,64,,S,SA+3,24, 63- 64,300.2819055,0.31,FALSE,60.857018,,10.01394444,78.79388889,GOOD,Available,LT,THANAVAYAL ROAD,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79388888888889 10.013944444444444, 78.79599999999999 10.012333333333334)"
68,65,,T,SC+3,25, 64- 65,292.9487287,0.76,FALSE,63.897694,"46°17'60""L",10.01233333,78.796,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79599999999999 10.012333333333334, 78.79608333333333 10.011527777777777)"
69,LILO: 01,3W,T,DC,26, 65- LILO :01,90.20910891,,FALSE,71.670547,"4°43'12""L",10.01152778,78.79608333,GOOD,Available,"LT,HT",,Plain,LILO AT SAKKAVAYAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79608333333333 10.011527777777777, 78.7961111111111 10.009777777777778)"
70,66,,S,SA,21,LILO :01 - 66,192.0224779,0.45,FALSE,65.408195,,10.00977778,78.79611111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7961111111111 10.009777777777778, 78.79622222222223 10.007055555555555)"
71,67,,T,SB+3,24, 66- 67,301.8214509,1.23,FALSE,69.194031,"16°7'12""L",10.00705556,78.79622222,GOOD,Available,33KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79622222222223 10.007055555555555, 78.79591666666667 10.00586111111111)"
72,68,,T,SC+6,28, 67- 68,136.629001,0.51,FALSE,70.767853,"61°13'48""L",10.00586111,78.79591667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79591666666667 10.00586111111111, 78.7953888888889 10.005722222222222)"
73,69,,T,SC+6,28, 68- 69,60.76475607,0.2,FALSE,70.240974,"22°37'48""R",10.00572222,78.79538889,GOOD,Available,"110KV,LT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7953888888889 10.005722222222222, 78.79402777777777 10.004694444444445)"
74,70,,T,SC+3,25, 69- 70,185.8750277,0.67,FALSE,71.567772,"64°39'36""R",10.00469444,78.79402778,GOOD,Available,2-LT,ARAVAYAL MAIN ROAD,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79402777777777 10.004694444444445, 78.79444444444444 10.002777777777778)"
75,71,,T,SC+3,25, 70- 71,217.1597438,0.41,FALSE,71.503502,"31°19'48""R",10.00277778,78.79444444,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79444444444444 10.002777777777778, 78.79608333333333 10.001083333333334)"
76,72,,T,SC,22, 71- 72,259.1045044,0.59,FALSE,72.412415,"39°48'0""L",10.00108333,78.79608333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79608333333333 10.001083333333334, 78.79622222222223 9.998666666666665)"
77,73,,S,SA,21, 72- 73,267.8404015,0.27,FALSE,71.943031,,9.998666667,78.79622222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79622222222223 9.998666666666665, 78.79636111111111 9.996888888888888)"
78,74,,S,SA,21, 73- 74,198.440962,0.93,FALSE,70.766388,,9.996888889,78.79636111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79636111111111 9.996888888888888, 78.79652777777778 9.994555555555555)"
79,75,,S,SA,21, 74- 75,258.5526393,0.3,FALSE,71.063484,,9.994555556,78.79652778,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79652777777778 9.994555555555555, 78.79658333333333 9.993194444444443)"
80,76,,S,SA,21, 75- 76,150.9388981,0.72,FALSE,71.348145,,9.993194444,78.79658333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79658333333333 9.993194444444443, 78.79666666666667 9.99175)"
81,77,,S,SA,21, 76- 77,158.8095888,0.34,FALSE,71.758507,,9.99175,78.79666667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79666666666667 9.99175, 78.79683333333332 9.989305555555555)"
82, 77A,,S,SA,21, 77- 77A,272.9156135,0.17,FALSE,71.758881,,9.989305556,78.79683333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79683333333332 9.989305555555555, 78.79702777777777 9.986694444444444)"
83,78,,S,SA+3,24, 77A- 78,290.2553045,0.61,FALSE,71.841644,,9.986694444,78.79702778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79702777777777 9.986694444444444, 78.79716666666667 9.984277777777777)"
84,79,,S,SA,21, 78- 79,267.0493867,0.29,FALSE,71.996544,,9.984277778,78.79716667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79716666666667 9.984277777777777, 78.79733333333333 9.981666666666667)"
85,80,,T,SC,22, 79- 80,289.3155645,0.26,FALSE,73.07373,"65°39'36""L",9.981666667,78.79733333,GOOD,Available,2-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79733333333333 9.981666666666667, 78.7953888888889 9.980638888888889)"
86,81,2W,T,SC,22, 80- 81,242.1619019,0.19,FALSE,72.635689,"39°5'24""L",9.980638889,78.79538889,GOOD,Available,2-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7953888888889 9.980638888888889, 78.79427777777778 9.98086111111111)"
87,82,,T,SC+3,25, 81- 82,124.4107523,0.56,FALSE,73.337006,"42°44'24""R",9.980861111,78.79427778,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79427777777778 9.98086111111111, 78.7918611111111 9.979416666666667)"
88,83,,T,SC+3,25, 82- 83,307.8437947,0.29,FALSE,73.546326,"30°56'24""R",9.979416667,78.79186111,GOOD,Available,2-LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7918611111111 9.979416666666667, 78.79086111111111 9.977500000000001)"
89,84,,S,SA+3,24, 83- 84,236.869867,0.27,FALSE,72.415611,,9.9775,78.79086111,GOOD,Available,,Thirupathur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79086111111111 9.977500000000001, 78.78966666666666 9.975222222222222)"
90,85,,S,SA,21, 84- 85,286.1731713,0.34,FALSE,72.584557,,9.975222222,78.78966667,GOOD,Available,LT,T.M.S.Nagar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78966666666666 9.975222222222222, 78.78861111111111 9.973222222222223)"
91,86,,T,SC,22, 85- 86,248.1709766,0.38,FALSE,71.79641,"46°44'24""R",9.973222222,78.78861111,GOOD,Available,LT,T.M.S.Nagar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78861111111111 9.973222222222223, 78.78944444444444 9.970916666666668)"
92,87,,T,SC+3,25, 86- 87,271.9415859,0.29,FALSE,70.995827,"39°15'0""L",9.970916667,78.78944444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78944444444444 9.970916666666668, 78.78863888888888 9.968666666666667)"
