S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
13,12,,S,SA,26,11-Dec,285.0887334,4.15,FALSE,29.23093,,9.733166667,78.84388889,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84388888888888 9.733166666666667, 78.84141666666666 9.732666666666667)"
14,13,,S,SA,26,Dec-13,279.1259851,3.21,FALSE,29.874544,,9.732666667,78.84141667,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84141666666666 9.732666666666667, 78.83880555555555 9.732166666666666)"
15,14,,S,SA,26,13-14,289.7668383,5.14,FALSE,28.322895,,9.732166667,78.83880556,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83880555555555 9.732166666666666, 78.83630555555555 9.731666666666667)"
16,15,,S,SA,26,14-15,282.3656686,4.7,FALSE,28.850571,,9.731666667,78.83630556,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83630555555555 9.731666666666667, 78.83377777777777 9.73113888888889)"
17,16,,S,SA,26,15-16,282.8494582,1.35,FALSE,28.024496,,9.731138889,78.83377778,GOOD,NO E/W,,Karunkudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83377777777777 9.73113888888889, 78.83119444444444 9.730638888888889)"
18,17,2W,T,SC,25,16-17,289.092954,1.4,FALSE,29.073792,"57°32'24""L",9.730638889,78.83119444,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83119444444444 9.730638888888889, 78.82941666666666 9.732444444444445)"
19,18,,S,SA,26,17-18,277.4646507,5.52,FALSE,27.108763,,9.732444444,78.82941667,GOOD,NO E/W,,Karunkudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82941666666666 9.732444444444445, 78.82780555555556 9.734138888888888)"
20,19,,S,SA,26,18-19,259.3617563,3.25,FALSE,27.464699,,9.734138889,78.82780556,GOOD,NO E/W,,"LT,HT",Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82780555555556 9.734138888888888, 78.82605555555556 9.735972222222221)"
21,20,,S,SA,26,19-20,278.4916245,4.51,FALSE,27.502476,,9.735972222,78.82605556,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82605555555556 9.735972222222221, 78.8243611111111 9.73772222222222)"
22,21,,S,SA,26,20-21,269.3050441,1.35,FALSE,27.853949,,9.737722222,78.82436111,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8243611111111 9.73772222222222, 78.82230555555554 9.73986111111111)"
23,22,,S,SA,26,21-22,326.6111933,1.76,FALSE,28.164448,,9.739861111,78.82230556,GOOD,NO E/W,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82230555555554 9.73986111111111, 78.8206111111111 9.741555555555555)"
24,23,,S,SA,26,22-23,265.9508404,2.25,FALSE,29.876402,,9.741555556,78.82061111,GOOD,NO E/W,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8206111111111 9.741555555555555, 78.81880555555556 9.743527777777777)"
25,24,,T,SB,25,23-24,292.3294813,3.01,FALSE,29.647432,"13°9'36""R",9.743527778,78.81880556,GOOD,NO E/W,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81880555555556 9.743527777777777, 78.81661111111111 9.745)"
26,25,,S,SA,26,24-25,292.0227145,5.07,FALSE,29.495722,,9.745,78.81661111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81661111111111 9.745, 78.81444444444445 9.746472222222222)"
27,26,,S,SA,26,25-26,286.8403406,3.4,FALSE,30.192471,,9.746472222,78.81444444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81444444444445 9.746472222222222, 78.81233333333333 9.747916666666665)"
28,27,,S,SA,26,26-27,282.4625565,1.45,FALSE,28.089586,,9.747916667,78.81233333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81233333333333 9.747916666666665, 78.81019444444445 9.74936111111111)"
29,28,,S,SA,26,27-28,282.8200421,1.33,FALSE,28.722498,,9.749361111,78.81019444,GOOD,Available,,Thiruvadanai Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81019444444445 9.74936111111111, 78.80805555555555 9.750833333333333)"
30,29,,S,SA,26,28-29,285.1852238,1.06,FALSE,30.65976,,9.750833333,78.80805556,GOOD,Available,230 KV,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80805555555555 9.750833333333333, 78.80597222222222 9.75225)"
31,30,,S,SA,26,29-30,279.3966179,1.36,FALSE,32.389267,,9.75225,78.80597222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80597222222222 9.75225, 78.80375 9.75375)"
32,31,2W,T,SB,25,30-31,294.2188045,1.1,FALSE,32.003681,"12°39'0""R",9.75375,78.80375,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80375 9.75375, 78.80197222222222 9.754472222222223)"
33,32,,S,SA,26,31-32,210.9984636,2.95,FALSE,33.041672,,9.754472222,78.80197222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80197222222222 9.754472222222223, 78.80016666666667 9.755222222222223)"
34,33,,S,SA,26,32-33,213.5048499,4.06,FALSE,34.309135,,9.755222222,78.80016667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80016666666667 9.755222222222223, 78.79855555555555 9.75586111111111)"
35,34,,T,SB,25,33-34,191.3399947,2.57,FALSE,33.800194,"16°39'0""R",9.755861111,78.79855556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79855555555555 9.75586111111111, 78.79608333333333 9.75611111111111)"
36,35,,S,SA,26,34-35,275.3493746,1.06,FALSE,34.529621,,9.756111111,78.79608333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79608333333333 9.75611111111111, 78.79375 9.756388888888889)"
37,36,,S,SA,26,35-36,256.88932,2.02,FALSE,33.498962,,9.756388889,78.79375,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79375 9.756388888888889, 78.79133333333333 9.756611111111111)"
38,37,,S,SA,26,36-37,264.6826806,1.24,FALSE,33.45245,,9.756611111,78.79133333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79133333333333 9.756611111111111, 78.789 9.75688888888889)"
39,38,,T,SB,25,37-38,259.261859,1.03,FALSE,34.020622,"7°48'0""L",9.756888889,78.789,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.789 9.75688888888889, 78.78716666666666 9.757333333333333)"
40,39,,S,SA,26,38-39,208.1027212,2.03,FALSE,33.066944,,9.757333333,78.78716667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78716666666666 9.757333333333333, 78.78494444444445 9.757888888888889)"
41,40,,S,SA,26,39-40,251.4314423,5.01,FALSE,33.616028,,9.757888889,78.78494444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78494444444445 9.757888888888889, 78.78294444444444 9.75836111111111)"
42,41,,T,SB,25,40-41,225.0758382,4.06,FALSE,35.987808,"5°36'0""L",9.758361111,78.78294444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78294444444444 9.75836111111111, 78.78205555555556 9.758666666666667)"
43,42,,T,SB,25,41-42,101.8540076,3.36,FALSE,36.184509,"30°43'48""R",9.758666667,78.78205556,GOOD,Available,,Malakarai Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78205555555556 9.758666666666667, 78.77961111111111 9.758166666666666)"
44,43,,S,SA,26,42-43,273.7983313,1.26,FALSE,37.281654,,9.758166667,78.77961111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77961111111111 9.758166666666666, 78.77727777777778 9.757694444444445)"
45,44,,S,SA,26,43-44,261.6804669,2.03,FALSE,37.055077,,9.757694444,78.77727778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77727777777778 9.757694444444445, 78.77488888888888 9.757194444444444)"
46,45,2W,T,SB,25,44-45,268.0667447,1.26,FALSE,37.079231,"25°58'48""R",9.757194444,78.77488889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77488888888888 9.757194444444444, 78.77319444444444 9.755888888888888)"
47,46,,T,SB,25,45-46,236.0782997,2.07,FALSE,38.00396,"19°5'24""R",9.755888889,78.77319444,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77319444444444 9.755888888888888, 78.77180555555556 9.75375)"
48,47,,S,SA,26,46-47,279.4155924,1.96,FALSE,39.392479,,9.75375,78.77180556,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77180555555556 9.75375, 78.77036111111111 9.751555555555555)"
49,48,,S,SA,26,47-48,291.7672424,2.06,FALSE,40.17234,,9.751555556,78.77036111,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77036111111111 9.751555555555555, 78.76916666666666 9.749749999999999)"
50,49,,S,SA,26,48-49,239.9916712,1.23,FALSE,37.27198,,9.74975,78.76916667,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76916666666666 9.749749999999999, 78.76802777777777 9.748)"
51,50,,S,SA,26,49-50,229.4909522,0.96,FALSE,38.862389,,9.748,78.76802778,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76802777777777 9.748, 78.76705555555556 9.746472222222222)"
52,51,,T,SC,26,50-51,200.3360099,3.01,FALSE,38.741119,"38°52'12""L",9.746472222,78.76705556,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76705555555556 9.746472222222222, 78.76544444444444 9.745916666666666)"
53,52,,S,SA,26,51-52,186.7196378,2.03,FALSE,41.092705,,9.745916667,78.76544444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76544444444444 9.745916666666666, 78.76397222222222 9.745444444444443)"
54,53,,T,SB,25,52-53,167.9200628,1.26,0,44.146332,"20°17'24""L",9.745444444,78.76397222,GOOD,Available,HT,Anandapur roas,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76397222222222 9.745444444444443, 78.76372222222223 9.745444444444443)"
55,Gantry(Anandapur SS),2W,Gantry,Gantry,12,53-Gantry,29.75723954,,,46.88382,,9.745444444,78.76372222,GOOD,NO E/W,,,Plain,Anandapur SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,251.65,271.94,,0,"°'0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DD,MM,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
