S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
12,11,,S,DA,26,10-Nov,310.4854279,5.54,0,137.189957,,9.893666667,78.09997222,GOOD,Available,LT, ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.09997222222222 9.893666666666666, 78.10225 9.892555555555555)"
13,12,,S,DA,26,11-Dec,276.3547761,5.5,FALSE,135.4086,,9.892555556,78.10225,GOOD,Available,LT, ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10225 9.892555555555555, 78.10427777777777 9.89161111111111)"
14,13,,S,DA,26,Dec-13,247.6938026,10.27,FALSE,137.779465,,9.891611111,78.10427778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10427777777777 9.89161111111111, 78.10605555555556 9.890749999999999)"
15,LILO : 14,3W,T,DC,26,13-14,215.4909195,∞,FALSE,137.286377,"15°49'10"" L",9.89075,78.10605556,GOOD,Available,,,AGRI,SPUR LINE TO VILLAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10605555555556 9.890749999999999, 78.10805555555555 9.890388888888888)"
16,15,,S,DA,26,14 -15,225.2459857,Not Taken,FALSE,132.431839,,9.890388889,78.10805556,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10805555555555 9.890388888888888, 78.11113888888889 9.889888888888889)"
17,16,,S,DA,26,15-16,343.1436425,7.62,0,134.572159,,9.889888889,78.11113889,GOOD,Available,, ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11113888888889 9.889888888888889, 78.11433333333333 9.889305555555556)"
18,17,,S,DA,26,16-A17,354.02321,2.77,FALSE,143.748062,,9.889305556,78.11433333,GOOD,Available,LT, ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11433333333333 9.889305555555556, 78.11697222222222 9.88886111111111)"
19,18,,S,DA,26,A17-A18,294.17696,6.36,FALSE,131.048431,,9.888861111,78.11697222,GOOD,Available,LT, ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11697222222222 9.88886111111111, 78.11844444444444 9.888583333333333)"
20,LILO : 18/1 ,3W,T,DC,26,A18- 18/1,166.8426468,2.44,FALSE,134.942932,"1°57'23"" L",9.888583333,78.11844444,GOOD,NO E/W,LT,MAIN ROAD,PLAIN,LILO TO AVANIYAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11844444444444 9.888583333333333, 78.11930555555556 9.888444444444444)"
21,19,,S,DA,26, 18/1 -19,95.14529807,∞,FALSE,134.190796,,9.888444444,78.11930556,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.11930555555556 9.888444444444444, 78.12155555555555 9.888055555555555)"
22,20,,S,DA,26,19-20,251.0986506,6.16,0,132.975739,,9.888055556,78.12155556,GOOD,Available,LT, ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.12155555555555 9.888055555555555, 78.12352777777777 9.887694444444444)"
23,21,,S,DA,26,20-21,218.165859,3.91,0,129.829895,,9.887694444,78.12352778,GOOD,Available,,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.12352777777777 9.887694444444444, 78.12597222222222 9.88725)"
24,22,,S,DA,26,21-22,272.5624534,2.86,0,130.366638,,9.88725,78.12597222,GOOD,Available,,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.12597222222222 9.88725, 78.12838888888888 9.886833333333334)"
25,23,,T,DC,26,22-23,270.4242161,3.36,FALSE,130.976685,"21°56'6"" L",9.886833333,78.12838889,GOOD,Available,,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.12838888888888 9.886833333333334, 78.13041666666666 9.887277777777777)"
26,24,,S,DA,26,23-24,226.1326115,Not Taken,FALSE,130.976685,,9.887277778,78.13041667,GOOD,Available,HT,VILLAGE ROAD,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.13041666666666 9.887277777777777, 78.13288888888889 9.887833333333333)"
27,25,,S,DA,26,24-25,278.4674421,Not Taken,FALSE,130.976685,,9.887833333,78.13288889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.13288888888889 9.887833333333333, 78.13552777777778 9.888416666666666)"
28,26,,S,DA,26,25-26,297.3717503,Not Taken,FALSE,130.976685,,9.888416667,78.13552778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.13552777777778 9.888416666666666, 78.13802777777778 9.888944444444444)"
29,27,,S,DA,26,26-27,279.5314406,3.83,FALSE,133.503922,,9.888944444,78.13802778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.13802777777778 9.888944444444444, 78.1408888888889 9.88961111111111)"
30,28,,T,DC,26,27-28,325.1749393,6.24,FALSE,135.670685,"55°9'16"" L",9.889611111,78.14088889,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1408888888889 9.88961111111111, 78.14180555555556 9.891888888888888)"
31,29,,S,DA,26,28-29,271.0760767,2.83,0,135.995331,,9.891888889,78.14180556,GOOD,Available,"HT,LT",AVANIYAPURAM ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.14180555555556 9.891888888888888, 78.1426388888889 9.893888888888888)"
32,30,,S,DA,26,29-30,240.227179,8.43,0,133.060989,,9.893888889,78.14263889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1426388888889 9.893888888888888, 78.14347222222223 9.895999999999999)"
33,31,,S,DA,26,30-31,250.0343293,5.82,FALSE,133.282959,,9.896,78.14347222,GOOD,Available,,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.14347222222223 9.895999999999999, 78.14427777777779 9.898027777777777)"
34,32,,S,DA,26,31-32,241.1128293,5.83,FALSE,130.931396,,9.898027778,78.14427778,GOOD,Available,LT, ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.14427777777779 9.898027777777777, 78.14505555555556 9.9)"
35,LILO : 33,3W,T,DC,26,32-33,234.723089,∞,FALSE,135.437943,"67°52'35"" R",9.9,78.14505556,GOOD,Available,110 KV,,PLAIN,LILO AT ANUPPANADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.14505555555556 9.9, 78.14586111111112 9.899194444444444)"
36,34,,T,DC,26,33-34,127.2781065,18.58,FALSE,129.466827,"0°0'11""",9.899194444,78.14586111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.14586111111112 9.899194444444444, 78.14752777777778 9.897527777777777)"
37,35,,S,DA,26,34-35,257.3722673,12.98,FALSE,130.605377,,9.897527778,78.14752778,GOOD,Available,"2 HT,2LT",VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.14752777777778 9.897527777777777, 78.14947222222223 9.895666666666667)"
38,36,,T,DC,26,35-36,296.272109,8.04,FALSE,131.160904,"28°51'25"" L",9.895666667,78.14947222,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.14947222222223 9.895666666666667, 78.15219444444445 9.894944444444445)"
39,37,,S,DA,26,36-37,310.4909699,3.42,FALSE,128.583893,,9.894944444,78.15219444,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.15219444444445 9.894944444444445, 78.15466666666667 9.894222222222222)"
40,38,,S,DA,26,37-38,282.8855766,2.81,FALSE,128.719315,,9.894222222,78.15466667,GOOD,Available,"HT,LT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.15466666666667 9.894222222222222, 78.15761111111112 9.893333333333333)"
41,39,,T,DC,26,38-39,336.5596347,1.22,FALSE,127.704407,"4°48'16"" R",9.893333333,78.15761111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.15761111111112 9.893333333333333, 78.15811111111111 9.893138888888888)"
42,40,,T,DC,26,39-40,60.70369702,0.84,FALSE,128.860031,"77°10'56"" L",9.893138889,78.15811111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.15811111111111 9.893138888888888, 78.15872222222222 9.894)"
43,41,,T,DC,26,40-41,117.6290118,1.52,FALSE,128.99585,"4°22'10"" R",9.894,78.15872222,GOOD,Available,,RAILWAY ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.15872222222222 9.894, 78.16072222222223 9.896416666666665)"
44,42,,T,DC,26,41-42,345.9136632,1.38,0,130.922958,"1°32'12"" L",9.896416667,78.16072222,GOOD,Available,"HT,LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16072222222223 9.896416666666665, 78.16233333333334 9.8985)"
45,43,,T,DC,26,42-43,289.4755179,1.49,FALSE,127.530556,"3°19'42"" R",9.8985,78.16233333,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16233333333334 9.8985, 78.16452777777778 9.901027777777777)"
46,44,,T,DC,26,43-44,369.6367108,1.73,FALSE,130.423706,"19°12'15"" L",9.901027778,78.16452778,GOOD,Available,"HT,LT",VIRAGANUR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16452777777778 9.901027777777777, 78.16572222222223 9.904)"
47,LILO : 45,3W,T,DC,26,44-45,355.9131816,0.79,FALSE,131.48172,"11°21'18"" L",9.904,78.16572222,GOOD,Available,,VILLAGE ROAD,PLAIN,SIVAGANGAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16572222222223 9.904, 78.16616666666667 9.906444444444444)"
48,46,,T,DC,26,45-46,273.9609395,Not Taken,FALSE,131.48172,"2°14'54"" R",9.906444444,78.16616667,GOOD,Available,,,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16616666666667 9.906444444444444, 78.16669444444445 9.908722222222222)"
49,47,,S,DA,26,46-47,260.2673526,1.94,FALSE,130.065765,,9.908722222,78.16669444,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16669444444445 9.908722222222222, 78.16716666666667 9.911027777777779)"
50,48,,S,DA,26,47-48,259.1742638,4.11,FALSE,134.229477,,9.911027778,78.16716667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16716666666667 9.911027777777779, 78.16761111111111 9.913305555555556)"
51,49,,T,DC,26,48-49,257.1772576,3.76,FALSE,122.800919,"4°17'16"" L",9.913305556,78.16761111,GOOD,Available,"HT,LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16761111111111 9.913305555555556, 78.16772222222222 9.914277777777778)"
52, LILO : 50/1,3W,T,DC,26,49-50/1 ,108.9677313,2.27,FALSE,128.068878,"2°3'56"" L",9.914277778,78.16772222,GOOD,Available,LT,ROAD,PLAIN, LILO TO VANDIUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16772222222222 9.914277777777778, 78.16791666666667 9.916583333333334)"
53,51,,S,DA,26,50/1 -51,253.5967987,3.04,FALSE,126.931786,,9.916583333,78.16791667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16791666666667 9.916583333333334, 78.16802777777778 9.91925)"
54,52,,S,DA,26,51-52,297.3319888,2.29,FALSE,131.885773,,9.91925,78.16802778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16802777777778 9.91925, 78.16822222222223 9.921972222222221)"
55,53,,S,DA,26,52-53,300.5313259,2.95,FALSE,131.145142,,9.921972222,78.16822222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16822222222223 9.921972222222221, 78.1683888888889 9.924916666666666)"
56,54,,S,DA,26,53-54,327.8558484,0.37,FALSE,136.14798,,9.924916667,78.16838889,GOOD,Available,LT, ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1683888888889 9.924916666666666, 78.16858333333334 9.927555555555555)"
57,55,,T,DC,26,54-55,293.172824,2.25,FALSE,136.839966,"0°44'59""  L",9.927555556,78.16858333,GOOD,Available,"HT,LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16858333333334 9.927555555555555, 78.16869444444445 9.929555555555554)"
58,56,,T,DC,26,55-56,219.863952,1.09,FALSE,138.987625,"0°1'15"" R",9.929555556,78.16869444,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16869444444445 9.929555555555554, 78.16872222222223 9.930333333333333)"
59,57,,T,DC,26,56-57,86.04035754,1.15,FALSE,139.150177,"25°33'34"" R",9.930333333,78.16872222,GOOD,Available,"HT,LT",SIVAGANGAI - MADURAI MAIN ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16872222222223 9.930333333333333, 78.16941666666668 9.931555555555555)"
60,58,,T,DC,26,57-58,156.0708638,1.75,FALSE,139.816315,"0°51'43"" R",9.931555556,78.16941667,GOOD,Available,,NH,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.16941666666668 9.931555555555555, 78.17005555555556 9.932666666666666)"
61,59,,T,DC,26,58-59,142.6190405,1.99,FALSE,141.617844,"1°41'6"" R",9.932666667,78.17005556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.17005555555556 9.932666666666666, 78.171 9.934166666666666)"
62,60,,T,DC,26,59-60,194.8981444,2.82,FALSE,140.75499,"3°29'45"" L",9.934166667,78.171,GOOD,Available,,NH,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.171 9.934166666666666, 78.17169444444446 9.935472222222222)"
63,61,,T,DC,26,60-61,162.3240812,8.72,FALSE,136.709167,"2°2'9"" L",9.935472222,78.17169444,GOOD,Available,LT,NH,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.17169444444446 9.935472222222222, 78.17222222222223 9.93661111111111)"
64,LILO : 61/1 ,3W,T,DC,26,61-61/1 ,138.8768013,7.79,FALSE,140.127655,"3°44'2"" L",9.936611111,78.17222222,GOOD,Available,,CANAL,Water Logged,LILO TO INDUSTRIAL ESTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.17222222222223 9.93661111111111, 78.17252777777779 9.937305555555556)"
65, LILO : 62,3W,T,DC,26,61/1 - 62,82.45131036,4.11,FALSE,140.522522,"18°54'5"" R",9.937305556,78.17252778,GOOD,Available,,,PLAIN,LILO TO  IT PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.17252777777779 9.937305555555556, 78.17311111111111 9.937972222222223)"
66,63,,T,DC,26, 62 -63,98.31907282,2.54,FALSE,136.980713,"9°58'41"" R",9.937972222,78.17311111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.17311111111111 9.937972222222223, 78.1751388888889 9.939583333333333)"
67,64,,S,DA,26,63-64,286.2216253,6.63,FALSE,139.88652,,9.939583333,78.17513889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1751388888889 9.939583333333333, 78.17716666666666 9.941138888888888)"
68,65,,S,DA,26,64-65,281.7417517,5.16,FALSE,141.760254,,9.941138889,78.17716667,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.17716666666666 9.941138888888888, 78.17808333333333 9.941888888888888)"
69, LILO : 66,3W,T,DC,26,65-66 ,131.0642368,2.36,FALSE,142.919296,"1°44'34"" R",9.941888889,78.17808333,GOOD,Available,LT,VILLAGE ROAD,PLAIN,LILO TO TIRUPALAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.17808333333333 9.941888888888888, 78.17911111111111 9.942694444444445)"
70,67,2W,S,DA,26,66 -67,142.0845226,3.22,FALSE,144.810394,,9.942694444,78.17911111,GOOD,Available,"2 LT,HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.17911111111111 9.942694444444445, 78.18100000000001 9.944166666666668)"
71,68,,S,DA,26,67-68,263.5450134,10.4,FALSE,139.141937,,9.944166667,78.181,GOOD,Available,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.18100000000001 9.944166666666668, 78.18311111111112 9.945861111111112)"
72,69,,S,DA,26,68-69,299.17644,3.96,FALSE,140.130615,,9.945861111,78.18311111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.18311111111112 9.945861111111112, 78.18519444444445 9.9475)"
73,70,,S,DA,26,69-70,290.4918332,6.04,FALSE,138.693573,,9.9475,78.18519444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.18519444444445 9.9475, 78.18741666666666 9.949250000000001)"
74,71,,S,DA,26,70-71,311.8420814,2.57,FALSE,140.058807,,9.94925,78.18741667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.18741666666666 9.949250000000001, 78.18950000000001 9.950916666666666)"
75,72,,T,DC,26,71-72,294.304631,3.46,FALSE,143.265045,"1°4'39"" R",9.950916667,78.1895,GOOD,Available,"2 HT,2LT",NEAR HIGH CORT,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.18950000000001 9.950916666666666, 78.19161111111111 9.952555555555556)"
76,73,,S,DA,26,72-73,295.0849873,3.26,FALSE,146.638275,,9.952555556,78.19161111,GOOD,Available,2 LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19161111111111 9.952555555555556, 78.19366666666667 9.954194444444443)"
77,74,,S,DA,26,73-74,289.6436867,2.8,FALSE,142.382141,,9.954194444,78.19366667,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19366666666667 9.954194444444443, 78.19561111111112 9.955777777777778)"
78,75,,S,DA,26,74-75,275.9568314,1.86,0,143.165421,,9.955777778,78.19561111,GOOD,Available,3 LT,MAIN ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19561111111112 9.955777777777778, 78.19716666666667 9.956916666666666)"
79,LILO : 76,3W,T,DC,26,75-76 ,211.6859028,2.39,FALSE,143.426056,"1°43'25"" L",9.956916667,78.19716667,GOOD,Available,"HT,LT",,PLAIN, LILO TO OTHAKADAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19716666666667 9.956916666666666, 78.19755555555555 9.95722222222222)"
80,77,,T,DC,26,76 -77,54.93299108,2.03,FALSE,144.083862,"9°39'29"" R",9.957222222,78.19755556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.19755555555555 9.95722222222222, 78.1996388888889 9.958388888888889)"
81,78,,T,DC,26,77-78,262.8491618,8.39,FALSE,142.960037,"0°16'32"" L",9.958388889,78.19963889,GOOD,Available,,NH,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1996388888889 9.958388888888889, 78.20177777777778 9.959555555555555)"
82,79,,S,DA,26,78-79,268.392236,Not Taken,FALSE,141.895294,,9.959555556,78.20177778,GOOD,Available,,,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20177777777778 9.959555555555555, 78.2038888888889 9.960749999999999)"
83,80,,S,DA,26,79-80,263.8586686,9.25,FALSE,144.095627,,9.96075,78.20388889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2038888888889 9.960749999999999, 78.2058888888889 9.961833333333333)"
84,81,,T,DC,26,80-81,250.1968189,7.49,FALSE,143.846237,"14°40'23"" R",9.961833333,78.20588889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2058888888889 9.961833333333333, 78.20841666666666 9.962444444444444)"
85,82,,S,DA,26,81-82,286.789046,6.76,FALSE,141.312393,,9.962444444,78.20841667,GOOD,Available,"2 HT,LT",CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20841666666666 9.962444444444444, 78.21136111111112 9.963166666666666)"
86,83,,S,DA,26,82-83,334.3149149,10.16,FALSE,140.281876,,9.963166667,78.21136111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21136111111112 9.963166666666666, 78.21627222222223 9.963833333333332)"
87,84,,T,DC,26,83-84,313.7369147,10.57,FALSE,140.753906,"21°45'57"" L",9.963833333,78.21627222,GOOD,Available,"2 HT,2LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21627222222223 9.963833333333332, 78.21652777777778 9.965666666666666)"
88,85,,S,DA,26,84-85,312,9.72,FALSE,143.301117,,9.965666667,78.21652778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21652777777778 9.965666666666666, 78.21841666666667 9.967472222222222)"
89,86,,S,DA,26,85-86,310,2.68,0,137.877792,,9.967472222,78.21841667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21841666666667 9.967472222222222, 78.22086111111112 9.969611111111112)"
90,87,,S,DA,26,86-87,357.3460733,5.97,FALSE,142.008591,,9.969611111,78.22086111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22086111111112 9.969611111111112, 78.22291666666666 9.971361111111111)"
